undermine_score,support_score,predict_label,gold
-0.5887665,0.43465602,1,0
-1.0587385,0.81180245,1,0
-1.6256262,1.3067958,1,0
-0.87586147,0.69086903,1,0
0.3643853,-0.34485275,0,0
-0.30644923,0.2188758,1,0
0.19850993,-0.25983083,0,0
-0.40092725,0.35574964,1,0
1.0956032,-1.1544583,0,0
-0.7312266,0.68798155,1,0
-0.48812872,0.40971494,1,0
0.551747,-0.5719976,0,0
0.24287286,-0.21790984,0,0
1.9472221,-1.9472601,0,0
-2.2666304,1.8684416,1,0
1.4469317,-1.5383506,0,0
0.7542949,-0.74735445,0,0
2.0004694,-2.0642912,0,0
1.068332,-1.0965686,0,0
1.3369559,-1.2547021,0,0
2.6460729,-2.638763,0,0
-3.5791464,3.2898016,1,0
1.4759407,-1.7009575,0,0
2.6946554,-2.8468165,0,0
-1.863107,1.3437306,1,0
-2.5145965,2.1080203,1,0
1.186276,-1.2472326,0,0
1.4122196,-1.4951394,0,0
1.278822,-1.3468215,0,0
2.2197719,-2.2210014,0,0
-0.8918264,0.5844476,1,0
-2.1009252,1.6532687,1,0
-1.9335642,1.5416217,1,0
-1.8021947,1.4385817,1,0
-0.29964563,-0.062148456,1,0
1.4854815,-1.8076391,0,0
0.1466348,-0.24399723,0,0
1.5469501,-1.7310328,0,0
1.920361,-1.9521784,0,0
0.40127972,-0.44366908,0,0
0.8732601,-0.9764756,0,0
-0.15227923,0.14621466,1,0
2.2614825,-2.5534172,0,0
-2.518191,2.1039786,1,0
-3.3056946,2.876909,1,0
-0.4351325,0.32101333,1,0
-0.056660205,-0.08664802,0,0
1.9699033,-2.0439014,0,0
-2.858611,2.4731383,1,0
-2.7854078,2.3079803,1,0
1.7464106,-1.889493,0,0
-1.8187582,1.532451,1,0
0.92460436,-1.1189035,0,0
1.7709134,-2.1455328,0,0
2.2297852,-2.4992533,0,0
1.0019621,-1.5311205,0,0
1.920715,-1.9770509,0,0
2.6512022,-2.785074,0,0
2.4740243,-2.4402852,0,0
2.162864,-2.176429,0,0
1.2118245,-1.1958928,0,0
2.4112036,-2.4368706,0,0
2.3617234,-2.3396387,0,0
1.8476024,-1.8317516,0,0
2.691968,-2.688539,0,0
-1.4491017,1.129457,1,0
0.4839524,-0.550607,0,0
-2.2520595,1.9080647,1,0
-1.128095,0.8331672,1,0
0.046541333,-0.23175934,0,0
0.21453825,-0.364181,0,0
0.19423531,-0.4572671,0,0
1.824795,-1.7954671,0,0
0.8193931,-0.82514614,0,0
0.08570524,-0.09522602,0,0
1.7571874,-1.8412969,0,0
1.5814279,-1.6989719,0,0
-0.7854159,0.5348733,1,0
0.69978654,-0.73904926,0,0
-2.3937535,1.976587,1,0
0.72203237,-0.76809424,0,0
-0.8843263,0.6404857,1,0
-2.4279928,2.0566373,1,0
-0.12604989,0.020819467,1,0
-0.5303795,0.38157895,1,0
-2.0647259,1.8182957,1,0
-2.631456,2.1956215,1,0
-1.7880785,1.2997426,1,0
-3.3919973,3.0963235,1,0
-2.6494324,2.200577,1,0
1.1059356,-1.2466873,0,0
-1.5680239,1.4902828,1,0
0.82462496,-1.1136847,0,0
-2.7332788,2.3041546,1,0
2.0647974,-2.096874,0,0
-1.191448,0.6403069,1,0
3.000956,-3.0664937,0,0
-1.2777297,1.2145855,1,0
1.2395756,-1.304355,0,0
-1.8826599,1.3871361,1,0
-2.7578692,2.3673387,1,0
-2.8173394,2.57966,1,0
1.0620495,-1.0470359,0,0
0.9452637,-0.9747601,0,0
-0.18796802,0.03205466,1,0
0.82993644,-0.8655122,0,0
-0.14276893,-0.2420378,0,0
0.42590767,-0.4187529,0,0
0.066387825,-0.007151473,0,0
0.027850641,-0.00426026,0,0
-0.39050516,0.20915775,1,0
1.5751212,-1.7167311,0,0
-0.53785545,0.31157553,1,0
-0.60186726,0.11276275,1,0
-3.0963578,2.7064362,1,0
0.594696,-0.6543301,0,0
1.3922453,-1.4432843,0,0
1.5639026,-1.7393544,0,0
-1.6905801,1.4795454,1,0
2.511464,-2.6931853,0,0
3.017542,-3.075434,0,0
2.88101,-2.950951,0,0
-0.73138326,0.52349335,1,0
-0.6500221,0.20707573,1,0
-1.6120582,1.1798158,1,0
-2.361076,1.7811003,1,0
-0.12266406,-0.00323962,1,0
-0.40764162,0.2780043,1,0
-1.7098577,1.6012218,1,0
0.27209628,-0.4900424,0,0
-3.2856271,2.7577205,1,0
-0.78886014,0.37788397,1,0
-2.5750732,2.0770383,1,0
-0.21035221,-0.021041501,1,0
0.0048366576,-0.5450141,0,0
-0.22355004,0.060762208,1,0
1.2141187,-1.5244873,0,0
0.5447661,-0.90566623,0,0
-0.60703844,0.39612782,1,0
-0.8458396,0.5134351,1,0
2.702218,-2.7398,0,0
-0.860905,0.51733,1,0
-2.8662772,2.5218897,1,0
-1.7075987,1.2244272,1,0
-3.2298489,2.7751563,1,0
1.3158324,-1.4536743,0,0
0.06844887,-0.259889,0,0
0.88775855,-0.9512791,0,0
-2.798192,2.2124789,1,0
-1.6801641,1.1991398,1,0
-0.43781033,-0.20087358,1,0
-0.6982272,0.49401712,1,0
-0.6018711,0.20407225,1,0
-2.1273568,1.7280023,1,0
-2.2974272,2.0915904,1,0
-2.3766723,1.7547015,1,0
0.88216263,-0.87984544,0,0
-1.5198277,1.1981668,1,0
0.9162839,-0.97510254,0,0
1.1982769,-1.2137841,0,0
-1.0190407,0.91956055,1,0
-0.9279038,0.61265314,1,0
2.1314268,-2.0526347,0,0
1.9206125,-1.8832979,0,0
-0.88041615,0.70963997,1,0
-1.5122074,1.2830863,1,0
-1.942395,1.5947537,1,0
-0.77962416,0.32771358,1,0
-2.0457547,1.5473479,1,0
2.2013183,-2.206367,0,0
3.2594364,-3.4114923,0,0
-0.37970233,0.33241075,1,0
-2.9041612,2.4156938,1,0
-2.9046946,2.6304739,1,0
1.9834585,-1.9739053,0,0
-0.7813068,0.52478564,1,0
-2.0584502,1.6456898,1,0
0.04995668,-0.19359945,0,0
-1.8726846,1.4556116,1,0
-2.4150605,1.9034266,1,0
-0.9239251,0.37696165,1,0
-2.197393,1.6915578,1,0
2.029591,-2.0050244,0,0
0.09142891,-0.24601647,0,0
0.41050524,-0.5352457,0,0
-0.10177667,-0.29163027,0,0
-2.6158566,2.1716173,1,0
-1.4624798,1.0373405,1,0
0.71784014,-0.76887995,0,0
1.7212011,-1.9099606,0,0
-1.1889582,0.9531491,1,0
0.2961033,-0.7501059,0,0
-1.4643753,1.0616565,1,0
-0.41714144,-0.05347744,1,0
0.37583056,-0.5368191,0,0
1.0237756,-1.1736691,0,0
-2.614458,2.3723924,1,0
2.0300987,-2.065239,0,0
1.8837426,-1.8077595,0,0
1.8580995,-1.7881398,0,0
1.9570869,-1.9251287,0,0
2.9937701,-2.9749155,0,0
2.7038543,-2.7643404,0,0
1.8822689,-2.0219269,0,0
1.8460443,-1.8571745,0,0
1.4562144,-1.3829532,0,0
0.2605988,-0.31374338,0,0
0.066643216,-0.18799126,0,0
1.8425591,-1.9812591,0,0
1.5083077,-1.6130332,0,0
2.1255898,-2.3281553,0,0
0.73036444,-0.9093515,0,0
-1.4332738,0.93545836,1,0
-0.6194827,0.3295178,1,0
-0.4292009,0.29362074,1,0
-2.49973,2.031099,1,0
2.2313561,-2.2701406,0,0
2.074514,-2.131123,0,0
2.2289505,-2.2156885,0,0
1.8200834,-1.8378558,0,0
-2.1445322,1.7190382,1,0
-0.9147564,0.58235484,1,0
-2.2683182,1.6664938,1,0
-3.1335378,2.7474532,1,0
0.18673147,-0.14887902,0,0
-0.760468,0.76764125,1,0
-0.28163087,-0.042074684,1,0
1.564945,-1.7181878,0,0
2.0654075,-2.3058507,0,0
1.9650246,-2.1841903,0,0
2.274307,-2.511457,0,0
2.037499,-2.2471516,0,0
1.997632,-2.1977975,0,0
-1.7365128,1.2714418,1,0
1.12718,-1.1838605,0,0
-0.7683285,0.43506634,1,0
-0.21323894,0.13734478,1,0
-2.2488732,1.6356326,1,0
0.98843664,-1.1156161,0,0
-1.3738909,1.0690694,1,0
0.20805669,-0.25239703,0,0
-0.7250555,0.5924462,1,0
-1.5997735,1.3143967,1,0
0.3331164,-0.38093436,0,0
-1.0666895,0.8396018,1,0
-1.2365896,0.8421782,1,0
-1.9570177,1.3863238,1,0
0.18987419,-0.34437373,0,0
-0.82643974,0.5659834,1,0
-2.9173317,2.5077538,1,0
1.9505982,-2.136352,0,0
-2.082382,1.8178251,1,0
-0.25382197,0.1525194,1,0
-0.43747342,0.3186174,1,0
-3.5164626,3.1962624,1,0
2.2579937,-2.273768,0,0
0.869322,-1.0410113,0,0
-0.19002056,0.03033885,1,0
2.5408041,-2.5974574,0,0
1.8624463,-2.0279827,0,0
1.5027497,-1.5416957,0,0
-0.22938518,-0.11300538,1,0
2.5113063,-2.589211,0,0
2.386014,-2.4509304,0,0
1.5834728,-1.6320248,0,0
1.2852566,-1.3225951,0,0
2.5869393,-2.7584455,0,0
-2.5801554,2.1268587,1,0
-3.2974973,2.9877164,1,0
-2.121784,1.7541196,1,0
-2.8517237,2.5240831,1,0
-2.8010302,2.5028753,1,0
-1.7003973,1.516634,1,0
-1.0448766,0.70632356,1,0
1.4803177,-1.5278916,0,0
2.068652,-2.1827254,0,0
2.592753,-2.646059,0,0
1.2372811,-1.3652914,0,0
2.6427903,-2.721572,0,0
1.4195929,-1.4787962,0,0
-3.2774844,2.7918353,1,0
-1.7703614,1.6638408,1,0
-1.3080407,0.91526705,1,0
-1.3571861,1.1416168,1,0
1.7233019,-1.8969405,0,0
-2.4989545,2.0032558,1,0
-2.4700284,2.0131788,1,0
1.8158182,-2.074987,0,0
0.60330766,-0.7941777,0,0
-1.4050488,0.96869886,1,0
2.3399863,-2.342418,0,0
1.3304632,-1.3102815,0,0
-0.67483723,0.3635869,1,0
0.5875061,-0.85464066,0,0
0.7425441,-0.97097117,0,0
1.0403848,-1.231121,0,0
-0.7745643,0.51754147,1,0
2.421749,-2.5682359,0,0
1.7953387,-1.9080634,0,0
2.3992343,-2.3793516,0,0
-0.3052144,0.18379238,1,0
1.981864,-2.1192312,0,0
-3.3092666,2.9071865,1,0
-3.4673395,3.1565728,1,0
2.9317913,-3.0706592,0,0
0.040006258,-0.10427602,0,0
-1.2279837,0.8412424,1,0
1.4947991,-1.6144333,0,0
-0.44784752,0.2272746,1,0
-1.7216877,1.297045,1,0
-1.3697364,1.0447354,1,0
-0.8673859,0.67743963,1,0
0.36513874,-0.39274,0,0
0.5255924,-0.63879675,0,0
-2.1416545,1.7464145,1,0
-0.15984927,-0.26518655,0,0
-1.3645098,0.92483336,1,0
0.74195975,-0.784113,0,0
0.886471,-0.81033355,0,0
0.29132837,-0.35526118,0,0
-0.011204159,-0.118975274,0,0
-0.65864456,0.5054549,1,0
1.2888721,-1.3995526,0,0
-3.269866,2.9705544,1,0
-2.98778,2.8696299,1,0
2.4098225,-2.5128691,0,0
1.348491,-1.3996062,0,0
-0.0974778,-0.10875259,0,0
2.3586175,-2.3905897,0,0
-0.18071653,0.043939758,1,0
-1.3629227,0.96417516,1,0
-3.549152,3.1068904,1,0
-3.0970597,2.583777,1,0
-0.34025264,-0.08501588,1,0
2.3555832,-2.4755607,0,0
2.2764707,-2.4697943,0,0
0.56366044,-0.7633819,0,0
-1.7576773,1.3925073,1,0
-0.6820701,0.5786236,1,0
0.59062153,-0.5664596,0,0
1.4581927,-1.4916182,0,0
-2.42762,1.9450606,1,0
1.1108278,-1.166706,0,0
-1.5735662,1.2220358,1,0
1.8079834,-1.7555282,0,0
-0.5277965,0.30815682,1,0
0.833566,-0.91165423,0,0
2.592507,-2.6639514,0,0
-2.1532483,1.7252154,1,0
1.9891999,-2.038221,0,0
2.4241815,-2.4245014,0,0
-0.47680828,0.45300367,1,0
-1.8830068,1.7416413,1,0
0.6000864,-0.67154926,0,0
0.59320045,-0.81955785,0,0
0.35864618,-0.45869038,0,0
-1.4184992,0.93143356,1,0
-2.2221847,1.7731797,1,0
-1.9351475,1.4961933,1,0
0.14412475,-0.2978226,0,0
-1.7258219,1.3595119,1,0
0.78265196,-0.84346074,0,0
-0.40749303,0.25464365,1,0
-1.1123854,0.8780057,1,0
2.1514735,-2.3579924,0,0
2.6196327,-2.6863499,0,0
-1.1992357,0.9317134,1,0
-1.5741811,1.2952657,1,0
-0.15466687,0.058811124,1,0
0.52911764,-0.62686425,0,0
1.4061083,-1.5140967,0,0
2.6606545,-2.62729,0,0
-1.5263811,1.4013093,1,0
1.7910018,-1.947778,0,0
-0.56559116,0.3633307,1,0
-3.1701941,2.815571,1,0
-2.0284877,1.6688763,1,0
0.6936379,-0.7733141,0,0
1.5998907,-1.8653905,0,0
1.0963678,-1.2566442,0,0
0.84012717,-0.9982334,0,0
-0.12917645,-0.21892083,0,0
2.3751438,-2.4185283,0,0
0.65354854,-0.71287197,0,0
-0.27259853,0.03166009,1,0
0.097912416,-0.19070503,0,0
0.035608046,-0.31660056,0,0
0.16750528,-0.35278627,0,0
-0.29497042,-0.061174605,1,0
-0.7292918,0.46513703,1,0
0.44913796,-0.72821635,0,0
0.66640073,-0.7133119,0,0
-0.9624135,0.58961433,1,0
-1.7835038,1.2198989,1,0
-2.101067,1.5419898,1,0
0.18064064,-0.38425666,0,0
2.7124765,-2.6929326,0,0
-1.1234971,0.84551316,1,0
1.5445204,-1.5976275,0,0
-0.8215454,0.7140211,1,0
0.7424943,-0.7993715,0,0
1.7090279,-1.7350752,0,0
1.2257077,-1.335899,0,0
0.94916534,-1.0142622,0,0
-0.9310233,0.65966064,1,0
