,claims,perpectives,undermine_score,support_score,predict_label,gold_label
152, College education is worth it,Learning is always worthwhile.,-0.7005124,0.8390267,1,1
153, College education is worth it,Learning will always pay off. ,-1.4165696,1.8300900000000002,1,1
154, College education is worth it,Learning and education is always a good investment. ,-1.7354405,2.3090482000000003,1,1
158, College education is worth it,Colleges provide networking value.,-2.0901419999999997,2.714312,1,1
159, College education is worth it,Attending college is a great way to network. ,-2.0703596999999996,2.7064058999999996,1,1
160, College education is worth it,Going to college provides many opportunities to network. ,-2.129643,2.7196279,1,1
161, College education is worth it,A college degree is no guarantee of workplace benefits.,0.11567433,-0.11732805,0,0
162, College education is worth it,There is no guarantee there will be benefits.,0.3585946,-0.32867634,0,0
165, College education is worth it,Trade professions are in need of more individuals and it may be more profitable than going to college.,0.17167579,-0.09242683,0,0
166, College education is worth it,College graduates are healthier and live longer.,-2.0205406999999997,2.6369104,1,1
167, College education is worth it,Health and longevity are associated with graduating from a college.,-1.638411,2.189176,1,1
168, College education is worth it,College is an investment in health and longevity.,-1.6150658000000002,2.1374085,1,1
169, College education is worth it,College graduates attract higher-paying employers to their communities.,-1.5549046,2.0936055000000002,1,1
170, College education is worth it,Employers are attracted to locales with college graduates. ,-2.007425,2.6579554,1,1
171, College education is worth it,"The more college graduates in one geographical area, the more higher-paying employers will be found",-1.2814366000000001,1.6524768,1,1
172, College education is worth it,College allows students to explore career options.,-2.075443,2.698451,1,1
173, College education is worth it,Attending college affords great chances to check out career options. ,-2.051166,2.7166702999999996,1,1
174, College education is worth it,The total cost of going to college also includes the cost of missing opportunities to make money at a job.,1.0743731,-0.9568205,0,0
175, College education is worth it,College stress can lead to health problems and other negative consequences.,2.8501964,-2.9519997000000004,0,0
176, College education is worth it,College degrees do not guarantee learning or job preparation.,0.76024246,-0.67198026,0,0
177, College education is worth it,Acquiring a degree does not guarantee you a job.,0.22295189,-0.22425723,0,0
178, College education is worth it,We must retain a respect for academia,-0.69355905,0.82998604,1,1
179, College education is worth it,University education gives people something to aim for,-2.0924356,2.7209775,1,1
180, College education is worth it,Universities don’t have unlimited places available,0.10363752,-0.06597280000000001,0,0
181,Socialism is Dead,Socialism was a twentieth century ideology which ran its course and ran out of steam when it became clear that Capitalism worked better,-0.7348829000000001,0.8574568000000001,1,1
182,Socialism is Dead,Capitalism replaced Socialism because it's the better system.,-1.2943065,1.6389567999999999,1,1
183,Socialism is Dead,"Socialism died out, making way for Capitalism.",-1.7896296999999999,2.3465889,1,1
188,Socialism is Dead,Even the leaders of the Left have given up on Socialism as a creed and have now accepted the vast majority of modern Capitalist principles,-1.624423,2.1318973999999997,1,1
189,Socialism is Dead,Socialism is no longer seen as a viable option and even the Left has accepted that Capitalism is a better system.,-0.0039418414,0.09547477,1,1
190,Socialism is Dead,Capitalist principles are now being seen as a better option than Socialism even by the leaders of the Left. ,-0.9640612,1.1771014,1,1
191,Socialism is Dead,even left side leaders have accepted capitalism pirnciples and have given up on socialism as a creed,-1.4427044,1.8809263999999999,1,1
192,Socialism is Dead,Even the left fielders are now accepting capitalist principles over socialism in term of real way of life,-1.2871114,1.6346034999999999,1,1
194,Socialism is Dead,Incentive in form of profit benefits society as a whole,-1.2224183000000002,1.504159,1,1
195,Socialism is Dead,Socialism is a more secure system than the free market in Capitalism,0.8593408000000001,-0.76867276,0,0
197,Socialism is Dead,Capitalism is less secure than socialist systems. ,0.5403553000000001,-0.46034542,0,0
198,Governments Should Pay Compensation For Terrorist Atrocities Carried Out By Their Citizens,Set up an international fund to pay compensation ,-0.73759985,0.83160007,1,1
199,Governments Should Pay Compensation For Terrorist Atrocities Carried Out By Their Citizens,Governments in countries where terrorism is prevalent should allocate tax dollars to a pool to compensate nations that have been victims.,-0.7940706999999999,0.9258673000000001,1,1
200,Governments Should Pay Compensation For Terrorist Atrocities Carried Out By Their Citizens,The UN should allocate a fund to compensate nations that have been victims of terrorism.,-1.9166603,2.593469,1,1
201,There is life after death,Life after death is strongly stated in the bible.,-1.2753351000000002,1.6101866000000002,1,1
202,There is life after death,The bible states that there is life after death.,-0.89494985,1.0939264,1,1
203,There is life after death,There is with certainty a Heaven and Hell.,-1.354918,1.6710488999999997,1,1
204,There is life after death,There is a Heaven and there is a Hell.,-0.7242138000000001,0.8366019,1,1
206,There is life after death,My strong belief is that Heaven and Hell exist.,-0.8548244,1.006607,1,1
207,There is life after death,There definitely exists a Heaven and Hell.,-0.04231146,0.028619664,1,1
208,College football should replace the bowl championship series (BCS),The proposed playoff system alternatives are actually less fair than the BCS system in place.,2.2521386000000003,-2.2653708,0,0
211,All drugs should be decriminalised,"In addition to our first argument: There is no legal bar on the purchase of alcoholic drink and cigarettes, though both are often addictive ",-0.65751165,0.6813060999999999,1,1
212,All drugs should be decriminalised,Why is it legitimate for the government to ban drugs,-1.8027176,2.4198952,1,1
213,All drugs should be decriminalised,In addition to our fourth argument: Decriminilisation of drugs will diminish organised crime ,-2.0033083,2.6622326000000003,1,1
214,All drugs should be decriminalised, Decriminilisation of drugs will diminish organised crime ,-1.9532517,2.6464744,1,1
215,All drugs should be decriminalised,In addition to our third argument:  Individuals should be free to do whatever they like with themselves as long as this harms no one else,-1.5902058000000001,2.1176784,1,1
216,All drugs should be decriminalised,Individuals should be free to do whatever they like with themselves as long as this harms no one else,-1.6861991000000003,2.2489424,1,1
218,Pensions should be privatised,senior citizens should not and cannot be exposed to such naked risk on moral grounds,1.6190231000000002,-1.5018348,0,0
219,Pensions should be privatised,Private Enterprise is more suited to long-term planning and sustainability,-1.8471123999999999,2.4605446,1,1
220,Pensions should be privatised,Private Enterprise demonstrates a greater capacity for dealing with long term planning and viable continuity over time.,-2.016213,2.6349652000000003,1,1
221,Pensions should be privatised,Private Business is more inclined towards future planning and sustainability.,-1.8433883999999998,2.4487305,1,1
223,Pensions should be privatised,Government is fundamentally unsuited to running pension schemes.,-0.6950933000000001,0.75657606,1,1
225,You have nothing to worry about surveillance if you have done nothing wrong,No one will ever actually look at the information,-0.3387804,0.38703978,1,1
229,You have nothing to worry about surveillance if you have done nothing wrong,There are safeguards to prevent misuse,-0.9219459000000001,1.0902872,1,1
235,You have nothing to worry about surveillance if you have done nothing wrong,People will lose their privacy.,0.64872515,-0.5247175000000001,0,0
236,You have nothing to worry about surveillance if you have done nothing wrong,Privacy will go away.,0.056640662,0.05099049,0,0
237,You have nothing to worry about surveillance if you have done nothing wrong,information gathered used to fight terrorism,-0.42281549999999996,0.47619435,1,1
239,You have nothing to worry about surveillance if you have done nothing wrong,information gathered can be used to fight against radical terrorists. ,-0.729114,0.8451056,1,1
241,The use of animals as objects of sport and entertainment should be banned.,Blood sports cannot be justified by reference to their role in pest control or conservation,-0.35058865,0.32394654,1,1
242,The use of animals as objects of sport and entertainment should be banned.,Blood sports are not justified by their role in pest control or conservation.,-0.42592412,0.40428174,1,1
246,The use of animals as objects of sport and entertainment should be banned.,Treating animals as property prevents them from being perceived as part of the moral community,-1.3286742,1.7551387999999999,1,1
247,The use of animals as objects of sport and entertainment should be banned.,When animals are treated as property it prevents them from being perceieved as part of the moral community. ,-1.7790605,2.4050853,1,1
248,The use of animals as objects of sport and entertainment should be banned.,Animals are not percieved as part of the moral community when they are treated as property.,-0.42538303,0.39788657,1,1
249,The use of animals as objects of sport and entertainment should be banned.,Objectifying animals enables people to absolve themselves from their moral treatment.,-1.2057269,1.620176,1,1
251,The use of animals as objects of sport and entertainment should be banned.,"Animals are harmed when used as objects of entertainment, no matter how innocent that entertainment is",-1.4194895,1.7844167000000002,1,1
252,The use of animals as objects of sport and entertainment should be banned.,All uses of animals for entertainment harm the animals.,-1.8476026,2.4804267999999996,1,1
253,The use of animals as objects of sport and entertainment should be banned.,Even the most innocent of entertainment using animals harms the animals.,-1.2836151000000002,1.6063291000000002,1,1
254,The use of animals as objects of sport and entertainment should be banned.,Animals as entertainment is always harmful to the animals,-0.94765663,1.1585789,1,1
256,The use of animals as objects of sport and entertainment should be banned.,The use of animals in sport demeans humans,-0.8584930000000001,1.0369489,1,1
257,The use of animals as objects of sport and entertainment should be banned.,Using animals in sport demeans humans. ,-0.9503893,1.1754548999999999,1,1
258,The use of animals as objects of sport and entertainment should be banned.,The use of animals in sport is demeaning to humans. ,-0.90468055,1.1418139999999999,1,1
259,The use of animals as objects of sport and entertainment should be banned.,"The devaluation of animals as an object of sport, devalues life including human life.",-0.7982978000000001,0.95346135,1,1
260,The use of animals as objects of sport and entertainment should be banned.,Humans ultimately devalue their own lives when using animals as objects of sport.,-0.9338799000000001,1.1922268999999999,1,1
263,The use of animals as objects of sport and entertainment should be banned.,We must ban bullfighting to keep humans from recklessly getting injured and even dying.,-1.1681898000000002,1.5002878000000002,1,1
264,The use of animals as objects of sport and entertainment should be banned.,Harming animals for entertainment is immoral,-0.77022386,0.8755685,1,1
265,The use of animals as objects of sport and entertainment should be banned.,It is not moral to hurt animals for entertainment,-1.1242827,1.3363292,1,1
266,The use of animals as objects of sport and entertainment should be banned.,Hurting animals for fun is immoral,-0.98352563,1.1978406000000001,1,1
267,The use of animals as objects of sport and entertainment should be banned.,Bullfighting is a form of animal torture,-0.9344028,1.1483756999999999,1,1
268,The use of animals as objects of sport and entertainment should be banned.,Bullfighting is animal torture,-1.1000632,1.3349316,1,1
269,The use of animals as objects of sport and entertainment should be banned.,One form of animal torture is bullfighting,-0.89839566,1.075725,1,1
270,The use of animals as objects of sport and entertainment should be banned.,Bullfighting should be treated like other forms of animal torture,-1.3950033000000002,1.8454967,1,1
271,"In Parliamentary Democracies, A Change Of Prime Minister Should Automatically Trigger A General Election.",It would create instability and logistical problems,2.922536,-3.0329642000000003,0,0
273,We must support the use of truth and reconciliation commissions,The reconciliation process provides access to justice in post conflict states,-2.061482,2.7044490000000003,1,1
274,We must support the use of truth and reconciliation commissions,Truth and reconciliation process paving way for justice,-2.029873,2.6835032,1,1
275,We must support the use of truth and reconciliation commissions,reconciliation helps with justice,-2.0561037,2.7247424,1,1
279,We must support the use of truth and reconciliation commissions,Truth and reconciliation are more important than retribution following violent and long term conflicts,-1.0918743999999998,1.3529866000000002,1,1
280,Puerto Rico should seek American statehood,Puerto Rico would benefit economically from statehood,-2.0541182,2.661561,1,1
281,Puerto Rico should seek American statehood,Statehood would be an economic benefit for Puerto Rico.,-2.0385240000000002,2.6541486,1,1
282,Puerto Rico should seek American statehood,Statehood would bring economic gains to Puerto Rico. ,-2.0138848,2.630228,1,1
283,Puerto Rico should seek American statehood,Statehood is economically beneficial.,-2.0677380000000003,2.6952138,1,1
284,Puerto Rico should seek American statehood,Puerto Rico would have a better economy  if it were a state.,-0.7701011999999999,0.9233235999999999,1,1
285,Puerto Rico should seek American statehood,Puerto Ricans deserve full political rights and citizenship,-2.0418935,2.669334,1,1
286,Puerto Rico should seek American statehood,Residents of Puerto Rico deserve the full political rights and citizenship of other Americans.,-2.0218549,2.6676830000000002,1,1
287,Puerto Rico should seek American statehood,Puerto Ricans should have political rights and citizenship status equal to other Americans.,-2.0559093999999996,2.6927722000000003,1,1
288,Puerto Rico should seek American statehood,Puerto Ricans should be US citizens.,-0.31962535,0.33263147,1,1
291,Puerto Rico should seek American statehood,Puerto Rican statehood is not economical for the US,1.3591645,-1.3450055,0,0
292,Puerto Rico should seek American statehood,Puerto Rican statehood will not benefit the US economically.,2.3533630000000003,-2.4238272000000003,0,0
293,Puerto Rico should seek American statehood,Making Puerto Rico a state is not a good economic decision for the US. ,1.9969747,-2.0282047,0,0
294,Puerto Rico should seek American statehood,Becoming a state would hurt the other 50 states.,2.9638247000000004,-3.1160335999999997,0,0
295,Puerto Rico should seek American statehood,It would be better for the US if Puerto Rico does not become a state. ,0.59113246,-0.4624888,0,0
300,There is a good case for stating that there is a God,Science can support the existance of God,-2.0245154,2.6655936000000002,1,1
301,There is a good case for stating that there is a God,According to Probability - a creator exists,-1.0567738000000002,1.3301034,1,1
302,There is a good case for stating that there is a God,God teaches forgiveness and love: an idea universally agreed upon as good.,-2.045123,2.6930134,1,1
304,The law on self defence should cover ‘grossly disproportionate’ actions,We should not allow state sponsored revenge,1.1704762,-1.0224118,0,0
305,The law on self defence should cover ‘grossly disproportionate’ actions,There is already enough leeway in the law of self defence.,0.20910424,-0.17617188,0,0
306,The law on self defence should cover ‘grossly disproportionate’ actions,The cases of burglars needs to be dealt with,-1.9354503,2.642465,1,1
307,The law on self defence should cover ‘grossly disproportionate’ actions,We should be able to protect our homes from intruders,-1.962325,2.6662207,1,1
308,Animal testing should be banned.,"Animals can suffer like humans do, so it is speciesism to experiment on them while we refrain from experimenting on humans.",-0.90990937,1.1155313999999998,1,1
309,Animal testing should be banned.,"While both people and animals both suffer, most animals suffer more than people do.",-0.80288756,0.8990531999999999,1,1
310,Animal testing should be banned.,Most animals can suffer more than some people,-1.0899803999999997,1.3652031,1,1
311,Animal testing should be banned.,"People can suffer, but most animals can suffer more. ",-1.3425455,1.7452011000000003,1,1
315,Animal testing should be banned.,"Animals do not have rights, therefore it is acceptable to experiment on them.",0.2299777,-0.20452863,0,0
317,Animal testing should be banned.,Animals don't have rights.,1.4288721000000002,-1.338242,0,0
318,Animal testing should be banned.,Harming animals is a bad thing.,-1.6042105,2.066621,1,1
319,Animal testing should be banned.,Animals shouldn't be put through harmful situations.,-1.3129927,1.6370281,1,1
320,Animal testing should be banned.,Animals are severely harmed by research done on them.,-0.9204129000000001,1.1233658000000002,1,1
321,Animal testing should be banned.,"When research is done on animals, it causes them severe harm.",-1.7707970000000002,2.2964048,1,1
322,Animal testing should be banned.,Animals shouldn’t be harmed,-1.230628,1.518948,1,1
323,Animal testing should be banned.,Animal research causes severe harm to the animals involved,-1.8697423999999998,2.4179916,1,1
328,Animal testing should be banned.,"Sometimes we have no other choices for Animal research, but then to do some animal testing. ",0.49626440000000005,-0.48050094,0,0
331,Animal testing should be banned.,"Without animal research, we would have fewer products",0.5118824000000001,-0.4133396,0,0
333,Animal testing should be banned.,There are no satisfactory alternatives to animal research,1.0586289,-0.94513476,0,0
334,Animal testing should be banned.,Animal testing is cruel and inhumane.,-0.6984498,0.81736004,1,1
339,Animal testing should be banned.,Alternative testing methods now exist that can replace the need for animals. ,-0.5968597,0.71786845,1,1
344,Animal testing should be banned.,"Religious traditions tell us to be merciful to animals, so we should not cause them suffering by experimenting on them.",-0.85269785,0.9566360999999999,1,1
346,Animal testing should be banned.,Animals are the only choice for testing. ,0.6151897,-0.45037895,0,0
351,Animal testing should be banned.,95% of animals used in experiments are not protected by the Animal Welfare Act.,-0.4013426,0.38304132,1,1
352,Animal testing should be banned.,many companies get accurate results without testing on animals,-0.22847185,0.34397984,1,1
354,Animal testing should be banned.,Animal experiments retard medical progress due to providing misleading results,-0.7050569999999999,0.8104399,1,1
356,Instant Replay Should Be Used in Major League Baseball,Many plays don’t lend themselves to video review,1.3965993,-1.2941537,0,0
357,Instant Replay Should Be Used in Major League Baseball,video cannot catch all plays at a game,1.5137007,-1.3511543,0,0
