undermine_score,support_score,predict_label,gold
-0.22441667,0.18582073,1,0
-0.8749945,0.8128115,1,0
-1.2789644,0.91910446,1,0
-0.49785858,0.06494344,1,0
-1.4332311,1.2282546,1,0
-0.7328315,0.5881603,1,0
-1.8273329,1.5145259,1,0
-0.24483892,0.13852832,1,0
-1.490972,1.1483564,1,0
-0.94474,0.84741104,1,0
-0.928662,0.5524202,1,0
1.1126574,-1.075632,0,0
-1.0171679,0.8453901,1,0
-0.41018295,0.08723736,1,0
-0.16936961,0.11547729,1,0
0.90856797,-1.0755155,0,0
-0.3131614,0.26669914,1,0
-3.2802248,2.842294,1,0
2.9673564,-3.1692245,0,0
-3.3783588,2.9639773,1,0
-3.011199,2.6708047,1,0
-0.72372437,0.60286003,1,0
2.9673564,-3.1692245,0,0
-1.3855965,1.1065276,1,0
-0.50376356,0.41908407,1,0
0.99516654,-0.95926315,0,0
-0.057925254,-0.047115978,1,0
0.51202404,-0.60819757,0,0
1.3967979,-1.5890476,0,0
-0.9367569,0.7518187,1,0
-2.4980965,2.2566144,1,0
1.6813107,-1.892595,0,0
0.7434754,-0.86570305,0,0
-1.4740454,1.248374,1,0
-2.1591258,1.6725395,1,0
-3.7509315,3.5229592,1,0
-2.614151,2.2469766,1,0
-3.493225,3.3063462,1,0
-3.4790454,3.140593,1,0
0.8772289,-1.0471475,0,0
-1.195511,1.0087769,1,0
-2.8388324,2.5905743,1,0
-3.8012838,3.5953329,1,0
0.57777166,-0.7044212,0,0
2.0422888,-2.109137,0,0
2.4506717,-2.7097168,0,0
2.2103472,-2.2408698,0,0
-2.7732532,2.3114855,1,0
-3.6154017,3.2640944,1,0
0.61721903,-0.7217606,0,0
-2.5819716,2.3345153,1,0
-2.1615443,1.8933278,1,0
1.7657039,-1.9407154,0,0
-3.802798,3.5236888,1,0
-1.4639256,0.9891106,1,0
-0.90955967,0.75036323,1,0
-3.2647624,3.1935167,1,0
-3.705056,3.4953578,1,0
-2.1392176,1.5584986,1,0
1.522123,-1.6235695,0,0
-3.0299826,2.7852964,1,0
-1.8347762,1.6806617,1,0
-0.10605366,0.10287047,1,0
-3.560492,3.0852299,1,0
0.70824724,-0.7666463,0,0
0.06595176,-0.13878307,0,0
-3.2670271,2.7831252,1,0
-3.6696928,3.3870935,1,0
-2.9124303,2.8653018,1,0
-2.7669594,2.1349816,1,0
-3.629758,3.3648405,1,0
2.3206372,-2.4149942,0,0
-3.5081105,3.272667,1,0
0.90266997,-1.1003006,0,0
-2.151991,1.9541757,1,0
1.6748981,-1.7285483,0,0
2.5075893,-2.7461088,0,0
2.9548798,-3.1912725,0,0
0.82502955,-0.83205813,0,0
2.1622694,-2.2835612,0,0
3.1235754,-3.2433083,0,0
3.329484,-3.378346,0,0
1.80124,-1.8145198,0,0
2.22363,-2.230083,0,0
2.8654075,-3.011652,0,0
0.3192161,-0.39675456,0,0
3.257131,-3.4452286,0,0
3.3679457,-3.5133247,0,0
2.766718,-2.956968,0,0
1.740088,-1.7630162,0,0
3.2282264,-3.2471588,0,0
-0.5456871,0.50506526,1,0
-0.9248617,0.5945168,1,0
-2.3796177,1.8194854,1,0
1.4940832,-1.6052537,0,0
1.7402272,-1.8888725,0,0
2.4174452,-2.4219809,0,0
-0.7071201,0.6501892,1,0
1.5276415,-1.5589248,0,0
-0.0166511,-0.03940365,0,0
-3.0292034,2.7597585,1,0
2.2067554,-2.2655263,0,0
-2.8406215,2.45482,1,0
-2.275018,2.019738,1,0
-0.18376663,-0.03002267,1,0
-3.3919973,3.0963235,1,0
-1.5311925,0.97913295,1,0
-2.1761656,1.6946785,1,0
-3.252915,2.945499,1,0
0.6660993,-1.0740027,0,0
-3.1132941,2.796738,1,0
-3.2946107,2.7808318,1,0
1.4662572,-1.4963126,0,0
-2.8417544,2.3248284,1,0
-2.8958979,2.4075308,1,0
2.1082153,-2.106129,0,0
1.7075732,-1.8216858,0,0
-3.50677,3.1271977,1,0
2.092864,-2.190792,0,0
-0.29628056,-0.004986781,1,0
-1.3791897,0.9857864,1,0
-1.6923931,1.5873988,1,0
-0.61456865,0.42984685,1,0
2.2356167,-2.2843337,0,0
0.53299296,-0.66600156,0,0
-0.63620836,0.23696873,1,0
1.0309137,-1.0528772,0,0
-0.942983,0.60208446,1,0
-2.1194925,1.6577084,1,0
-3.0678668,2.5832548,1,0
-3.3043938,2.8742416,1,0
-1.8612474,1.7237139,1,0
-0.6254487,0.4390403,1,0
0.4773298,-0.5325601,0,0
-1.435995,1.0214236,1,0
-1.4730321,1.3867837,1,0
1.6489544,-1.8963791,0,0
-3.0044546,2.4679098,1,0
-0.20659792,-0.13849895,1,0
2.2826076,-2.3612502,0,0
-0.9683456,0.6001174,1,0
-2.227262,1.7972262,1,0
1.2020607,-1.4050028,0,0
1.4486079,-1.6142329,0,0
1.6352152,-1.846787,0,0
-3.1169364,2.6706085,1,0
0.9227927,-1.1849526,0,0
-1.0306575,0.5394084,1,0
-0.026861018,-0.28573984,0,0
-1.6654657,1.1647213,1,0
-0.59581596,0.0989994,1,0
0.13589899,-0.4528002,0,0
-0.78531563,0.35842055,1,0
-2.803185,2.314982,1,0
0.48688865,-0.7009722,0,0
-3.0150754,2.4336658,1,0
0.25658277,-0.33111933,0,0
-3.4549592,3.025303,1,0
-3.2866323,2.8442988,1,0
-3.1986732,2.863319,1,0
-0.0050675035,-0.14087537,0,0
-2.1017547,1.6358262,1,0
-0.9700727,0.5813762,1,0
-0.83869976,0.7168272,1,0
2.9333773,-3.0069811,0,0
-2.9938488,2.5487099,1,0
-2.9155493,2.4269257,1,0
-2.7918847,2.5150394,1,0
2.2427669,-2.368472,0,0
-1.6856307,1.4160291,1,0
-1.8625859,1.9686553,1,0
3.02463,-3.2326767,0,0
-1.7721814,1.4953232,1,0
-2.4712656,2.2047257,1,0
-2.5019805,2.2077703,1,0
-0.022903701,-0.025492344,0,0
-0.23979436,0.19683322,1,0
-2.3976872,2.0734277,1,0
-3.2972357,2.928668,1,0
2.0681472,-2.053599,0,0
2.3486702,-2.2778378,0,0
1.8707707,-1.9238377,0,0
1.0559715,-1.1420593,0,0
0.9631429,-0.9684127,0,0
2.3792377,-2.3646772,0,0
2.8581572,-2.823576,0,0
1.6494839,-1.5892458,0,0
-0.62304634,0.36208677,1,0
0.99828976,-1.0415218,0,0
2.8726068,-2.9388356,0,0
2.225491,-2.2512414,0,0
-2.6788583,2.2335289,1,0
-1.1839373,0.9305391,1,0
-1.931999,1.5995793,1,0
0.8210568,-0.9053073,0,0
2.9106965,-3.062636,0,0
-0.059343137,-0.008559693,1,0
2.077106,-2.0427203,0,0
2.0707622,-1.9916136,0,0
-1.6651931,1.5023191,1,0
0.6532094,-0.7078365,0,0
1.6009028,-1.7327219,0,0
0.69266325,-0.8839138,0,0
-3.51979,3.1045988,1,0
0.18669364,-0.3667189,0,0
-3.5303745,3.03541,1,0
0.23389885,-0.5040101,0,0
-2.789857,2.2360537,1,0
-2.4986272,2.0476017,1,0
0.29597932,-0.5007052,0,0
-2.9200034,2.396996,1,0
1.5442718,-1.6182235,0,0
1.786216,-1.9282432,0,0
2.682415,-2.9265914,0,0
-0.33286312,0.036657106,1,0
-3.3837888,3.0761378,1,0
-2.7757847,2.2153971,1,0
-3.629954,3.406467,1,0
-3.0939684,2.7894273,1,0
1.220313,-1.3818014,0,0
-3.2922819,3.0142083,1,0
1.1321359,-1.279704,0,0
1.3251288,-1.4281508,0,0
2.0635157,-2.1698794,0,0
-2.6383433,2.3096857,1,0
-3.0973082,2.740954,1,0
-2.4175491,1.9672842,1,0
2.829506,-2.936449,0,0
-1.2471547,0.95104957,1,0
-3.700829,3.6992493,1,0
2.6810818,-2.8772597,0,0
2.2552686,-2.6102402,0,0
-3.4310656,3.2667177,1,0
-1.900182,1.4284565,1,0
2.4233344,-2.474258,0,0
0.5817821,-0.73104036,0,0
2.1308985,-2.2225819,0,0
0.5692953,-0.5179483,0,0
1.5031639,-1.6451693,0,0
-3.0745769,2.6095855,1,0
3.104268,-3.2346003,0,0
0.8933757,-1.005964,0,0
0.6280827,-0.7822798,0,0
1.5048323,-1.5805128,0,0
0.53430307,-0.5432733,0,0
-2.774191,2.20219,1,0
-1.2513427,0.8070342,1,0
-3.3632789,3.0928364,1,0
-3.2119722,2.932973,1,0
1.3911854,-1.4434924,0,0
-3.1381025,2.822345,1,0
0.35126925,-0.47277302,0,0
-0.1567422,0.051686984,1,0
-0.19964142,0.022637527,1,0
0.48945153,-0.63508326,0,0
0.2523572,-0.30058846,0,0
2.622158,-2.6680694,0,0
2.0545132,-2.1382358,0,0
1.811539,-1.8555918,0,0
0.34959912,-0.41266447,0,0
-2.7859397,2.36346,1,0
1.8228079,-1.8356375,0,0
-0.061156534,-0.072472334,0,0
0.6138587,-0.73242295,0,0
-0.6764088,0.5956948,1,0
-3.1173024,2.73456,1,0
-0.6764088,0.5956948,1,0
0.25842047,-0.4401304,0,0
-1.1342204,0.94253516,1,0
0.74963075,-0.7745108,0,0
2.616097,-2.6515968,0,0
-0.58439815,0.3568685,1,0
-2.9581606,2.4175339,1,0
-2.9674852,2.407183,1,0
-2.3459306,1.9417348,1,0
0.46370643,-0.666527,0,0
2.8143585,-2.8164988,0,0
2.2632098,-2.316625,0,0
1.2386905,-1.3772876,0,0
-1.9670403,1.6434791,1,0
-1.8264563,1.5090911,1,0
3.3690345,-3.4182668,0,0
-0.76181847,0.7318364,1,0
2.6921878,-2.7108097,0,0
0.2904205,-0.4426746,0,0
0.8645886,-1.0274545,0,0
-2.2305913,1.8164113,1,0
-0.9844081,0.89542663,1,0
-0.4465746,0.20025012,1,0
-3.5292997,3.2308497,1,0
-3.0415,2.640298,1,0
-0.9138263,0.4682294,1,0
-0.861847,0.43834436,1,0
-0.14515044,-0.080177136,1,0
0.043497875,-0.10372222,0,0
1.3160185,-1.4383442,0,0
-0.6696403,0.4705538,1,0
2.5496345,-2.7102075,0,0
-2.0696635,1.7724948,1,0
-0.8235269,0.6606502,1,0
1.5122595,-1.6795163,0,0
-3.2302363,2.839456,1,0
1.8699108,-2.0022664,0,0
-2.8499641,2.4227128,1,0
-3.7469862,3.4883513,1,0
-1.6138401,1.1390173,1,0
-0.036158346,-0.28005207,0,0
2.280273,-2.5310102,0,0
-2.9992213,2.439283,1,0
-3.5477118,3.1426373,1,0
-2.7808146,2.5763373,1,0
-3.5646458,3.2308683,1,0
-2.7686944,2.7724028,1,0
2.244504,-2.3351672,0,0
-3.5171268,3.1056104,1,0
-3.3378665,2.9414573,1,0
-2.8524184,2.3562524,1,0
-3.1793714,2.8741412,1,0
2.4069214,-2.3419256,0,0
-0.027944703,0.07449152,1,0
3.1056898,-3.0512013,0,0
2.3581991,-2.3419485,0,0
0.21215318,-0.24099258,0,0
-0.90843546,0.5251585,1,0
-0.8094536,0.2018574,1,0
-1.1044875,0.8642075,1,0
-0.4815946,0.23545018,1,0
-1.9145366,1.4853964,1,0
-0.44275805,0.14470136,1,0
0.83104795,-0.95721394,0,0
2.462347,-2.3888483,0,0
1.812175,-1.9455941,0,0
-1.0281734,0.7804303,1,0
1.4370968,-1.4572927,0,0
1.6126972,-1.6698594,0,0
0.61280274,-0.75415426,0,0
-2.961475,2.5665338,1,0
-3.1138792,2.7498226,1,0
-2.4532743,2.19945,1,0
1.5277102,-1.6743422,0,0
1.2235942,-1.3644812,0,0
-2.7682204,2.5000248,1,0
-0.5006761,0.5428141,1,0
-0.3113876,0.23749824,1,0
3.0423422,-3.2137823,0,0
-0.5053795,0.4462446,1,0
2.9565732,-3.0242453,0,0
3.249635,-3.42272,0,0
3.1131232,-3.2879848,0,0
1.9674695,-2.0688562,0,0
3.088221,-3.203683,0,0
-2.7955136,2.4014533,1,0
-2.7903895,2.2927327,1,0
-2.896287,2.4903362,1,0
1.0005931,-1.2273626,0,0
-1.9695225,1.7138944,1,0
-2.0186813,1.535576,1,0
-2.7662058,2.3733282,1,0
-3.6373396,3.393732,1,0
2.779705,-2.6951108,0,0
2.395309,-2.3186476,0,0
1.9073933,-1.8404269,0,0
0.5206043,-0.91811544,0,0
2.4182315,-2.4191775,0,0
1.3337481,-1.429625,0,0
3.3786569,-3.5360699,0,0
-0.80727124,0.5452475,1,0
-0.70696616,0.72970074,1,0
2.4374113,-2.5457554,0,0
-1.8560704,1.6847588,1,0
-1.4710691,1.1715691,1,0
2.2352996,-2.384647,0,0
-1.6293703,1.5905321,1,0
-3.3728237,2.8709378,1,0
-0.5237966,0.47492588,1,0
-0.6687525,0.6236635,1,0
-3.7662735,3.452405,1,0
2.8043694,-2.973156,0,0
0.7289446,-0.93694,0,0
-1.1296754,0.7490609,1,0
-2.9608383,2.6428936,1,0
2.891245,-3.0492177,0,0
0.5934931,-0.6825609,0,0
0.34597513,-0.411829,0,0
-2.0236883,1.694459,1,0
-2.3266487,1.8364748,1,0
0.023713613,-0.25326234,0,0
-2.2170367,1.8130541,1,0
-1.9108984,1.5439988,1,0
-0.2032091,0.15744439,1,0
