,claims,perpectives,undermine_score,support_score,predict_label,gold_label
193,Socialism is Dead,Globalisation has made socialism impractical to implement,0.71259457,-0.67752016,0,1
196,Socialism is Dead,Socialism outranks capitalism in security.,-0.6521988000000001,0.7046226,1,0
205,There is life after death,yes there is a heaven and a hell,0.41386480000000003,-0.26475108,0,1
209,College football should replace the bowl championship series (BCS),The BCS rankings are designed to favor consistency over the course of the entire season.,-1.2682765,1.5970982,1,0
210,College football should replace the bowl championship series (BCS),"A playoff system would not mean the end of the BCS rankings, which could still be used to determine the top 4, 8, 12, or 16 teams, depending on how many playoff games are feasible.",2.3844779,-2.4012666,0,1
217,Pensions should be privatised,Government pension schemes are not a viable or sustainable option.,2.3059227000000004,-2.340664,0,1
222,Pensions should be privatised,State involvement in pensions is deleterious to both pensioners and the state.,2.5746990000000003,-2.598888,0,1
224,Pensions should be privatised,Historical evidence has shown that privatisation has been unsuccessful,-1.0129348,1.2108707,1,0
226,You have nothing to worry about surveillance if you have done nothing wrong,Lack of trust,-0.66021043,0.6978005,1,0
227,You have nothing to worry about surveillance if you have done nothing wrong,There is no trust,-0.05786787,0.06656344,1,0
228,You have nothing to worry about surveillance if you have done nothing wrong,Trust is missing.,-0.67920315,0.7251935,1,0
230,You have nothing to worry about surveillance if you have done nothing wrong,The use of meta data causes unintentional harm,-0.6101001,0.6797308000000001,1,0
231,You have nothing to worry about surveillance if you have done nothing wrong,Abuse of information and power by intelligence agencies,-0.7492433000000001,0.80777717,1,0
232,You have nothing to worry about surveillance if you have done nothing wrong,Agencies use surveillance to abuse their power.,-0.8948011,1.0428584,1,0
233,You have nothing to worry about surveillance if you have done nothing wrong,Power trips can be had by agencies.,-0.9495358,1.1076958000000001,1,0
234,You have nothing to worry about surveillance if you have done nothing wrong,Loss of Privacy,-0.6655724000000001,0.71944904,1,0
238,You have nothing to worry about surveillance if you have done nothing wrong,information gathered  can be used to fight terrorism .,0.2776289,-0.06114421,0,1
240,The use of animals as objects of sport and entertainment should be banned.,Fighting bulls have a better quality of life than meat-producing bulls,-0.4071474,0.43231696,1,0
243,The use of animals as objects of sport and entertainment should be banned.,The need for pest control or conservation does not justify blood sports. ,0.24078965,-0.23051378,0,1
244,The use of animals as objects of sport and entertainment should be banned.,Pest control or conservation arguments does not rationalize our use of animals as objects in blood sports.,1.680178,-1.6031051,0,1
245,The use of animals as objects of sport and entertainment should be banned.,The use of animals as objects in blood sports cannot be justified by the week argument that it provides benefit through pest control or conservation.,-0.0054644197,-0.030893207000000002,0,1
250,The use of animals as objects of sport and entertainment should be banned.,Animals should not be treated as objects or property as doing so allows them to be treated amorally.,0.1043455,-0.043657972999999996,0,1
255,The use of animals as objects of sport and entertainment should be banned.,It is not possible to harmlessly have animals as entertainment,0.11735766,-0.12004616,0,1
261,The use of animals as objects of sport and entertainment should be banned.,Bullfighting is too dangerous to humans to justify,2.527791,-2.5753790000000003,0,1
262,The use of animals as objects of sport and entertainment should be banned.,Bullfighting is dangerous for humans and should be banned.,0.23007792,-0.19822963,0,1
272,"In Parliamentary Democracies, A Change Of Prime Minister Should Automatically Trigger A General Election.",The concept overestimates the role of the Prime Minister,-0.59368104,0.637079,1,0
276,We must support the use of truth and reconciliation commissions,Reconciliation can be used to conceal political corruption and patrimony,-1.9042861,2.5838313,1,0
277,We must support the use of truth and reconciliation commissions,reconciliation can be used for political corruption,-1.6158485,2.1424894,1,0
278,We must support the use of truth and reconciliation commissions,reconciliation can help to conceal corruption,-2.0466492,2.7433348,1,0
289,Puerto Rico should seek American statehood,Peurto Rico should be an American state.,0.14896789,-0.079752505,0,1
290,Puerto Rico should seek American statehood,English is not a problem for Puerto Rican statehood,1.050832,-0.9420096,0,1
296,There is a good case for stating that there is a God,'God' is merely a concept designed to promote a set of values,-0.67954874,0.7977272,1,0
297,There is a good case for stating that there is a God,People think that a benevolent God cannot exist because bad things happen...,-0.5659281,0.6002542,1,0
298,There is a good case for stating that there is a God,"If there is a god, its the sun.",-0.6541157,0.75218725,1,0
299,There is a good case for stating that there is a God,Life is ridiculous without a God.  Belief in God is the only sane thing we discuss.,0.2646441,-0.21801014,0,1
303,There is a good case for stating that there is a God,God is a concept dreamed up by optimistic people.,-1.359326,1.8025748,1,0
312,Animal testing should be banned.,"Animal researchers treat animals humanely, both for the animals' sake and to ensure reliable test results.",-0.353709,0.3804602,1,0
313,Animal testing should be banned.,Animals are treated well during animal testing. ,-0.8141651,0.99373585,1,0
314,Animal testing should be banned.,Research animals are well treated ,-1.0994538999999999,1.3632245,1,0
316,Animal testing should be banned.,Animals don’t have human rights,-0.092059396,0.06924394,1,0
324,Animal testing should be banned.,Testing is needed for really new drugs,-1.6957296000000002,2.2160382000000003,1,0
325,Animal testing should be banned.,We need to be able to test drugs on animals.  ,-1.2756041,1.6409515,1,0
326,Animal testing should be banned.,Animal research is only used when it’s needed,-0.40462494,0.4754227,1,0
327,Animal testing should be banned.,We try to only use animal testing when it is needed.  ,-0.94298947,1.1727633,1,0
329,Animal testing should be banned.,Animal research ensures greater safety for humans,-0.41117013,0.42138302,1,0
330,Animal testing should be banned.,Animal testing has contributed to many life-saving cures and treatments.,-0.44928149999999994,0.5585175,1,0
332,Animal testing should be banned.,Animal research has played a vital role in a great many of the major medical advances of the last century,-0.53668535,0.6433935000000001,1,0
335,Animal testing should be banned.,Drugs that pass animal tests are not necessarily safe.,1.0226209000000002,-0.96508753,0,1
336,Animal testing should be banned.,Animals themselves benefit from the results of animal testing.,-0.7511102,0.901374,1,0
337,Animal testing should be banned.,Most animals that are used in scientific testing have better lives. ,-0.75120634,0.9109261999999999,1,0
338,Animal testing should be banned.,Religious traditions allow for human dominion over animals.,-0.6892894,0.77263296,1,0
340,Animal testing should be banned.,"Number 2 is a lie, there ARE alternatives to animal testing! Other companies use them, and animal testing doesnt prove anything, because although close, they arent people.",0.3569449,-0.24146381,0,1
341,Animal testing should be banned.,Animal tests may mislead researchers into ignoring potential cures and treatments.,2.6240678,-2.7169054,0,1
342,Animal testing should be banned.,Animal tests do not reliably predict results in human beings.,0.77175885,-0.6760495,0,1
343,Animal testing should be banned.,Animal tests are more expensive than alternative methods and are a waste of government research dollars.,0.52589095,-0.30770248,0,1
345,Animal testing should be banned.,Animals often make better research subjects than human beings because of their shorter life cycles.,-0.6053189,0.6667109999999999,1,0
347,Animal testing should be banned.,Animals are appropriate research subjects because they are similar to human beings in many ways. ,-0.15387449,0.20837313,1,0
348,Animal testing should be banned.,Some cosmetics and health care products must be tested on animals to ensure their safety.,-0.27020082,0.2617936,1,0
349,Animal testing should be banned.,Medical breakthroughs involving animal research may still have been made without the use of animals.,0.55830604,-0.48568374,0,1
350,Animal testing should be banned.,Medical breakthroughs can be achieved without doing any scientific or commercial experiment on animals ,0.43422812,-0.3757499,0,1
353,Animal testing should be banned.,Animal testing dosen't ensure good results,0.90864396,-0.8205769,0,1
355,Animal testing should be banned.,animal experiments are not always accurate,0.77218103,-0.6731441999999999,0,1
372,Instant Replay Should Be Used in Major League Baseball,Instant replay will take the human element out of baseball,-0.29752526,0.31052196,1,0
373,Instant Replay Should Be Used in Major League Baseball,Why even have an umpire if every play can be instantly replayed?,-0.8812665000000001,1.042306,1,0
374,Instant Replay Should Be Used in Major League Baseball,"It’s not possible to get every call right, so instant replay is a necessary supplement to umpires’ skill",0.17248473,-0.18433341,0,1
378,Instant Replay Should Be Used in Major League Baseball,Instant replay will make long MLB games even longer.,-0.7990096999999999,0.9361939,1,0
390,Kill One to Save Many,We cannot make any judgments about whose life is valuable and whose is not,-0.06628251,0.03508819,1,0
391,Kill One to Save Many,Killing is worse than letting someone die,-0.6095759,0.6575089,1,0
396,It is fine to kill one to save many,"It is unacceptable to live in a world where killing is ever justified, no matter how many lives it may save.",-0.35454047,0.3683027,1,0
400,It is fine to kill one to save many,The possibility for the universal recogonition that killing is wrong can be deduced by pure intuition.,-1.6839210999999998,2.2508216,1,0
404,Attorney-client privilege should be abolished,The principle behind attorney-client privilege is declining in relevance,0.52255505,-0.33279914,0,1
405,Attorney-client privilege should be abolished,Attorney client privilege need not be sacrosanct in all situations,0.10403671,0.038343173,0,1
406,Companies should provide alternative interview methods,Can't get a realistic impression of a person in such a short space of time.,0.31726336,-0.3337417,0,1
410,Africa is really rising,Majority of states are still undemocratic,-0.06322939,0.10685039999999998,1,0
415,Sanctions should be used to promote democracy,Sanctions do not harm the right people.,-0.9032848,1.0612489999999999,1,0
419,Those affected by climate change should get compensation,It is hard to apportion blame,-0.8973549000000001,1.1521626,1,0
423,It is a good idea to have a system of  participatory democracy,Participatory Democracy Facilitates the Misrepresentation of Issues ,0.025850243999999998,0.052737944,1,0
436,Transparency is necessary for security,"Without transparency, mistakes would be easier to come by and more difficult to correct.",1.7481446,-1.6154392,0,1
442,Transparency is necessary for security,Transparency can result in normalisation,-1.7745404999999999,2.402924,1,0
450,Animals should be kept in zoos,"Animal research may be valuable, but it does not need to happen in the context of confinement and human entertainment.",-0.54866475,0.5345287,1,0
452,Animals should be kept in zoos,Wild Animals Are Not Domesticated,-0.7015216,0.8289538000000001,1,0
460,Europe should be federal,Existing contributive inequalities within the Union would be amplified by a formal federal system,-1.7069603,2.2696316000000003,1,0
461,Europe should be federal,Formal federalism creates extra inequalities.,-1.6475816000000003,2.1659322,1,0
476,Parents should have the right to do background checks on those looking after their children,Would be very hard to maintain,-1.1461047,1.448072,1,0
483,Privacy Online is Important,The internet is a public space.,-1.4363899,1.8173482,1,0
484,Privacy Online is Important,Only Criminals benefit from internet Privacy,-1.8142806,2.366098,1,0
485,Privacy Online is Important,Internet privacy only helps criminals.,-0.588383,0.65112317,1,0
486,Privacy Online is Important,Only wrong-doers benefit from internet privacy.,-0.87184525,1.0919149,1,0
487,Privacy Online is Important,Online privacy only benefits those who commit crimes on the internet.,-0.7074939,0.7814415,1,0
488,Privacy Online is Important,Criminals will be the only group benefited by online privacy.,-1.6058263000000002,2.0936303,1,0
493,Privacy Online is Important,Users online would be unprotected from exploitation if it weren't for online privacy.,0.3564515,-0.2273178,0,1
501,Encourage fewer people to go to university,"The question of whether or not a college education is necessary for success is one that is debated, as many successful people are not college educated.",0.17428678,-0.06227222,0,1
504,Encourage fewer people to go to university,More and more college educated people are accepting jobs for which they do not need a college education. ,0.06609812,0.050771262000000004,0,1
508,Encourage fewer people to go to university,College graduates are more likely to have health insurance and retirement plans.,-0.043378234,0.14039108,1,0
509,Encourage fewer people to go to university,Those who graduate from college are more likely to have retirement plans and health insurance.,-0.52170944,0.5617025,1,0
510,Encourage fewer people to go to university,Graduating from college increases the likelihood of having health insurance and a retirement plan.,-0.37882036,0.38951123,1,0
513,Encourage fewer people to go to university,There are more students that are having their views and values shifted during college than in the past.,0.32081529999999997,-0.17627758,0,1
516,Encourage fewer people to go to university,Children are typically healthier and more studious when their parents have graduated  college.,-0.40922567,0.44440457,1,0
517,Encourage fewer people to go to university,More and more jobs require college degrees.,-0.6177965999999999,0.68828845,1,0
519,Encourage fewer people to go to university,More jobs only hire those with college degrees.,-0.07618907,0.13905227,1,0
520,Encourage fewer people to go to university,Too many students earning degrees has diluted the value of a bachelor's degree.,0.7585546,-0.52361083,0,1
521,Encourage fewer people to go to university,The value of a bachelor's degree has lessened.,0.29790443,-0.03090468,0,1
531,Encourage fewer people to go to university,Graduating from college can keep poverty at bay.,-0.6148831,0.67829275,1,0
532,Encourage fewer people to go to university,College graduates make more money.,-0.44669908,0.44480565,1,0
534,Encourage fewer people to go to university,College graduates do better financially.,-0.57440144,0.61568415,1,0
535,Encourage fewer people to go to university,People who graduate from college have more earning power.,-0.22683504,0.24306545,1,0
537,Encourage fewer people to go to university,Gaining a college education is money well spent. ,-0.12509495,0.17963281,1,0
540,Encourage fewer people to go to university,Learning will always pay off. ,-0.27837249999999997,0.30705956,1,0
550,Encourage fewer people to go to university,Learning a trade profession is a better option than college for many young adults.,0.11262344,0.00838162,0,1
558,Encourage fewer people to go to university,"The more college graduates in one geographical area, the more higher-paying employers will be found",-0.2433571,0.25154099999999996,1,0
573,We must enforce term limits on the legislative branch of government,Longer terms for Politicians could lead to unfairness in governing,2.9224916000000003,-3.0526942999999997,0,1
574,We must enforce term limits on the legislative branch of government,"If a single leader sits on the throne for too long, it's more likely for the leader to exploit his or her power. ",0.6670308,-0.57097304,0,1
577,We must enforce term limits on the legislative branch of government,"the longer someone is  in power, the more likely he will use it for personal advantage",0.76981664,-0.6078455,0,1
578,We must enforce term limits on the legislative branch of government,"as times went one, the more someone is in control of his power, the more likely he will succumb to use such power for personal advantage",1.2981731,-1.1225116000000002,0,1
582,We must enforce term limits on the legislative branch of government,Term limits should be voted on ,-1.5047993999999998,2.0128844,1,0
588,We must enforce term limits on the legislative branch of government,Term limits allows new blood in the office and prevents one leader from staying in power for too long.,2.0318768,-2.0677418999999997,0,1
594,We must enforce term limits on the legislative branch of government,The incentive for corruption and self-enrichment in office is increased by term limits:,-0.581994,0.762778,1,0
600,We must enforce term limits on the legislative branch of government,"A strong, consistent executive may be desirable in many cases.",-1.9303162,2.5800872000000004,1,0
601,We must enforce term limits on the legislative branch of government,"There are some circumstances when one would want a strong, consistent executive branch of government in place.",-1.4875688999999999,1.9598921999999999,1,0
603,We must enforce term limits on the legislative branch of government,It may at some point be desirable to keep around a certain executive longer than terms decide,-1.162633,1.4487883999999998,1,0
605,We must enforce term limits on the legislative branch of government,Freeing the executive from re-election concerns can help focus attention on the public interest,-1.6428502,2.2711756000000003,1,0
606,We must enforce term limits on the legislative branch of government,"The executive branch of government, having no countervailing voices to the leader s’ within it, must be checked by limiting tenancy in office.",1.1728841,-1.0649256999999999,0,1
607,We must enforce term limits on the legislative branch of government,"By imposing a term limit in office, we can limit the power of executive branch of government.",2.2756295,-2.315775,0,1
610,We must enforce term limits on the legislative branch of government,the executives brances with no opposing voices to the leaders must be imposed term limits,1.0823954,-0.9695864,0,1
611,Abolish the security council veto,"The veto power was granted legally to the P5 by the other participating states, and therefore the P5 have a right to those powers.",-1.7769866,2.3290637000000003,1,0
612,Abolish the security council veto,It is appropriate for the veto power to remain in place.,-1.9743203999999999,2.6233892000000005,1,0
623,Terrorism can be justified,Terrorism can lead to discussion,0.7121038000000001,-0.5691621,0,1
627,We should make new years resolutions,A goal for a whole year is unrealistic.,-1.0908158000000001,1.3420761,1,0
628,People should have a right to private education,Private schools encourage elitism,-1.7048324000000001,2.2793245,1,0
640,People should have a right to private education,Removing 'choice' will improve the overall standard of our schools.,-2.0930133,2.6814456,1,0
645,People should have a right to private education,Abolishing a good service on the basis that some cannot afford it is absurd,0.73516166,-0.7569159000000001,0,1
647,People should have a right to private education,It's ridiculous to abolish a good service based on inability to afford.,1.2723825,-1.2106597,0,1
652,People should have a right to private education,The goverment can't afford to take on more school children,0.36222997,-0.38922638,0,1
653,People should have a right to private education,More school children would be a hardship on the government.,2.921659,-3.1214461,0,1
662,Abolish the Superdelegate System for Democratic Party Conventions,Candidates solicitation of superdelegates damages the political system and requires candidates to go through contortions to secure their support,2.6977055,-2.7670484,0,1
666,The republican party has lost its way,Having won the economic argument during the Reagan years – both with Russia and the Democratic Party – the Republicans now address social concerns and do so with a consistent message.,-0.68670505,0.81048906,1,0
667,The republican party has lost its way,"The leadership of the Republican Party simply has nothing to do with its membership as a result no candidate has, or can, capture the imagination.",0.31545722,-0.17207482,0,1
669,permit the use of performance enhancing drugs in professional sports,"There is no distinction between ""natural"" and synthetic methods of performance enhancement",1.7214487,-1.6179986000000002,0,1
670,permit the use of performance enhancing drugs in professional sports,"Controlling, rather than ignoring, performance enhancing substances will improve competitive standards in sport",0.714214,-0.59601635,0,1
673,permit the use of performance enhancing drugs in professional sports,Taking more risks in training and competition would allow athletes the freedom to become the best competitors they can be.,1.0701431000000001,-0.9510133,0,1
688,Handguns must be banned in Washington D.C.,The majority of Americans support allowing the concealed carry of handguns.,-0.9442953000000002,1.1219431,1,0
689,Handguns must be banned in Washington D.C.,Many of the American adults are in favour of carrying concealed handguns,-1.3345388,1.6560127,1,0
690,Handguns must be banned in Washington D.C.,Carrying a concealed handgun could help stop a public shooting spree.,-0.6155575,0.7079818,1,0
691,Handguns must be banned in Washington D.C.,"In view of the continuous public shooting , carrying a concealed handgun by adults can stop such shooting spree",-0.83103406,0.99820554,1,0
692,Handguns must be banned in Washington D.C.,The occurrence of public shooting spree can be prevented by the usage of concealed handguns by adults,-1.8935796999999999,2.4809206,1,0
693,Handguns must be banned in Washington D.C.,Hand Guns Are Required For Self Defence.,-0.7504915,0.8923629000000001,1,0
697,Handguns must be banned in Washington D.C.,"Public safety should be left to professionally qualified police officers, not private citizens with little or no expert training.",0.803018,-0.7135736999999999,0,1
698,Handguns must be banned in Washington D.C.,"The safety of the public should be the responsibility of trained police officers, rather than private citizens with minimal training",0.16240692,-0.08293608,0,1
699,Handguns must be banned in Washington D.C.,"Only police officers, who have received professional qualifications, should protect the safety of the public, not private individuals who have not received such training",0.071918055,-0.06630356,0,1
703,Rupert Murdoch is not a fit person to run an international media corporation,There was a lack of transparency in News Corp,0.5687072,-0.45566148,0,1
704,Rupert Murdoch is not a fit person to run an international media corporation,News Corp's lack of transparency make it a suspect organization.,0.24011488,-0.19986956,0,1
709,Rupert Murdoch is not a fit person to run an international media corporation,Murdoch is effective at selling news,-0.5289273,0.55678266,1,0
710,Rupert Murdoch is not a fit person to run an international media corporation,"Murdoch is effective at selling news to the masses, sadly because of his lack of morals.",-0.46920925,0.49110124,1,0
711,Rupert Murdoch is not a fit person to run an international media corporation,Murdoch excels at sensational headlines making for effective sales.,-1.0122753,1.2457452,1,0
714,It is worth voting,Voice your opinions.,0.03854221,-0.022521317000000003,0,1
722,It is worth voting,Politicians don’t engage with issues that are important to me,-0.05174999,0.029102355,1,0
727,Civil liberties should be sacrificed for the greater good,The threat of terrorism and security risks are overstated.,-1.1807020000000001,1.5130463,1,0
731,Civil liberties should be sacrificed for the greater good,It would be letting the terrorists win,-0.29138407,0.28686264,1,0
732,Civil liberties should be sacrificed for the greater good,The terrorists would win in that case!,-0.7328129,0.8677832000000001,1,0
733,Civil liberties should be sacrificed for the greater good,That is an open invitation for the terrorists.,-0.66667783,0.8142738,1,0
738,Fighting should be allowed in hockey.,Fighting is a hockey tradition that exists in the official rules and as an unwritten code among players.,0.29626763,-0.22185389999999997,0,1
740,Fighting should be allowed in hockey.,Fighting in hockey glorifies violence.,-2.0177476000000003,2.6968312,1,0
741,Fighting should be allowed in hockey.,Fighting in hockey can promote violence,-0.7954565,1.0717971000000002,1,0
742,Fighting should be allowed in hockey.,Hockey fights can glorify violence,-2.063064,2.7075223999999998,1,0
743,Fighting should be allowed in hockey.,The great aspect of the game of hockey are overshadowed by the unnecessary brutality displayed during brawls.,-0.51877505,0.6144309,1,0
744,Fighting should be allowed in hockey.,An overemphasis is given to the violence that accompanies fighting in hockey.,-0.63666314,0.7971600000000001,1,0
751,Animals have rights.,Even if we did think that animals were less intelligent than humans beings they should be protected by rights,0.42497307,-0.3479538,0,1
754,Animals have rights.,Animals should be left in the wild,2.0461354,-1.9901733,0,1
755,The Internet must be censored,Censorship is fundamentally incompatible with the notion of free speech.,-0.5092125,0.58258355,1,0
756,The Internet must be censored,Internet Content must not be Censored because we are a country of free speech!,-0.4269516,0.42570204,1,0
757,The Internet must be censored,Internet censorship a violation of freedom of speech,-0.20649028,0.25451595,1,0
762,The Internet must be censored,Even sites that appeared innocent have had a devastating effect on society.,0.27168226,-0.32466707,0,1
763,The Internet must be censored,It is difficult to ascertain at a glance which websites are harmful.,0.16637808,-0.12977901,0,1
764,The Internet must be censored,The Internet is a free domain and cannot becontrolled by the government.,-0.6680967,0.7490518,1,0
765,The Internet must be censored,The government has no control over free domain and therefore cannot censor the internet.,-0.29640394,0.2847732,1,0
767,The Internet must be censored,Other forms of media are regulated and the internet is no different.,0.9802526,-0.7991538,0,1
768,The Internet must be censored,We must apply the same standards to internet regulation that we apply to all media.,0.7876005,-0.57176626,0,1
770,We support the New START Treaty,The New START treaty helps Russia more than the US,-0.71614254,0.75930643,1,0
771,We support the New START Treaty,The New START treaty favors Russia over the US.,-1.6804550999999999,2.1319256,1,0
772,We support the New START Treaty,The New START treaty is better for Russia than for the US. ,-0.5909661,0.62521493,1,0
777,Christianity is the greatest deception of today,"Christianity may be a deception but it's not the ""greatest"" one",1.886681,-1.7942008999999999,0,1
780,Christianity is the greatest deception of today,"It isn't christianity that's the deception, organised religion is!",-0.48893473,0.46626666,1,0
781,Christianity is the greatest deception of today,Christianity is not a deception!,-0.22826993,0.22874567,1,0
782,Christianity is the greatest deception of today,Christianity is not a lie!,-0.72207737,0.7957928000000001,1,0
783,Christianity is the greatest deception of today,Christianity is not dishonest!,-1.0540916999999999,1.2455921,1,0
798,Force think tanks to reveal all of their sources of funding,Private investors have a right to privacy,-1.8377645,2.4865994,1,0
799,Force think tanks to reveal all of their sources of funding,Privacy is a right to private investors.,-1.0850215,1.3473582,1,0
800,Force think tanks to reveal all of their sources of funding,The right to privacy includes private investors.,-1.1661097,1.4427862,1,0
804,Force think tanks to reveal all of their sources of funding,Think tanks may become smoke screens for criminal groups,2.6552796,-2.7461247,0,1
805,Force think tanks to reveal all of their sources of funding,Crime groups use think tanks to confuse people.,2.9330096,-3.0671988,0,1
808,Fines should be made relative to income,Creates the perception that the rich are not immune to the consequences of their actions,0.29815596,-0.33413213,0,1
810,Fines should be made relative to income,"Creates the perception that fines are like taxes, rather than a punishment",-0.3364165,0.30764693,1,0
811,Fines should be made relative to income,A flat rate is more just,-0.8896822,1.0741372999999999,1,0
823,The United States is a ‘benign’ hegemon,"The US is not a hegemon at all, but an imperialist power-an empire. ",-0.1757154,0.11256124,1,0
824,The United States is a ‘benign’ hegemon,The United States is a de facto empire.,-1.2238586999999999,1.5635633,1,0
826,The United States is a ‘benign’ hegemon,The US is less of a hegemon and more of an imperial empire,-0.5206606,0.5369229999999999,1,0
827,The United States is a ‘benign’ hegemon,The US is more like an imperial power and less like a hegemon,-0.27931643,0.25456965,1,0
828,Eritrea is responsible for its isolation,Eritrea is surrounded by hostile nations ,-1.109595,1.4397558000000001,1,0
834,The full financial history of all candidates for political office must be posted online,"Individuals have a right to privacy, including to their own financial records",-1.8372654,2.4749832,1,0
853,Pre-nuptial agreements should not be recognised in divorce courts,Pre-nuptial agreements conditions differ from future reality,0.836254,-0.74398357,0,1
854,Pre-nuptial agreements should not be recognised in divorce courts,The State imposed system is not objectively right for everybody,0.80479443,-0.7156316,0,1
855,Pre-nuptial agreements should not be recognised in divorce courts,Prenuptial agreements should not be recognized in divorce courts,0.31893530000000003,-0.33911037,0,1
856,Pre-nuptial agreements should not be recognised in divorce courts,Pre-nuptial agreements reduce trauma associated with divorce,-0.69329435,0.81978595,1,0
857,Pre-nuptial agreements should not be recognised in divorce courts,Pre-nuptial agreements increase security,-0.41795266,0.41380730000000004,1,0
860,Pre-nuptial agreements should not be recognised in divorce courts,Prenuptial agreements are either too lovely or not as lovely as they appear,2.109713,-2.0738497,0,1
862,Downloading music without permission is morally equivalent to theft,Downloaders spend more on music,-0.24676615,0.373967,1,0
863,Downloading music without permission is morally equivalent to theft,It is well know that people that download also purchase the most.,0.03063254,0.09965813,1,0
864,Downloading music without permission is morally equivalent to theft,Downloads are also big spenders.,-0.41752177,0.44842386,1,0
883,Violent Video Games Contribute to Youth Violence,The Responsibility Lies With Parents,-1.0015773000000001,1.2221117,1,0
896,Smoking should be banned in public places,people have the right to smoke ,-1.6102355,2.0883648,1,0
