,claims,perpectives,undermine_score,support_score,predict_label,gold_label
227,You have nothing to worry about surveillance if you have done nothing wrong,There is no trust,-0.05786787,0.06656344,1,0
228,You have nothing to worry about surveillance if you have done nothing wrong,Trust is missing.,-0.67920315,0.7251935,1,0
230,You have nothing to worry about surveillance if you have done nothing wrong,The use of meta data causes unintentional harm,-0.6101001,0.6797308000000001,1,0
231,You have nothing to worry about surveillance if you have done nothing wrong,Abuse of information and power by intelligence agencies,-0.7492433000000001,0.80777717,1,0
232,You have nothing to worry about surveillance if you have done nothing wrong,Agencies use surveillance to abuse their power.,-0.8948011,1.0428584,1,0
233,You have nothing to worry about surveillance if you have done nothing wrong,Power trips can be had by agencies.,-0.9495358,1.1076958000000001,1,0
234,You have nothing to worry about surveillance if you have done nothing wrong,Loss of Privacy,-0.6655724000000001,0.71944904,1,0
240,The use of animals as objects of sport and entertainment should be banned.,Fighting bulls have a better quality of life than meat-producing bulls,-0.4071474,0.43231696,1,0
272,"In Parliamentary Democracies, A Change Of Prime Minister Should Automatically Trigger A General Election.",The concept overestimates the role of the Prime Minister,-0.59368104,0.637079,1,0
276,We must support the use of truth and reconciliation commissions,Reconciliation can be used to conceal political corruption and patrimony,-1.9042861,2.5838313,1,0
277,We must support the use of truth and reconciliation commissions,reconciliation can be used for political corruption,-1.6158485,2.1424894,1,0
278,We must support the use of truth and reconciliation commissions,reconciliation can help to conceal corruption,-2.0466492,2.7433348,1,0
296,There is a good case for stating that there is a God,'God' is merely a concept designed to promote a set of values,-0.67954874,0.7977272,1,0
297,There is a good case for stating that there is a God,People think that a benevolent God cannot exist because bad things happen...,-0.5659281,0.6002542,1,0
298,There is a good case for stating that there is a God,"If there is a god, its the sun.",-0.6541157,0.75218725,1,0
303,There is a good case for stating that there is a God,God is a concept dreamed up by optimistic people.,-1.359326,1.8025748,1,0
312,Animal testing should be banned.,"Animal researchers treat animals humanely, both for the animals' sake and to ensure reliable test results.",-0.353709,0.3804602,1,0
313,Animal testing should be banned.,Animals are treated well during animal testing. ,-0.8141651,0.99373585,1,0
314,Animal testing should be banned.,Research animals are well treated ,-1.0994538999999999,1.3632245,1,0
316,Animal testing should be banned.,Animals don’t have human rights,-0.092059396,0.06924394,1,0
324,Animal testing should be banned.,Testing is needed for really new drugs,-1.6957296000000002,2.2160382000000003,1,0
325,Animal testing should be banned.,We need to be able to test drugs on animals.  ,-1.2756041,1.6409515,1,0
326,Animal testing should be banned.,Animal research is only used when it’s needed,-0.40462494,0.4754227,1,0
327,Animal testing should be banned.,We try to only use animal testing when it is needed.  ,-0.94298947,1.1727633,1,0
329,Animal testing should be banned.,Animal research ensures greater safety for humans,-0.41117013,0.42138302,1,0
330,Animal testing should be banned.,Animal testing has contributed to many life-saving cures and treatments.,-0.44928149999999994,0.5585175,1,0
332,Animal testing should be banned.,Animal research has played a vital role in a great many of the major medical advances of the last century,-0.53668535,0.6433935000000001,1,0
336,Animal testing should be banned.,Animals themselves benefit from the results of animal testing.,-0.7511102,0.901374,1,0
337,Animal testing should be banned.,Most animals that are used in scientific testing have better lives. ,-0.75120634,0.9109261999999999,1,0
338,Animal testing should be banned.,Religious traditions allow for human dominion over animals.,-0.6892894,0.77263296,1,0
345,Animal testing should be banned.,Animals often make better research subjects than human beings because of their shorter life cycles.,-0.6053189,0.6667109999999999,1,0
347,Animal testing should be banned.,Animals are appropriate research subjects because they are similar to human beings in many ways. ,-0.15387449,0.20837313,1,0
348,Animal testing should be banned.,Some cosmetics and health care products must be tested on animals to ensure their safety.,-0.27020082,0.2617936,1,0
372,Instant Replay Should Be Used in Major League Baseball,Instant replay will take the human element out of baseball,-0.29752526,0.31052196,1,0
373,Instant Replay Should Be Used in Major League Baseball,Why even have an umpire if every play can be instantly replayed?,-0.8812665000000001,1.042306,1,0
378,Instant Replay Should Be Used in Major League Baseball,Instant replay will make long MLB games even longer.,-0.7990096999999999,0.9361939,1,0
390,Kill One to Save Many,We cannot make any judgments about whose life is valuable and whose is not,-0.06628251,0.03508819,1,0
391,Kill One to Save Many,Killing is worse than letting someone die,-0.6095759,0.6575089,1,0
396,It is fine to kill one to save many,"It is unacceptable to live in a world where killing is ever justified, no matter how many lives it may save.",-0.35454047,0.3683027,1,0
400,It is fine to kill one to save many,The possibility for the universal recogonition that killing is wrong can be deduced by pure intuition.,-1.6839210999999998,2.2508216,1,0
410,Africa is really rising,Majority of states are still undemocratic,-0.06322939,0.10685039999999998,1,0
415,Sanctions should be used to promote democracy,Sanctions do not harm the right people.,-0.9032848,1.0612489999999999,1,0
419,Those affected by climate change should get compensation,It is hard to apportion blame,-0.8973549000000001,1.1521626,1,0
423,It is a good idea to have a system of  participatory democracy,Participatory Democracy Facilitates the Misrepresentation of Issues ,0.025850243999999998,0.052737944,1,0
442,Transparency is necessary for security,Transparency can result in normalisation,-1.7745404999999999,2.402924,1,0
450,Animals should be kept in zoos,"Animal research may be valuable, but it does not need to happen in the context of confinement and human entertainment.",-0.54866475,0.5345287,1,0
452,Animals should be kept in zoos,Wild Animals Are Not Domesticated,-0.7015216,0.8289538000000001,1,0
460,Europe should be federal,Existing contributive inequalities within the Union would be amplified by a formal federal system,-1.7069603,2.2696316000000003,1,0
461,Europe should be federal,Formal federalism creates extra inequalities.,-1.6475816000000003,2.1659322,1,0
476,Parents should have the right to do background checks on those looking after their children,Would be very hard to maintain,-1.1461047,1.448072,1,0
483,Privacy Online is Important,The internet is a public space.,-1.4363899,1.8173482,1,0
484,Privacy Online is Important,Only Criminals benefit from internet Privacy,-1.8142806,2.366098,1,0
485,Privacy Online is Important,Internet privacy only helps criminals.,-0.588383,0.65112317,1,0
486,Privacy Online is Important,Only wrong-doers benefit from internet privacy.,-0.87184525,1.0919149,1,0
487,Privacy Online is Important,Online privacy only benefits those who commit crimes on the internet.,-0.7074939,0.7814415,1,0
488,Privacy Online is Important,Criminals will be the only group benefited by online privacy.,-1.6058263000000002,2.0936303,1,0
508,Encourage fewer people to go to university,College graduates are more likely to have health insurance and retirement plans.,-0.043378234,0.14039108,1,0
509,Encourage fewer people to go to university,Those who graduate from college are more likely to have retirement plans and health insurance.,-0.52170944,0.5617025,1,0
510,Encourage fewer people to go to university,Graduating from college increases the likelihood of having health insurance and a retirement plan.,-0.37882036,0.38951123,1,0
516,Encourage fewer people to go to university,Children are typically healthier and more studious when their parents have graduated  college.,-0.40922567,0.44440457,1,0
517,Encourage fewer people to go to university,More and more jobs require college degrees.,-0.6177965999999999,0.68828845,1,0
519,Encourage fewer people to go to university,More jobs only hire those with college degrees.,-0.07618907,0.13905227,1,0
531,Encourage fewer people to go to university,Graduating from college can keep poverty at bay.,-0.6148831,0.67829275,1,0
532,Encourage fewer people to go to university,College graduates make more money.,-0.44669908,0.44480565,1,0
534,Encourage fewer people to go to university,College graduates do better financially.,-0.57440144,0.61568415,1,0
535,Encourage fewer people to go to university,People who graduate from college have more earning power.,-0.22683504,0.24306545,1,0
537,Encourage fewer people to go to university,Gaining a college education is money well spent. ,-0.12509495,0.17963281,1,0
540,Encourage fewer people to go to university,Learning will always pay off. ,-0.27837249999999997,0.30705956,1,0
558,Encourage fewer people to go to university,"The more college graduates in one geographical area, the more higher-paying employers will be found",-0.2433571,0.25154099999999996,1,0
582,We must enforce term limits on the legislative branch of government,Term limits should be voted on ,-1.5047993999999998,2.0128844,1,0
594,We must enforce term limits on the legislative branch of government,The incentive for corruption and self-enrichment in office is increased by term limits:,-0.581994,0.762778,1,0
600,We must enforce term limits on the legislative branch of government,"A strong, consistent executive may be desirable in many cases.",-1.9303162,2.5800872000000004,1,0
601,We must enforce term limits on the legislative branch of government,"There are some circumstances when one would want a strong, consistent executive branch of government in place.",-1.4875688999999999,1.9598921999999999,1,0
603,We must enforce term limits on the legislative branch of government,It may at some point be desirable to keep around a certain executive longer than terms decide,-1.162633,1.4487883999999998,1,0
605,We must enforce term limits on the legislative branch of government,Freeing the executive from re-election concerns can help focus attention on the public interest,-1.6428502,2.2711756000000003,1,0
611,Abolish the security council veto,"The veto power was granted legally to the P5 by the other participating states, and therefore the P5 have a right to those powers.",-1.7769866,2.3290637000000003,1,0
612,Abolish the security council veto,It is appropriate for the veto power to remain in place.,-1.9743203999999999,2.6233892000000005,1,0
627,We should make new years resolutions,A goal for a whole year is unrealistic.,-1.0908158000000001,1.3420761,1,0
628,People should have a right to private education,Private schools encourage elitism,-1.7048324000000001,2.2793245,1,0
640,People should have a right to private education,Removing 'choice' will improve the overall standard of our schools.,-2.0930133,2.6814456,1,0
666,The republican party has lost its way,Having won the economic argument during the Reagan years – both with Russia and the Democratic Party – the Republicans now address social concerns and do so with a consistent message.,-0.68670505,0.81048906,1,0
688,Handguns must be banned in Washington D.C.,The majority of Americans support allowing the concealed carry of handguns.,-0.9442953000000002,1.1219431,1,0
689,Handguns must be banned in Washington D.C.,Many of the American adults are in favour of carrying concealed handguns,-1.3345388,1.6560127,1,0
690,Handguns must be banned in Washington D.C.,Carrying a concealed handgun could help stop a public shooting spree.,-0.6155575,0.7079818,1,0
691,Handguns must be banned in Washington D.C.,"In view of the continuous public shooting , carrying a concealed handgun by adults can stop such shooting spree",-0.83103406,0.99820554,1,0
692,Handguns must be banned in Washington D.C.,The occurrence of public shooting spree can be prevented by the usage of concealed handguns by adults,-1.8935796999999999,2.4809206,1,0
693,Handguns must be banned in Washington D.C.,Hand Guns Are Required For Self Defence.,-0.7504915,0.8923629000000001,1,0
709,Rupert Murdoch is not a fit person to run an international media corporation,Murdoch is effective at selling news,-0.5289273,0.55678266,1,0
710,Rupert Murdoch is not a fit person to run an international media corporation,"Murdoch is effective at selling news to the masses, sadly because of his lack of morals.",-0.46920925,0.49110124,1,0
711,Rupert Murdoch is not a fit person to run an international media corporation,Murdoch excels at sensational headlines making for effective sales.,-1.0122753,1.2457452,1,0
722,It is worth voting,Politicians don’t engage with issues that are important to me,-0.05174999,0.029102355,1,0
727,Civil liberties should be sacrificed for the greater good,The threat of terrorism and security risks are overstated.,-1.1807020000000001,1.5130463,1,0
731,Civil liberties should be sacrificed for the greater good,It would be letting the terrorists win,-0.29138407,0.28686264,1,0
732,Civil liberties should be sacrificed for the greater good,The terrorists would win in that case!,-0.7328129,0.8677832000000001,1,0
733,Civil liberties should be sacrificed for the greater good,That is an open invitation for the terrorists.,-0.66667783,0.8142738,1,0
740,Fighting should be allowed in hockey.,Fighting in hockey glorifies violence.,-2.0177476000000003,2.6968312,1,0
741,Fighting should be allowed in hockey.,Fighting in hockey can promote violence,-0.7954565,1.0717971000000002,1,0
742,Fighting should be allowed in hockey.,Hockey fights can glorify violence,-2.063064,2.7075223999999998,1,0
743,Fighting should be allowed in hockey.,The great aspect of the game of hockey are overshadowed by the unnecessary brutality displayed during brawls.,-0.51877505,0.6144309,1,0
744,Fighting should be allowed in hockey.,An overemphasis is given to the violence that accompanies fighting in hockey.,-0.63666314,0.7971600000000001,1,0
755,The Internet must be censored,Censorship is fundamentally incompatible with the notion of free speech.,-0.5092125,0.58258355,1,0
756,The Internet must be censored,Internet Content must not be Censored because we are a country of free speech!,-0.4269516,0.42570204,1,0
757,The Internet must be censored,Internet censorship a violation of freedom of speech,-0.20649028,0.25451595,1,0
764,The Internet must be censored,The Internet is a free domain and cannot becontrolled by the government.,-0.6680967,0.7490518,1,0
765,The Internet must be censored,The government has no control over free domain and therefore cannot censor the internet.,-0.29640394,0.2847732,1,0
770,We support the New START Treaty,The New START treaty helps Russia more than the US,-0.71614254,0.75930643,1,0
771,We support the New START Treaty,The New START treaty favors Russia over the US.,-1.6804550999999999,2.1319256,1,0
772,We support the New START Treaty,The New START treaty is better for Russia than for the US. ,-0.5909661,0.62521493,1,0
780,Christianity is the greatest deception of today,"It isn't christianity that's the deception, organised religion is!",-0.48893473,0.46626666,1,0
781,Christianity is the greatest deception of today,Christianity is not a deception!,-0.22826993,0.22874567,1,0
782,Christianity is the greatest deception of today,Christianity is not a lie!,-0.72207737,0.7957928000000001,1,0
783,Christianity is the greatest deception of today,Christianity is not dishonest!,-1.0540916999999999,1.2455921,1,0
798,Force think tanks to reveal all of their sources of funding,Private investors have a right to privacy,-1.8377645,2.4865994,1,0
799,Force think tanks to reveal all of their sources of funding,Privacy is a right to private investors.,-1.0850215,1.3473582,1,0
800,Force think tanks to reveal all of their sources of funding,The right to privacy includes private investors.,-1.1661097,1.4427862,1,0
810,Fines should be made relative to income,"Creates the perception that fines are like taxes, rather than a punishment",-0.3364165,0.30764693,1,0
811,Fines should be made relative to income,A flat rate is more just,-0.8896822,1.0741372999999999,1,0
823,The United States is a ‘benign’ hegemon,"The US is not a hegemon at all, but an imperialist power-an empire. ",-0.1757154,0.11256124,1,0
824,The United States is a ‘benign’ hegemon,The United States is a de facto empire.,-1.2238586999999999,1.5635633,1,0
826,The United States is a ‘benign’ hegemon,The US is less of a hegemon and more of an imperial empire,-0.5206606,0.5369229999999999,1,0
827,The United States is a ‘benign’ hegemon,The US is more like an imperial power and less like a hegemon,-0.27931643,0.25456965,1,0
828,Eritrea is responsible for its isolation,Eritrea is surrounded by hostile nations ,-1.109595,1.4397558000000001,1,0
834,The full financial history of all candidates for political office must be posted online,"Individuals have a right to privacy, including to their own financial records",-1.8372654,2.4749832,1,0
856,Pre-nuptial agreements should not be recognised in divorce courts,Pre-nuptial agreements reduce trauma associated with divorce,-0.69329435,0.81978595,1,0
857,Pre-nuptial agreements should not be recognised in divorce courts,Pre-nuptial agreements increase security,-0.41795266,0.41380730000000004,1,0
862,Downloading music without permission is morally equivalent to theft,Downloaders spend more on music,-0.24676615,0.373967,1,0
863,Downloading music without permission is morally equivalent to theft,It is well know that people that download also purchase the most.,0.03063254,0.09965813,1,0
864,Downloading music without permission is morally equivalent to theft,Downloads are also big spenders.,-0.41752177,0.44842386,1,0
883,Violent Video Games Contribute to Youth Violence,The Responsibility Lies With Parents,-1.0015773000000001,1.2221117,1,0
896,Smoking should be banned in public places,people have the right to smoke ,-1.6102355,2.0883648,1,0
897,Smoking should be banned in public places,You should be able to smoke in public.,-1.5443166000000002,1.9901958999999998,1,0
899,Smoking should be banned in public places,The decision to smoke is a human right.,-1.6238471,2.092298,1,0
900,Smoking should be banned in public places,Smoking is a human right.,-0.6002861999999999,0.6712117,1,0
901,Smoking should be banned in public places,"WHAT HAPPEN TO A FREE CANADA.  WE ARE GOING BACK TO THE TIME WERE SLAVES HAD NO RIGHT, NOW IT IS SMOKERS HAVE NO RIGHT",-0.6755126,0.7599226,1,0
902,Smoking should be banned in public places,Taking away a smoker's rights to smoke in public is akin to the time of slavery!,-1.1688643,1.4323738000000001,1,0
903,Smoking should be banned in public places,"How can this be a free Canada, if our right to smoke in public is taken away?",-0.8616304,0.9972773000000001,1,0
904,Smoking should be banned in public places,"Canada is a free country, so we should be free to be able to smoke.",-1.0867331,1.3325424,1,0
905,Smoking should be banned in public places,Being free to smoke is a basic right that someone in a free country should have.,-1.0908086000000001,1.3609176,1,0
906,Smoking should be banned in public places,No - it should not be banned in places people CHOOSE to go  ,-0.38068159999999995,0.35238206,1,0
907,Smoking should be banned in public places,A smoker should be allowed to smoke in any place that they have a choice to go to.,-1.3989022,1.792197,1,0
908,Smoking should be banned in public places,"If I choose to go somewhere, I should be allowed to smoke there.",-1.2823622,1.5939292,1,0
909,Smoking should be banned in public places,"Since people are choosing whether to go to places, smoking shouldn't be banned there,",-0.073607065,0.0819165,1,0
910,Smoking should be banned in public places,Smoking shouldn't be banned in places where people choose to be.,-0.3036353,0.29069418,1,0
911,Smoking should be banned in public places,Banning smoking isn't necessary.,-0.3783636,0.34498292,1,0
914,Smoking should be banned in public places,It's not necessary to ban smoking.,-0.18340687,0.12808928,1,0
920,Smoking should be banned in public places,Smoking shouldnt be banned,-0.020459592,0.035122663,1,0
921,Smoking should be banned in public places,Pack labelling or taxation a better alternative,-0.39739,0.4054866,1,0
922,Smoking should be banned in public places,Ban would harm the wider economy,-0.6596767,0.7624744000000001,1,0
926,Smoking should be banned in public places,Unenforceable,-0.54581565,0.5942513,1,0
931,We should abolish speed cameras,Caught on film you can't deny responsibility for your actions.,-0.74714595,0.8602735,1,0
932,We should abolish speed cameras,Traffic cams can't be avoided and neither can you avoid responsibility for driving actions.,-0.5058478,0.5095945,1,0
933,We should abolish speed cameras,Abolishing speed cameras makes drivers feel less responsible.,-0.6341331,0.7180586999999999,1,0
948,We must bring back corporal punishment,It is the duty of the state to avoid using corporal punishment when they need to solve social problems.,-0.14431734,0.12813997,1,0
951,We must bring back corporal punishment,"Flogging will be over-utilised, rehabilitation will be under-utilised ",-0.5282637,0.57639265,1,0
952,Scotland should cede from the union.,The many hidden subsidies to SE England would end.,-0.49286652,0.5321263,1,0
957,Scotland should cede from the union.,Scotland's economy cannot survive if it doesn't have England to lean on.,-0.5255482,0.5549911,1,0
967,US must get rid of the double jeopardy rule,Double jeopardy ensures defendants are not brought to trial on weak grounds,-0.63269264,0.64687157,1,0
968,US must get rid of the double jeopardy rule,Defendants aren't brought to trial unnecessarily because of double jeopardy.,-0.92789334,1.0823742,1,0
969,US must get rid of the double jeopardy rule,The double jeopardy principle ensures that only strong cases are brought against defendants.,-1.286453,1.6557743999999999,1,0
984,Humans should eat meat,We shouldn't eat as muh meat.,-0.6256956,0.7005564000000001,1,0
986,Humans should eat meat,We should stop eating so much meat.,-0.11433414,0.3791603,1,0
994,Humans should eat meat,Farming of animals causes suffering and is wrong.,-0.43173933,0.4923553,1,0
995,Humans should eat meat,"Animal suffering is wrong; therefore, farming them is too, since it causes them to suffer.",-0.8024796,0.96191645,1,0
997,Humans should eat meat,vegetarians visit hospitals 22% less often than meat eaters ,-0.61139196,0.7477968,1,0
998,Humans should eat meat,Vegetarians visit hospitals 22% less than meat eaters.,-0.44625503,0.58666044,1,0
999,Humans should eat meat,Vegetarians go to hospitals 22% less than meat eaters.,-0.3941883,0.52968687,1,0
1005,Targeted online advertising on the basis of user profiles and demographics must be banned,This advertising strategy provides benefits by making marketing more efficient and allows smaller markets to develop,-1.9432911,2.579533,1,0
1008,Gorbachev Was Responsible for The Collapse Of The USSR,The System Needed to Change in Order to Survive in the Longer Term; That Mikhail Gorbachev’s Reforms Failed Showed that the USSR Could Not be Saved,-0.8645457000000001,1.0083232,1,0
1010,Gorbachev Was Responsible for The Collapse Of The USSR,Lenin and Stalin the real destroyers of the USSR for destroying Socialism’s Appeal,-0.7669389,0.9579966999999999,1,0
1011,Major league baseball should continue to allow collisions at home plate,Collisions are an example of violence that has no place in baseball.  ,-0.593457,0.7251316,1,0
1038,Individuals have a moral obligation to assist people in need,Only help those who ask for it and that too at your discretion,-1.9887846000000002,2.667984,1,0
1039,Individuals have a moral obligation to assist people in need,Should we as people help everyone or only certain ones.,-1.9903598999999998,2.6369352000000004,1,0
1040,Individuals have a moral obligation to assist people in need,Individuals should help everyone.,-2.0101723999999996,2.6506288,1,0
1041,Individuals have a moral obligation to assist people in need,"People have the freedom to choose whether they want to dedicate their time to helping others, and help should only be given to those who ask for it.",-2.067193,2.6904984,1,0
1042,Individuals have a moral obligation to assist people in need,"Help should only be provided to those that want it, and individuals should be able to choose if they want to help or not.",-2.0256263999999997,2.6551156000000002,1,0
1043,Individuals have a moral obligation to assist people in need,It would be nice if everyone would help those in need but it cant't be forced and people have to make those decisions on their own. ,-0.75893617,0.8353371999999999,1,0
1054,History as a subject in school is needed,"History lessons can be used as state-sponsored propaganda, distorting the events of the past",-0.930607,1.1539124,1,0
1055,History as a subject in school is needed,History teaching will reflect the erroneous preconceptions and aims of those who set the curriculum,-0.600381,0.7633840000000001,1,0
1075,Golf is a Sport,"Golf involves competition, keeping score, and declaring a winner, but those qualities alone do not make it a sport. ",-0.022538729,0.041493192000000005,1,0
1081,Golf is a Sport,Golf is not physically demanding enough to be a sport.,-0.04828401,0.025057305,1,0
1082,Golf is a Sport,"If you can compete in golf with a handicap, then it is not a sport.",-0.11590778,0.12461678,1,0
1083,Golf is a Sport,"Even people with broken limbs can play golf, which makes it not a real sport.",-0.5429948,0.6105329,1,0
1084,Golf is a Sport,"If an activity does not make you break a sweat, or if it can be done while drinking and smoking, then it is not a sport. ",-0.584113,0.62303996,1,0
1085,Golf is a Sport,"Because you can play golf without breaking a sweat, and drink and smoke while doing it,  it is not a sport. ",-0.27263916,0.25935256,1,0
1086,Golf is a Sport,Golf is not a sport because you can play it without breaking a sweat and while you are drunk. ,-0.17539056,0.19893068,1,0
1092,Golf is a Sport,"There should be some risk to be considered a real sport, which golf does not have.",-0.06582597,0.07378118,1,0
1097,Golf is a Sport,Even if you are really athletic does not mean you will do well at golf.,-0.07819526,0.04273998,1,0
1099,Golf is a Sport,Golf better matches the definition of a game than a sport. ,-0.36204138,0.387454,1,0
1100,Golf is a Sport,The definition of a game is a better match to golf than the definition of a sport. ,-0.48788708,0.536402,1,0
1101,Golf is a Sport,Golf is the match to a game more than a match to a sport. ,-0.67697084,0.76809514,1,0
1109,Golf is a Sport,"Unlike a sport, golf does not require rigorous physical activity. ",-0.130918,0.1097882,1,0
1115,Roger Federer Is Not the Greatest Tennis Player of All Time,He has dominated like no one else before,-0.77992964,0.8644938,1,0
1116,Roger Federer Is Not the Greatest Tennis Player of All Time,Federer has a great tennis record.,-2.0570338,2.6933307999999996,1,0
1117,Roger Federer Is Not the Greatest Tennis Player of All Time,Federer is one of the best tennis players of all time.,-1.2368456,1.5842389,1,0
1120,Roger Federer Is Not the Greatest Tennis Player of All Time,He has just won Wimbledon 2012 (17th grand slam) and gone back to number 1 again,-1.2883409,1.5695355,1,0
1121,Roger Federer Is Not the Greatest Tennis Player of All Time,Federer has won 17 grand slams.,-1.7274933000000001,2.2477498,1,0
1124,Roger Federer Is Not the Greatest Tennis Player of All Time,He is the all-time career money leader,-0.9063742,1.0210143,1,0
1125,Roger Federer Is Not the Greatest Tennis Player of All Time,Federer is the Greatest EVER!,-0.52564824,0.5325538000000001,1,0
1126,Roger Federer Is Not the Greatest Tennis Player of All Time,Federer has a record that will be hard to beat.,-0.6007676,0.6351532,1,0
1127,Roger Federer Is Not the Greatest Tennis Player of All Time,Federer has won many games which is very hard for peopple to do.,-1.208978,1.5312097,1,0
1138, Aboriginal culture must be protected,Culture provides no tangible benefit that justifies the use of government funds to preserve it.,-0.17993875,0.14163336,1,0
1142,Music That Glorifies Crime Should Be Banned,Censoring Art Is Dangerous,-0.9090282,1.1064563,1,0
1155,Music That Glorifies Crime Should Be Banned,People are justified in listening to violent music,-1.4471101999999998,1.9320537,1,0
1156,Music That Glorifies Crime Should Be Banned,People have the right to listen to whatever music they want to.,-1.879707,2.5205536,1,0
1168,Music That Glorifies Crime Should Be Banned,Banning this music that glorifies violence is totally impractical.,-0.22778691,0.20312229,1,0
1170,Music That Glorifies Crime Should Be Banned,Defending hip hop artists’ right to free speech,-0.9297943000000001,1.0805207000000001,1,0
1171,Music That Glorifies Crime Should Be Banned,everyone deserves free speech,-1.1839986999999998,1.4587702,1,0
1172,Music That Glorifies Crime Should Be Banned,hip hop artists have a right to free speech,-0.6775423,0.7576890000000001,1,0
1174,Money undermines sport’s values,Sports loses its value because of the large amount of money involved.,-1.0346502,1.3593861999999999,1,0
1175,Money undermines sport’s values,College sports should be for competition not money.,-0.9802298,1.2261819999999999,1,0
1190,Compensation should be paid for those who have had their culture appropriated,No feasible system of which grounds of compensation can occur because of the fluidity of culture and cultural identity,-1.4772035,1.9506116000000002,1,0
1197,Store nuclear waste underground,Nuclear waste can be put to beneficial uses,-0.97007287,1.2516241000000001,1,0
1198,Store nuclear waste underground,Nuclear waste can be used in other forms of power generation,-0.48088545,0.6437632,1,0
