,claims,perpectives,opposite,undermine_origin,support_origin,predict_origin,gold_origin,undermine_opposite,support_opposite,predict_opposite,gold_opposite,oppose_sum,support_sum,final_label
11,Raise The School Leaving Age To 18,some young people would be taken out of workforce by compulsory studying,some young people would not be taken out of workforce by compulsory studying,2.6122093,-2.6397362,0,0,0.7806285,-0.8622903000000001,0,0,1.7499189999999998,-1.8591077000000003,0
12,Raise The School Leaving Age To 18,compulsory studying may remove young people from the workforce,compulsory studying may not remove young people from the workforce,2.188097,-2.1484952,0,0,2.1079235,-2.1905900000000003,0,0,-0.0024930000000003005,-0.0405717000000001,0
13,Make all museums free of charge,Funding for museums is wasteful,Funding for museums is not wasteful,1.7089951,-1.5969771,0,0,-0.33921236,0.0015218970000000001,1,0,1.710516997,-1.93618946,0
14,Make all museums free of charge,We should not expect the state to fund museums,We should expect the state to fund museums,1.1331396,-1.0252016,0,0,-1.4429965,1.0558693000000001,1,0,2.1890089,-2.4681981,0
15,Make all museums free of charge,"If state-funded, there is little incentive to increase numbers of visitors","If state-funded, there is much incentive to increase numbers of visitors",0.48087582,-0.42738622,0,0,-2.9861617000000003,2.4726205,1,0,2.95349632,-3.41354792,0
16,Chess must be at the Olympics,Chess lacks the necessary physical activity,Chess does not lack the necessary physical activity,1.6441802,-1.6183939,0,0,2.0884936,-2.1394658,0,0,-0.4952855999999999,0.4700997,1
17,Chess must be at the Olympics,Chess cannot ensure fair play,Chess can ensure fair play,0.99276614,-0.96850353,0,0,-3.4641528,3.0434832999999997,1,0,4.03624944,-4.43265633,0
18,Federal States are better than unitary nations,Federal States often have persistent losers.,Federal States often have persistent winnners.,1.8199872,-1.6961728,0,0,1.4470344,-1.5756743,0,0,0.24431289999999994,-0.2491384000000001,0
19,Positive Discrimination Towards Women in Society Is Justified,It does not address the underlying issues,It does address the underlying issues,1.6628168,-1.5588493,0,0,1.2310733,-1.4781651000000002,0,0,0.18465169999999986,-0.32777600000000007,0
20,Positive Discrimination Towards Women in Society Is Justified,All-women shortlists or quotas restrict a constituent's freedom of choice,All-women shortlists or quotas does not restrict a constituent's freedom of choice,0.4584117999999999,-0.3977868,0,0,2.053401,-2.089023,0,0,-1.6306112000000001,1.6556142,1
21, College education is worth it,"Some argue that a college education may not be necessary, since there are many people who have succeeded despite not having college degrees. ","Some argue that a college education may be necessary, even there are many people who have succeeded despite not having college degrees. ",0.7283745,-0.6492467,0,0,-0.22987361,-0.059698377000000004,1,0,0.668676123,-0.87912031,0
22, College education is worth it,"The question of whether or not a college education is necessary for success is one that is debated, as many successful people are not college educated.","The question of whether or not a college education is necessary for success is one that is debated, as many successful people are college educated.",0.8449395000000001,-0.72853243,0,0,2.2815042,-2.3968778,0,0,-1.5519382999999998,1.55297177,1
23, College education is worth it,Many people with college degrees find themselves working in positions in which their degrees are not a requirement. ,Many people with college degrees find themselves working in positions in which their degrees are not a requirement. ,0.10580224,-0.019644104,0,0,-1.6811778999999998,1.2660428,1,0,1.37184504,-1.7008220039999997,0
24, College education is worth it,Colleges may be indoctrinating students instead of educating them.,Colleges may be educating students instead of indoctrinating them.,1.1241674,-1.0752109,0,0,-2.6718167999999998,2.286625,1,0,3.4107924,-3.7470277,0
25, College education is worth it,Colleges may be brainwashing their students rather than helping them further their education.,Colleges may be helping their students for their further education rather than brainwashing them.,1.9109709,-1.8944505,0,0,-1.277463,0.9589853000000002,1,0,2.8699562,-3.1719135,0
26, College education is worth it,There are more students that are having their views and values shifted during college than in the past.,There are no students that are having their views and values shifted during college than in the past.,0.22895993,-0.16212371,0,0,-0.48892167,0.29500622,1,0,0.52396615,-0.65104538,0
27, College education is worth it,A college degree is no guarantee of workplace benefits.,A college degree is a guarantee of workplace benefits.,0.11567433,-0.11732805,0,0,-3.69731,3.33166,1,0,3.44733433,-3.8146380499999997,0
28, College education is worth it,There is no guarantee there will be benefits.,There is a guarantee there will be benefits.,0.3585946,-0.32867634,0,0,-3.6470722999999996,3.3098946000000002,1,0,3.6684892000000002,-3.9757486399999995,0
29, College education is worth it,Trade professions are in need of more individuals and it may be more profitable than going to college.,Trade professions are in need of more individuals but it may not be more profitable than going to college.,0.17167579,-0.09242683,0,0,0.6614912,-0.90553844,0,0,-0.73386265,0.56906437,1
30, College education is worth it,The total cost of going to college also includes the cost of missing opportunities to make money at a job.,The total cost of going to college does not also includes the cost of missing opportunities to make money at a job.,1.0743731,-0.9568205,0,0,1.3082040000000001,-1.4342606000000002,0,0,-0.35988750000000014,0.3513835000000002,1
31, College education is worth it,College stress can lead to health problems and other negative consequences.,College stress can not lead to health problems and other negative consequences.,2.8501964,-2.9519997,0,0,-2.4044914,2.1106765,1,0,4.9608729,-5.3564910999999995,0
32, College education is worth it,College degrees do not guarantee learning or job preparation.,College degrees guarantee learning or job preparation.,0.76024246,-0.67198026,0,0,-3.0223994,2.6013095,1,0,3.36155196,-3.69437966,0
33, College education is worth it,Acquiring a degree does not guarantee you a job.,Acquiring a degree does guarantee you a job.,0.22295189,-0.22425723,0,0,-3.4253364,3.112519,1,0,3.33547089,-3.64959363,0
34, College education is worth it,Universities don’t have unlimited places available,Universities have unlimited places available,0.10363752,-0.06597280000000001,0,0,-2.8014379000000003,2.331794,1,0,2.43543152,-2.8674107,0
35,Socialism is Dead,Socialism is a more secure system than the free market in Capitalism,Socialism is a less secure system than the free market in Capitalism,0.8593408000000001,-0.76867276,0,0,2.1853523,-2.2833025,0,0,-1.4239617,1.41667954,1
36,Socialism is Dead,Capitalism is less secure than socialist systems. ,Capitalism is more secure than socialist systems. ,0.5403553000000001,-0.46034542,0,0,-0.09843936,-0.23555851,0,0,0.3047967900000001,-0.55878478,0
37,College football should replace the bowl championship series (BCS),The proposed playoff system alternatives are actually less fair than the BCS system in place.,The proposed playoff system alternatives are actually more fair than the BCS system in place.,2.2521386,-2.2653708,0,0,-0.7177394,0.45808974,1,0,2.71022834,-2.9831102,0
38,Pensions should be privatised,senior citizens should not and cannot be exposed to such naked risk on moral grounds,senior citizens can and should be exposed to such naked risk on moral grounds,1.6190231,-1.5018348,0,0,-1.1904558,0.8308906999999999,1,0,2.4499138,-2.6922905999999998,0
39,You have nothing to worry about surveillance if you have done nothing wrong,People will lose their privacy.,People will not lose their privacy.,0.64872515,-0.5247175000000001,0,0,-0.93493605,0.5476055000000001,1,0,1.1963306500000002,-1.45965355,0
40,You have nothing to worry about surveillance if you have done nothing wrong,Privacy will go away.,Privacy will not go away.,0.056640662,0.05099049,0,0,0.79787743,-0.87982017,0,0,-0.8231795080000001,0.84886792,1
41,"In Parliamentary Democracies, A Change Of Prime Minister Should Automatically Trigger A General Election.",It would create instability and logistical problems,It would not create instability and logistical problems,2.922536,-3.0329642,0,0,1.056431,-1.2081491000000002,0,0,1.7143868999999998,-1.9765332,0
42,Puerto Rico should seek American statehood,Puerto Rican statehood is not economical for the US,Puerto Rican statehood is economical for the US,1.3591645,-1.3450055,0,0,-3.7753568,3.4122915000000003,1,0,4.771456000000001,-5.1203623,0
43,Puerto Rico should seek American statehood,Puerto Rican statehood will not benefit the US economically.,Puerto Rican statehood will benefit the US economically.,2.353363,-2.4238272,0,0,-3.6655397000000005,3.2729638,1,0,5.626326799999999,-6.0893669,0
44,Puerto Rico should seek American statehood,Making Puerto Rico a state is not a good economic decision for the US. ,Making Puerto Rico a state is a good economic decision for the US. ,1.9969747,-2.0282047,0,0,-3.6945089999999996,3.4998155,1,0,5.4967901999999995,-5.7227137,0
45,Puerto Rico should seek American statehood,Becoming a state would hurt the other 50 states.,Becoming a state would not hurt the other 50 states.,2.9638247,-3.1160336,0,0,-2.6628866,2.7440825,1,0,5.7079072,-5.7789202,0
46,Puerto Rico should seek American statehood,It would be better for the US if Puerto Rico does not become a state. ,It would be worse for the US if Puerto Rico does not become a state. ,0.59113246,-0.4624888,0,0,2.598466,-2.6804092,0,0,-2.0892767400000003,2.1359772,1
47,The law on self defence should cover ‘grossly disproportionate’ actions,We should not allow state sponsored revenge,We should allow state sponsored revenge,1.1704762,-1.0224118,0,0,-1.3247161,0.9103075999999999,1,0,2.0807838,-2.3471279000000003,0
48,The law on self defence should cover ‘grossly disproportionate’ actions,There is already enough leeway in the law of self defence.,There is not enough leeway in the law of self defence.,0.20910424,-0.17617188,0,0,0.19123907,-0.20786187,0,0,0.0012423699999999926,0.015067190000000008,1
49,Animal testing should be banned.,"Animals do not have rights, therefore it is acceptable to experiment on them.","Animals do have rights, therefore it is unacceptable to experiment on them.",0.2299777,-0.20452863,0,0,-0.43040496,0.22353439,1,0,0.45351209000000003,-0.6349335899999999,0
50,Animal testing should be banned.,Animals don't have rights.,Animals do have rights.,1.4288721,-1.338242,0,0,1.1046261999999998,-1.3536407,0,0,0.07523140000000006,-0.23361580000000015,0
51,Animal testing should be banned.,"Sometimes we have no other choices for Animal research, but then to do some animal testing. ","Sometimes we do have other choices for Animal research, but then to do some animal testing. ",0.4962644,-0.48050094,0,0,0.6634346999999999,-0.8591095,0,0,-0.3628451,0.18293375999999995,1
52,Animal testing should be banned.,"Without animal research, we would have fewer products","With animal research, we would have fewer products",0.5118824000000001,-0.4133396,0,0,-1.5644475,1.2498278999999999,1,0,1.7617102999999998,-1.9777871,0
53,Animal testing should be banned.,There are no satisfactory alternatives to animal research,There are satisfactory alternatives to animal research,1.0586289,-0.94513476,0,0,2.1120906,-2.2153485,0,0,-1.1567196000000002,1.1669558400000002,1
54,Animal testing should be banned.,Animals are the only choice for testing. ,Animals are not the only choice for testing. ,0.6151897,-0.45037895,0,0,1.9731919999999998,-2.0360339,0,0,-1.4208442000000001,1.52281305,1
55,Instant Replay Should Be Used in Major League Baseball,Many plays don’t lend themselves to video review,Many plays lend themselves to video review,1.3965993,-1.2941537,0,0,-2.2051048,1.6695493000000001,1,0,3.0661486,-3.4992585,0
56,Instant Replay Should Be Used in Major League Baseball,video cannot catch all plays at a game,video can catch all plays at a game,1.5137007,-1.3511543,0,0,-2.3693112999999997,1.9073601000000002,1,0,3.4210608000000002,-3.7204656,0
57,Instant Replay Should Be Used in Major League Baseball,Instant replay might be deceptive or inconclusive,Instant replay might not be deceptive or inconclusive,2.796579,-2.8247023,0,0,1.6856611000000001,-1.7014766,0,0,1.0951024,-1.1390412,0
58,Instant Replay Should Be Used in Major League Baseball,there is confusion in viewing instant replay,there is no confusion in viewing instant replay,2.4184647,-2.4037404,0,0,-1.4186165000000002,1.3935746999999998,1,0,3.8120393999999997,-3.8223569000000004,0
59,Instant Replay Should Be Used in Major League Baseball,some things could be missed when viewing and instant replay during a game. ,No things could be missed when viewing and instant replay during a game. ,0.9866228000000001,-0.8135998999999999,0,0,-0.72982866,0.3321966,1,0,1.3188194000000002,-1.54342856,0
60,Instant Replay Should Be Used in Major League Baseball,Instant replay will take too long,Instant replay will not take too long,1.3909235,-1.2306471,0,0,-1.8399967000000002,1.5658809999999999,1,0,2.9568044999999996,-3.0706438,0
61,Instant Replay Should Be Used in Major League Baseball,Instant replay drags ut calls most umpires can make already.,Instant replay drags ut calls most umpires can not make already.,0.8140684,-0.7511996999999999,0,0,1.2483308000000002,-1.3971436000000002,0,0,-0.5830752000000001,0.49713110000000027,1
62,Instant Replay Should Be Used in Major League Baseball,Tradition demands that this instant replay not be used,Tradition demands that this instant replay  be used,0.626025,-0.5631488,0,0,-1.6647286000000001,1.2439108,1,0,1.8699358000000001,-2.2278774,0
63,Instant Replay Should Be Used in Major League Baseball,Instant replay is not beneficial to the game,Instant replay is beneficial to the game,1.3582326,-1.232596,0,0,-3.3990687999999993,2.923342,1,0,4.2815746,-4.631664799999999,0
64,Instant Replay Should Be Used in Major League Baseball,Instant replay should not be used during baseball games,Instant replay should  be used during baseball games,0.4657588,-0.38730314,0,0,-2.8314513999999997,2.3444629,1,0,2.8102217,-3.21875454,0
65,Kill One to Save Many,The act of killing is emotionally damaging,The act of killing is emotionally helping,2.7905087,-2.8679936,0,0,-1.9997333,1.4726498,1,0,4.2631585,-4.8677269,0
66,Kill One to Save Many,We instinctively know killing is wrong,We instinctively know killing is correct,0.15814671,-0.11355127,0,0,-1.9400277,1.4339578000000002,1,0,1.5921045100000002,-2.05357897,0
67,Kill One to Save Many,We do not want a society in which killing can be acceptable,We do want a society in which killing can be acceptable,0.016653225,-0.06754035,0,0,-1.9687407,1.4947848,1,0,1.511438025,-2.03628105,0
68,It is fine to kill one to save many,We should not will a world where killing is acceptable in to existencele in to existence,We should  will a world where killing is acceptable in to existencele in to existence,1.2404245,-1.1397073,0,0,-1.8649498,1.6216347,1,0,2.8620592,-3.0046571,0
69,It is fine to kill one to save many,We cannot support a world where killing is acceptable as long as it saves lives.,We can support a world where killing is acceptable as long as it saves lives.,0.5781833000000001,-0.5516875,0,0,-3.2420002999999995,2.845062,1,0,3.4232453,-3.7936877999999994,0
70,It is fine to kill one to save many,"Intuitively, it is possible to understand that participating in a decision to kill is a priori wrong","Intuitively, it is impossible to understand that participating in a decision to kill is a priori wrong",2.6986377,-2.7471042,0,0,3.0238962000000003,-3.1006591,0,0,-0.4020214000000002,0.27679200000000037,1
71,It is fine to kill one to save many,"Intiution explains the reason why the decision to kill is viewed as wrong ,as a general principle.","Intiution explains the reason why the decision to kill is viewed as correct ,as a general principle.",0.23153576,-0.18228163,0,0,-1.3018361,0.968332,1,0,1.19986776,-1.4841177300000001,0
72,Companies should provide alternative interview methods,Would create confusion.,Would not create confusion.,1.6933627,-1.6436687,0,0,1.3225815,-1.4786763,0,0,0.21468639999999994,-0.3210872,0
73,Africa is really rising,The Continent is still vulnerable to natural disasters,The Continent is still robust to natural disasters,0.34480673,-0.18773621,0,0,1.6412657,-1.8021971999999997,0,0,-1.4573904699999998,1.45352949,1
74,Sanctions should be used to promote democracy,Sanctions are ineffective because they hurt ordinary people more than leadership.,Sanctions are effective even they hurt ordinary people more than leadership.,1.3528206,-1.1636744,0,0,-2.745525,2.3684657000000002,1,0,3.7212863,-3.9091994000000003,0
75,Sanctions should be used to promote democracy,Sanctions are ineffective because they can be counterproductive.,Sanctions are effective even they can be counterproductive.,1.2880111,-1.1795795,0,0,-2.0277758,1.4990643999999997,1,0,2.7870755,-3.2073553,0
76,Sanctions should be used to promote democracy,Sanctions cause more harm than good.,Sanctions cause more good  than harm.,1.4247341,-1.3530157,0,0,1.9839606,-2.2731352000000005,0,0,-0.8484011000000005,0.6309449,1
77,Sanctions should be used to promote democracy,Sanctions can backfire.,Sanctions can not backfire.,2.9009166,-3.0329506,0,0,0.03169641,-0.17283885,0,0,2.7280777499999997,-3.00125419,0
78,We have to employ mercenaries,PMCs are untrustworthy,PMCs are trustworthy,0.019498214,-0.066992015,0,0,-2.0808187,1.5672731000000002,1,0,1.5867713140000002,-2.147810715,0
79,We have to employ mercenaries,PMCs are unpredictable.,PMCs are predictable.,2.6332102,-2.6677833,0,0,1.2808955,-1.4526324,0,0,1.1805778000000002,-1.3868878,0
80,We have to employ mercenaries,PMCs can not be trusted.,PMCs can  be trusted.,2.28222,-2.3236098,0,0,-2.1323164,1.7696644,1,0,4.0518844000000005,-4.4559262,0
81,Transparency is necessary for security,In security too much transparency endangers lives,In security too less transparency endangers lives,0.68603367,-0.54452056,0,0,-2.9635625,2.7189755,1,0,3.40500917,-3.50808306,0
82,Transparency is necessary for security,Too much transparency can be dangerous.,Too much transparency can be safe.,2.8299496,-2.940002,0,0,-3.5311303,3.2411703999999997,1,0,6.07112,-6.4711323,0
83,Transparency is necessary for security,Putting all your information out there is not safe.,Putting all your information out there is safe.,0.9487133,-0.90310436,0,0,-3.2001743,2.812623,1,0,3.7613363,-4.10327866,0
84,Transparency is necessary for security,Too much transparency can come at the cost of human lives,A little transparency can come at the cost of human lives,1.762094,-1.682615,0,0,-1.6792121,1.2607608000000001,1,0,3.0228548,-3.3618271,0
85,Transparency is necessary for security,Lives can be endangered if there is too much transparency ,Lives can be endangered if there is too less transparency ,1.225786,-1.1085478,0,0,0.9309328000000001,-1.1831322,0,0,0.042653800000000075,-0.17761499999999986,0
86,Animals should be kept in zoos,Animals should be left in the wild,Animals should not be left in the wild,1.2854753,-1.1252856,0,0,-1.0942538,0.97073084,1,0,2.25620614,-2.2195394,0
87,Student loan debt should be easier to discharge in bankruptcy,Student loan discharge would incite colleges to raise tuition,Student loan discharge would not incite colleges to raise tuition,2.9942324,-3.1921644,0,0,2.2798214,-2.3445432,0,0,0.6496892000000001,-0.9123429999999999,0
88,Europe should be federal,The concept of federalism lacks political support,The concept of federalism has political support,1.7954335,-1.7677364,0,0,-3.6799888999999997,3.3282797,1,0,5.1237132,-5.4477253,0
89,Europe should be federal,Moves toward federalism will endanger the stability of the EU,Moves toward federalism will help the stability of the EU,2.7322047,-2.8429072,0,0,-3.0076232000000003,2.513762,1,0,5.2459667,-5.8505304,0
90,Paparazzi and press intrude too much into celebrities lives,Public figures have a responsibility to be role models,Public figures have no responsibility to be role models,0.95249355,-0.63602924,0,0,1.078586,-1.042319,0,0,-0.08982544999999997,0.44255676,1
91,Parents should have the right to do background checks on those looking after their children,Could lead to vigilante attacks,Could does not lead to vigilante attacks,2.3308372,-2.3487568,0,0,2.1583132999999997,-2.1553904999999998,0,0,0.17544670000000018,-0.1904435000000002,0
92,Parents should have the right to do background checks on those looking after their children,This could cause Parents to take matters into their own hands.,This could not cause Parents to take matters into their own hands.,2.527625,-2.6600409,0,0,2.4860882999999996,-2.6062145,0,0,-0.07858950000000009,-0.17395260000000023,0
93,Parents should have the right to do background checks on those looking after their children,Vigilante attacks can possible happen because of that.,Vigilante attacks can not possible happen because of that.,2.7747402,-2.8616295,0,0,2.382432,-2.4378395,0,0,0.33690070000000016,-0.4791974999999997,0
94,Encourage fewer people to go to university,We must retain a respect for academia,We needn't retain a respect for academia,1.3295612,-1.1150627,0,0,-0.94528204,0.8113286999999999,1,0,2.1408899,-2.06034474,0
95,Encourage fewer people to go to university,University education gives people something to aim for,University education gives people nothing to aim for,1.4440429,-1.2656589,0,0,-0.25864553,0.27081954,1,0,1.7148624399999999,-1.52430443,0
96,Encourage fewer people to go to university,College graduates are more productive as members of society.,College graduates are less productive as members of society.,1.5015172,-1.2886047,0,0,-1.3498402,1.1798302999999999,1,0,2.6813475,-2.6384449,0
97,Encourage fewer people to go to university,An increase of graduates from college is beneficial to those in society who never attend college.,An increase of graduates from college is harmful to those in society who never attend college.,1.5485265,-1.3642372,0,0,-0.7407474000000001,0.6085198,1,0,2.1570463,-2.1049846,0
98,Encourage fewer people to go to university,College exposes students to diverse people and ideas.,College does not expose students to diverse people and ideas.,0.94199765,-0.6761326,0,0,0.111575566,-0.1510701,0,0,0.79092755,-0.564557034,0
99,Encourage fewer people to go to university,One of the benefits of a college education is the exposure it provides to a multitude of people and ideas.,One of the shortcomings of a college education is the exposure it provides to a multitude of people and ideas.,1.4682153,-1.2487664,0,0,-0.6900310000000001,0.40124807,1,0,1.86946337,-1.9387974000000001,0
100,Encourage fewer people to go to university,College exposes students to a wide  range of experiences and world perspectives.,College does not expose students to a wide  range of experiences and world perspectives.,1.528805,-1.3400677,0,0,0.56477696,-0.5473843,0,0,0.9814206999999999,-0.7752907400000001,0
101,Encourage fewer people to go to university,The children of college graduates are healthier and more prepared for school.,The children of college graduates are not healthier and less prepared for school.,0.8754278,-0.6180316,0,0,-0.55854994,0.572481,1,0,1.4479088,-1.17658154,0
102,Encourage fewer people to go to university,"College graduates tend to have healthier, better educated offspring.","College graduates tend to have unhealthier, less educated offspring.",0.11453755,0.07977143,0,0,-0.4717808,0.47379923,1,0,0.58833678,-0.39200937,0
103,Encourage fewer people to go to university,A college degree is required for an increasing number of jobs.,A college degree is not required for an increasing number of jobs.,1.3610877,-1.1322349,0,0,-0.46347713,0.30496773,1,0,1.66605543,-1.59571203,0
104,Encourage fewer people to go to university,College graduates have more and better employment opportunities.,College graduates have less and worse employment opportunities.,1.3621117,-1.1028578,0,0,-0.36365008,0.3163528,1,0,1.6784645,-1.46650788,0
105,Encourage fewer people to go to university,Graduating from college increases employment opportunities.,Graduating from college decreases employment opportunities.,1.1898543,-0.9624404000000001,0,0,-0.96761286,0.8313693999999999,1,0,2.0212236999999997,-1.9300532600000002,0
106,Encourage fewer people to go to university,The variety and quality of employment opportunities increases for college graduates.,The variety and quality of employment opportunities decreases for college graduates.,1.6804681,-1.5489869,0,0,-1.2988338,1.1363149,1,0,2.816783,-2.8478206999999998,0
107,Encourage fewer people to go to university,Earning a college degree is a major life achievement.,Earning a college degree is a minor life achievement.,1.598692,-1.424042,0,0,-1.0535746000000001,0.54650885,1,0,2.14520085,-2.4776166,0
108,Encourage fewer people to go to university,A college education is a significant accomplishment.,A college education is not a significant accomplishment.,1.608123,-1.4133224,0,0,-0.34541026,0.24086608,1,0,1.84898908,-1.75873266,0
109,Encourage fewer people to go to university,One of the most important things that one can achieve in their lifetime is a college education. ,One of the least important things that one can achieve in their lifetime is a college education. ,1.5003263,-1.3012644,0,0,0.36878043,-0.64069426,0,0,0.85963204,-0.93248397,0
110,Encourage fewer people to go to university,Young adults learn interpersonal skills in college.,Young adults learn no interpersonal skills in college.,1.4971669,-1.323523,0,0,-0.22441667,0.18582073,1,0,1.68298763,-1.54793967,0
111,Encourage fewer people to go to university,College imparts interpersonal skills to students.,College imparts  no interpersonal skills to students.,1.5921959,-1.4441003,0,0,-0.8749945,0.8128115,1,0,2.4050074,-2.3190948,0
112,Encourage fewer people to go to university,College graduates have lower poverty rates.,College graduates have higher poverty rates.,0.35197595,-0.13996638,0,0,-1.2789643999999998,0.91910446,1,0,1.27108041,-1.4189307799999997,0
113,Encourage fewer people to go to university,College education has a high return as an investment.,College education has a low return as an investment.,0.3922348,-0.2164243,0,0,-0.49785858,0.06494344,1,0,0.45717824,-0.71428288,0
114,Encourage fewer people to go to university,Earning college education is always a worthwhile investment. ,Earning college education is never a worthwhile investment. ,1.0064713,-0.7619123000000001,0,0,-1.4332311000000002,1.2282546,1,0,2.2347259,-2.1951434,0
115,Encourage fewer people to go to university,Learning is always worthwhile.,Learning is never worthwhile.,0.33755165,-0.1653848,0,0,-0.7328315,0.5881603,1,0,0.92571195,-0.8982163,0
116,Encourage fewer people to go to university,Learning and education is always a good investment. ,Learning and education is never a good investment. ,0.9905120999999999,-0.7645241,0,0,-1.8273328999999998,1.5145258999999998,1,0,2.505038,-2.591857,0
117,Encourage fewer people to go to university,Colleges provide networking value.,Colleges provide no networking value.,1.5861472,-1.4436936,0,0,-0.24483892,0.13852832,1,0,1.7246755200000001,-1.68853252,0
118,Encourage fewer people to go to university,Attending college is a great way to network. ,Attending college is a bad way to network. ,1.0379311,-0.80806845,0,0,-1.490972,1.1483564,1,0,2.1862874999999997,-2.29904045,0
119,Encourage fewer people to go to university,Going to college provides many opportunities to network. ,Going to college provides few opportunities to network. ,1.6808162,-1.5549879,0,0,-0.9447399999999999,0.84741104,1,0,2.52822724,-2.4997279,0
120,Encourage fewer people to go to university,College graduates are healthier and live longer.,College graduates are unhealthier and live shorter.,0.57185525,-0.3412947,0,0,-0.9286620000000001,0.5524201999999999,1,0,1.1242754499999998,-1.2699567,0
121,Encourage fewer people to go to university,Health and longevity are associated with graduating from a college.,Health and longevity are not associated with graduating from a college.,0.11536555,0.022856228,0,0,1.1126573999999998,-1.075632,0,0,-0.9602664499999999,1.1355136279999998,1
122,Encourage fewer people to go to university,College is an investment in health and longevity.,College is not an investment in health and longevity.,0.24014172,-0.076797515,0,0,-1.0171679,0.8453901,1,0,1.08553182,-1.093965415,0
123,Encourage fewer people to go to university,College graduates attract higher-paying employers to their communities.,College graduates attract lower-paying employers to their communities.,1.2998747,-1.0670207,0,0,-0.41018295,0.08723736,1,0,1.38711206,-1.47720365,0
124,Encourage fewer people to go to university,Employers are attracted to locales with college graduates. ,Employers are not attracted to locales with college graduates. ,0.95635617,-0.7167845,0,0,-0.16936961,0.11547729,1,0,1.07183346,-0.8861541100000001,0
125,Encourage fewer people to go to university,College allows students to explore career options.,College does allow students to explore career options.,1.7574575,-1.6429572,0,0,0.90856797,-1.0755155,0,0,0.6819419999999998,-0.7343892299999999,0
126,Encourage fewer people to go to university,Attending college affords great chances to check out career options. ,Attending college affords no chances to check out career options. ,0.6512366999999999,-0.4571739,0,0,-0.3131614,0.26669914,1,0,0.91793584,-0.7703353,0
127,We must enforce term limits on the legislative branch of government,"By imposing mandatory term limits on politicians, we are saying the citizens are not capable of making good decisions about their elected officials.","By imposing mandatory term limits on politicians, we are saying the citizens are capable of making good decisions about their elected officials.",2.5297766,-2.6033816,0,0,-3.2802248,2.842294,1,0,5.3720706,-5.8836064,0
128,We must enforce term limits on the legislative branch of government,"Term limits are undemocratic and suggest, falsely, that voters cannot make intelligent decisions about their leaders on their own.","Term limits are undemocratic and suggest, falsely, that voters can make intelligent decisions about their leaders on their own.",2.8757792,-2.994834,0,0,2.9673564,-3.1692245,0,0,-0.2934452999999997,-0.027477600000000102,1
129,We must enforce term limits on the legislative branch of government,The use of term limits in politics shows a lack of faith in the ability of voters to choose the best candidate for office.,The use of term limits in politics shows the faith in the ability of voters to choose the best candidate for office.,2.3348017,-2.395688,0,0,-3.3783587999999996,2.9639773,1,0,5.298779,-5.774046799999999,0
130,We must enforce term limits on the legislative branch of government,"By having term limits, it makes voters feel that they can't decide on a leader by themselves","Even by having term limits, it makes voters feel that they can decide on a leader by themselves",2.7055547,-2.783982299999999,0,0,-3.011199,2.6708047,1,0,5.3763594,-5.795181299999999,0
