,claims,perpectives,opposite,undermine_origin,support_origin,predict_origin,gold_origin,undermine_opposite,support_opposite,predict_opposite,gold_opposite,oppose_sum,support_sum,final_label
19,Positive Discrimination Towards Women in Society Is Justified,Positive discrimination takes away voters' freedom of choice by limiting their choices to women,negative discrimination does not take away voters' freedom of choice by limiting their choices to women,-0.019823581,0.021796674,1,0,0.04499407,-0.11764978599999999,0.0,0.0,-0.13747336699999999,0.066790744,1
20, College education is worth it,Many people succeed without college degrees.,No one succeeds without elementary school degrees. ,-0.97233367,1.186816,1,0,1.343617,-1.4767151,0.0,0.0,-2.44904877,2.5304330000000004,1
21, College education is worth it,Many college graduates are employed in jobs that do not require college degrees.,no elementary school graduates are employed in jobs that do not require elementary school degrees. ,-1.4495176,1.9510795,1,0,0.46399266,-0.51726776,0.0,0.0,-1.96678536,2.4150721600000002,1
22, College education is worth it,More and more college educated people are accepting jobs for which they do not need a college education. , less and less elementary school educated people aren't accepting jobs for which he do not have a elementary school education.  ,-0.33089957,0.3415411,1,0,0.3956671,-0.47163457,0.0,0.0,-0.8025341399999999,0.7372082,1
23, College education is worth it,Too many students earning degrees has diluted the value of a bachelor's degree.,Too less students earning degrees has not diluted the value of a bachelor's degree. ,-1.4367527,1.9066536,1,0,0.057333358,-0.12606968,0.0,0.0,-1.56282238,1.963986958,1
24, College education is worth it,The value of a bachelor's degree has lessened., the value of a bachelor's degree has not lessened. ,-1.4437978,1.9338453,1,0,1.4772465,-1.58156,0.0,0.0,-3.0253578,3.4110918,1
25, College education is worth it,A bachelor's degree is considered standard now., a bachelor's degree is not considered standard eventually. ,-1.4844607,1.9286511,1,0,-1.5380913999999999,1.3051573,1.0,0.0,-0.1793034,0.39055970000000007,1
26, College education is worth it,Many recent college graduates are un- or underemployed., none recent elementary school graduates are un- or underemployed. ,-0.3113742,0.29739827,1,0,-0.3611703,0.18491066,1.0,0.0,-0.12646353999999999,-0.06377202999999998,1
27, College education is worth it,"In recent times, there are significant numbers of unemployed and underemployed college graduates. ","in recent moments, there aren't significant numbers of unemployed and underemployed elementary school graduates.  ",-0.748492,0.9217255,1,0,0.52891546,-0.60204846,0.0,0.0,-1.35054046,1.4506409599999999,1
28, College education is worth it,"Among those who are unemployed and underemployed, there are many college graduates. ","Among these who are unemployed and underemployed, there aren't many elementary school graduates.  ",-0.9521901,1.1492308,1,0,2.5607479,-2.8239902999999997,0.0,0.0,-3.7761804,3.7099786999999997,1
29, College education is worth it,Learning a trade profession is a better option than college for many young adults., learning a trade profession is a worse option than elementary school for many older adults. ,-0.4506177,0.48932767,1,0,1.1607383,-1.3521922,0.0,0.0,-1.8028099,1.65006597,1
30, College education is worth it,Young adults should consider learning a trade instead of going to college.,Young adults shouldn't consider learning a trade instead of going to college. ,-0.3110325999999999,0.3487974,1,0,-0.06660641,-0.091718644,0.0,0.0,-0.4027512439999999,0.28219099,1
31,Socialism is Dead,Socialism has changed historically to meet the challenges of the moment and is addressing those of the 21st century in new ways, socialism has not changed historically to meet the challenges of the moment and is addressing these of the 32st century in old ways,-0.4230713,0.4687948,1,0,-0.51426625,0.27092808,1.0,0.0,-0.15214321999999997,-0.045471450000000024,1
32,Socialism is Dead,Socialism can be molded to fit the needs of the moment. ,socialism can be molded to fit the wants of the moment.  ,-1.0586289,1.318568,1,0,-0.08015973,-0.17181629,0.0,0.0,-1.23044519,1.2384082699999999,1
33,Socialism is Dead,Socialism is a an ever changing set of principles that can be applied in new ways to meet the challenges of a changing world., socialism is a never changing set of principles that can be applied out old ways to meet the challenges of a changing galaxy. ,-0.5084725,0.5602625,1,0,0.18666093,-0.35719875,0.0,0.0,-0.86567125,0.74692343,1
34,Socialism is Dead,socialism have changed and adapted to meet the upcoming challenges of the 21st century, socialism has not changed and adapted to meet the upcoming challenges of the 32st century,-0.7761328000000001,0.91648227,1,0,0.92265886,-1.0006757,0.0,0.0,-1.7768085,1.83914113,1
35,Socialism is Dead,Socialism outranks capitalism in security.,socialism does not outrank communism in security. ,-0.6521988000000001,0.7046226,1,0,3.0963998,-3.0950046,0.0,0.0,-3.7472034,3.8010224,1
36,College football should replace the bowl championship series (BCS),The BCS rankings are designed to favor consistency over the course of the entire season., the BCS rankings aren't designed to favor consistency over the course of the entire season. ,-1.2682765,1.5970982,1,0,2.0107436,-2.0181277,0.0,0.0,-3.2864041999999998,3.6078418,1
37,Pensions should be privatised,Historical evidence has shown that privatisation has been unsuccessful, historical disproof has hidden that privatisation has not been unsuccessful,-1.0129348,1.2108707,1,0,-1.0734854,0.71749544,1.0,0.0,-0.29543936000000004,0.13738530000000004,1
38,You have nothing to worry about surveillance if you have done nothing wrong,Lack of trust,lack of distrust,-0.66021043,0.6978005,1,0,-0.98831874,0.3629683,1.0,0.0,-0.29724213,-0.2905182399999999,1
39,You have nothing to worry about surveillance if you have done nothing wrong,There is no trust,there is trust,-0.05786787,0.06656344,1,0,-0.27760250000000003,-0.08765751,1.0,0.0,-0.14552537999999998,-0.21103906000000003,0
40,You have nothing to worry about surveillance if you have done nothing wrong,Trust is missing.,trust is not missing. ,-0.67920315,0.7251935,1,0,-1.5733495000000002,1.0997008999999998,1.0,0.0,0.4204977499999998,-0.8481560000000001,0
41,You have nothing to worry about surveillance if you have done nothing wrong,The use of meta data causes unintentional harm, the break of meta data causes unintentional harm,-0.6101001,0.6797308000000001,1,0,-1.5254018,1.2144377,1.0,0.0,0.6043375999999999,-0.845671,0
42,You have nothing to worry about surveillance if you have done nothing wrong,Abuse of information and power by intelligence agencies,No abuse of information and power by intelligence agencies,-0.7492433000000001,0.80777717,1,0,-0.3127262,0.11640273,1.0,0.0,-0.63284057,0.49505097000000003,1
43,You have nothing to worry about surveillance if you have done nothing wrong,Agencies use surveillance to abuse their power.,Agencies do not use surveillance to abuse their power.,-0.8948011,1.0428584,1,0,-1.4521825000000002,0.8343431999999998,1.0,0.0,-0.060457900000000175,-0.4093241000000001,0
44,You have nothing to worry about surveillance if you have done nothing wrong,Power trips can be had by agencies.,Power trips can be good by agencies.,-0.9495358,1.1076958,1,0,0.8129062,-1.228408,0.0,0.0,-2.1779438,1.920602,1
45,You have nothing to worry about surveillance if you have done nothing wrong,Loss of Privacy,keep of privacy,-0.6655724000000001,0.71944904,1,0,-0.47049952,0.3802002,1.0,0.0,-0.2853722000000001,0.24894951999999998,1
46,The use of animals as objects of sport and entertainment should be banned.,Fighting bulls have a better quality of life than meat-producing bulls,fighting bulls does not have a better quality of life than meat-producing bulls,-0.4071474,0.43231696,1,0,2.9946775000000003,-3.0583472,0.0,0.0,-3.4654946,3.4269944600000004,1
47,"In Parliamentary Democracies, A Change Of Prime Minister Should Automatically Trigger A General Election.",The concept overestimates the role of the Prime Minister,the concept underestimates the role of the prime minister,-0.59368104,0.637079,1,0,0.28465033,-0.32940927,0.0,0.0,-0.92309031,0.92172933,1
48,We must support the use of truth and reconciliation commissions,Reconciliation can be used to conceal political corruption and patrimony,reconciliation can not be used to conceal political corruption and patrimony,-1.9042861,2.5838313,1,0,-0.16065498,0.06515674,1.0,0.0,-1.83912936,2.42317632,1
49,We must support the use of truth and reconciliation commissions,reconciliation can be used for political corruption,reconciliation can not be used for political corruption,-1.6158485,2.1424894,1,0,0.79301125,-0.9584415999999999,0.0,0.0,-2.5742901,2.93550065,1
50,We must support the use of truth and reconciliation commissions,reconciliation can help to conceal corruption,reconciliation can not help to conceal corruption,-2.0466492,2.7433348,1,0,2.2910258999999997,-2.3880467,0.0,0.0,-4.4346958999999995,5.0343607,1
51,There is a good case for stating that there is a God,'God' is merely a concept designed to promote a set of values,god' is not just a concept designed to promote a set of values,-0.67954874,0.7977272,1,0,-1.624641,1.3467864,1.0,0.0,0.6672376600000001,-0.8269138,0
52,There is a good case for stating that there is a God,People think that a benevolent God cannot exist because bad things happen...,people think that a benevolent god can exist not because no bad things happen. ,-0.5659281,0.6002542,1,0,1.6167526,-1.7141055,0.0,0.0,-2.2800336000000003,2.2170068,1
53,There is a good case for stating that there is a God,"If there is a god, its the sun."," if there is a god, it's not the sun. ",-0.6541157,0.75218725,1,0,2.5074115000000003,-2.6086504,0.0,0.0,-3.2627661000000003,3.2595987500000003,1
54,There is a good case for stating that there is a God,God is a concept dreamed up by optimistic people.,god is not a concept dreamed up by optimistic people. ,-1.359326,1.8025748,1,0,-0.75748324,0.5250719,1.0,0.0,-0.8342541,1.04509156,1
55,Animal testing should be banned.,"Animal researchers treat animals humanely, both for the animals' sake and to ensure reliable test results."," human researchers treat humans humanely, neither for the humans' disadvantage and to ensure reliable conclusion results. ",-0.353709,0.3804602,1,0,-1.3282011999999999,0.94822603,1.0,0.0,0.59451703,-0.9477409999999998,0
56,Animal testing should be banned.,Animals are treated well during animal testing. , humans aren't treated well during human testing.  ,-0.8141651,0.99373585,1,0,-1.7108712,1.2410778999999998,1.0,0.0,0.42691279999999987,-0.71713535,0
57,Animal testing should be banned.,Research animals are well treated , research humans aren't well treated ,-1.0994539,1.3632245,1,0,-1.1482799,0.6854085999999999,1.0,0.0,-0.41404530000000017,0.21494460000000015,1
58,Animal testing should be banned.,Animals don’t have human rights,humans have animal rights,-0.092059396,0.06924394,1,0,-1.8624262999999999,1.4109527,1.0,0.0,1.318893304,-1.7931823599999999,0
59,Animal testing should be banned.,Testing is needed for really new drugs,testing is not need for really new drugs,-1.6957296,2.2160382,1,0,0.41158852,-0.7639323,0.0,0.0,-2.4596619,2.62762672,1
60,Animal testing should be banned.,We need to be able to test drugs on animals.  ,we have to be able not to test drugs on animals.  ,-1.2756041,1.6409515,1,0,-1.4243222,0.89756143,1.0,0.0,-0.37804267,0.2166292999999999,1
61,Animal testing should be banned.,Animal research is only used when it’s needed,Animal research is not only used when it’s need,-0.40462494,0.4754227,1,0,0.569724,-0.8487349000000001,0.0,0.0,-1.2533598400000001,1.0451467,1
62,Animal testing should be banned.,We try to only use animal testing when it is needed.  ,we try to use animal testing no matter what.  ,-0.94298947,1.1727633,1,0,-1.7035215,1.1908221,1.0,0.0,0.2478326300000001,-0.5307582,0
63,Animal testing should be banned.,Animal research ensures greater safety for humans,Animal research ensures worse safety for humans,-0.41117013,0.42138302,1,0,-0.87976974,0.57493013,1.0,0.0,0.16376000000000002,-0.45838671999999997,0
64,Animal testing should be banned.,Animal testing has contributed to many life-saving cures and treatments.,Animal testing has no contributed to many life-saving cures and treatments.,-0.4492814999999999,0.5585175,1,0,1.3048358,-1.6483218999999998,0.0,0.0,-2.0976033999999997,1.8633533,1
65,Animal testing should be banned.,Animal research has played a vital role in a great many of the major medical advances of the last century,Animal research has played a small role in a great many of the major medical advances of the last century,-0.53668535,0.6433935000000001,1,0,-1.0626761999999998,0.8191788000000001,1.0,0.0,0.28249345000000015,-0.4192826999999998,0
66,Animal testing should be banned.,Animals themselves benefit from the results of animal testing.,Animals themselves do not benefit from the results of animal testing.,-0.7511102,0.901374,1,0,-2.6377034,2.1478486,1.0,0.0,1.3967384000000003,-1.7363293999999998,0
67,Animal testing should be banned.,Most animals that are used in scientific testing have better lives. ,Few animals that are used in scientific testing have worse deaths.  ,-0.75120634,0.9109261999999999,1,0,-2.0443964,1.5980883,1.0,0.0,0.8468819599999999,-1.1334702,0
68,Animal testing should be banned.,Religious traditions allow for human dominion over animals., religious traditions disallow for human dominion over animals. ,-0.6892894,0.77263296,1,0,-2.0118148000000002,1.572647,1.0,0.0,0.8833575999999999,-1.23918184,0
69,Animal testing should be banned.,Animals often make better research subjects than human beings because of their shorter life cycles.,Animals seldom make better research subjects than human beings because of their shorter life cycles.,-0.6053189,0.6667109999999999,1,0,-1.6494042000000002,1.2770641999999999,1.0,0.0,0.6717452999999999,-0.9826932000000003,0
70,Animal testing should be banned.,Animals are appropriate research subjects because they are similar to human beings in many ways. ,Animals are not appropriate research subjects because they are similar to human beings in many ways. ,-0.15387449,0.20837313,1,0,-1.0437062,0.7291289000000001,1.0,0.0,0.5752544100000001,-0.8353330699999999,0
71,Animal testing should be banned.,Some cosmetics and health care products must be tested on animals to ensure their safety.,Some cosmetics and health care products do not needed tested on animals to ensure their safety.,-0.27020082,0.2617936,1,0,0.1982524,-0.35513678,0.0,0.0,-0.6253375999999999,0.460046,1
72,Instant Replay Should Be Used in Major League Baseball,Instant replay will take the human element out of baseball, instant replay will not take the human element out of baseball,-0.29752526,0.31052196,1,0,0.72160584,-0.79856795,0.0,0.0,-1.09609321,1.0321278,1
73,Instant Replay Should Be Used in Major League Baseball,Why even have an umpire if every play can be instantly replayed?,why not have an umpire if every work can be instantly replayed?,-0.8812665000000001,1.042306,1,0,2.0346048,-2.1037493,0.0,0.0,-2.9850158,3.0769108,1
74,Instant Replay Should Be Used in Major League Baseball,Instant replay will make long MLB games even longer.,instant replay will destroy short mlb games even longer. ,-0.7990096999999999,0.9361939,1,0,-2.1307876,1.7799468,1.0,0.0,0.9809371000000001,-1.1945937,0
75,Kill One to Save Many,We cannot make any judgments about whose life is valuable and whose is not,We can make some judgments about whose life is valuable and whose is not,-0.06628251,0.03508819,1,0,0.19508779,-0.3714784,0.0,0.0,-0.43776091,0.23017598,1
76,Kill One to Save Many,Killing is worse than letting someone die,killing is better than letting someone dies,-0.6095759,0.6575089,1,0,0.18252179999999998,-0.30129040000000007,0.0,0.0,-0.9108663,0.8400306999999999,1
77,It is fine to kill one to save many,"It is unacceptable to live in a world where killing is ever justified, no matter how many lives it may save.","it is unacceptable to live in a world where killing is never justified, no matter how many lives it may save.",-0.35454047,0.3683027,1,0,-1.5689098999999997,1.2959517,1.0,0.0,0.94141123,-1.2006071999999999,0
78,It is fine to kill one to save many,The possibility for the universal recogonition that killing is wrong can be deduced by pure intuition.,The possibility for the universal recogonition that killing is right can be deduced by pure intuition.,-1.6839211,2.2508216,1,0,0.32051596,-0.6550866,0.0,0.0,-2.3390077,2.57133756,1
79,Africa is really rising,Majority of states are still undemocratic, majority of states aren't still undemocratic,-0.06322939,0.1068504,1,0,3.3733985,-3.6024059999999998,0.0,0.0,-3.66563539,3.4802489,1
80,Sanctions should be used to promote democracy,Sanctions do not harm the right people.,sanctions do harm the right people. ,-0.9032848,1.061249,1,0,2.5775422999999997,-2.623032,0.0,0.0,-3.5263168,3.6387913,1
81,Those affected by climate change should get compensation,It is hard to apportion blame, it is not hard to apportion blame ,-0.8973549000000001,1.1521626,1,0,3.127533,-3.2762694,0.0,0.0,-4.1736243,4.2796956,1
82,It is a good idea to have a system of  participatory democracy,Participatory Democracy Facilitates the Misrepresentation of Issues ,participatory democracy does not facilitate the misrepresentation of issues ,0.025850244,0.052737944,1,0,-3.3090665,2.9467657000000003,1.0,0.0,2.972615944,-3.256328556,0
83,Transparency is necessary for security,Transparency can result in normalisation,transparency can result out normalisation,-1.7745405,2.402924,1,0,0.011925662,-0.28837785,0.0,0.0,-2.06291835,2.414849662,1
84,Animals should be kept in zoos,"Animal research may be valuable, but it does not need to happen in the context of confinement and human entertainment.","Animal research may be valuable, and it have to happen in the context of confinement and animal entertainment. ",-0.54866475,0.5345287,1,0,-0.7796475,0.37416238,1.0,0.0,-0.17450237000000002,-0.24511880000000008,0
85,Animals should be kept in zoos,Wild Animals Are Not Domesticated, wild humans are domesticated,-0.7015216,0.8289538000000001,1,0,1.2871559,-1.3128753999999998,0.0,0.0,-2.0143969999999998,2.1161097,1
86,Europe should be federal,Existing contributive inequalities within the Union would be amplified by a formal federal system,existing contributive inequalities within the union wouldn't be amplified by a formal federal system,-1.7069603,2.2696316,1,0,-1.5456448,1.5217357,1.0,0.0,-0.18522459999999996,0.7239867999999998,1
87,Europe should be federal,Formal federalism creates extra inequalities.,formal federalism creates no extra inequalities. ,-1.6475816,2.1659322,1,0,2.8008537000000002,-2.9397488,0.0,0.0,-4.5873304,4.9667859,1
88,Parents should have the right to do background checks on those looking after their children,Would be very hard to maintain,Would not be very hard to maintain,-1.1461047,1.448072,1,0,0.24038416,-0.74275404,0.0,0.0,-1.8888587399999999,1.68845616,1
89,Privacy Online is Important,The internet is a public space.,the internet is a private space. ,-1.4363899,1.8173482,1,0,-0.30155796,0.025363307,1.0,0.0,-1.4110265929999999,1.51579024,1
90,Privacy Online is Important,Only Criminals benefit from internet Privacy,Not only criminals benefit from internet privacy,-1.8142806,2.366098,1,0,1.2841692,-1.3714654,0.0,0.0,-3.185746,3.6502672,1
91,Privacy Online is Important,Internet privacy only helps criminals.,internet privacy does not only help criminals. ,-0.588383,0.65112317,1,0,-2.0744786,1.579258,1.0,0.0,0.9908750000000001,-1.42335543,0
92,Privacy Online is Important,Only wrong-doers benefit from internet privacy.,Not only wrong-doers benefit from internet privacy. ,-0.87184525,1.0919149,1,0,-0.77447516,0.4748179,1.0,0.0,-0.39702735,0.31743973999999986,1
93,Privacy Online is Important,Online privacy only benefits those who commit crimes on the internet.,online privacy does not only benefits these who commit crimes off the internet. ,-0.7074939,0.7814415,1,0,2.3445315,-2.3641224,0.0,0.0,-3.0716162999999996,3.125973,1
94,Privacy Online is Important,Criminals will be the only group benefited by online privacy., criminals will not be the only group benefited by online privacy. ,-1.6058263,2.0936303,1,0,-0.5887665,0.43465602,1.0,0.0,-1.17117028,1.5048638,1
95,Encourage fewer people to go to university,College graduates are more likely to have health insurance and retirement plans.,College graduates are less likely to have health insurance and retirement plans.,-0.043378234,0.14039108,1,0,-1.0587385,0.81180245,1.0,0.0,0.768424216,-0.91834742,0
96,Encourage fewer people to go to university,Those who graduate from college are more likely to have retirement plans and health insurance.,Those who graduate from college are less likely to have retirement plans and health insurance.,-0.52170944,0.5617025,1,0,-1.6256262,1.3067958,1.0,0.0,0.78508636,-1.0639237,0
97,Encourage fewer people to go to university,Graduating from college increases the likelihood of having health insurance and a retirement plan.,Graduating from college decreases the likelihood of having health insurance and a retirement plan.,-0.37882036,0.38951123,1,0,-0.87586147,0.69086903,1.0,0.0,0.31204867,-0.48635024000000004,0
98,Encourage fewer people to go to university,Children are typically healthier and more studious when their parents have graduated college.,Children are not typically healthier and more studious when their parents have graduated college.,-0.40922567,0.44440457,1,0,0.3643853,-0.34485275,0.0,0.0,-0.7540784199999999,0.80878987,1
99,Encourage fewer people to go to university,More and more jobs require college degrees.,Less and less jobs require college degrees.,-0.6177965999999999,0.68828845,1,0,-0.30644923,0.21887579999999998,1.0,0.0,-0.39892079999999996,0.38183922000000003,1
100,Encourage fewer people to go to university,More jobs only hire those with college degrees.,Less jobs only hire those with college degrees.,-0.07618907,0.13905227,1,0,0.19850993,-0.25983083,0.0,0.0,-0.33601990000000004,0.33756220000000003,1
101,Encourage fewer people to go to university,Graduating from college can keep poverty at bay.,Graduating from college can not keep poverty at bay.,-0.6148831,0.67829275,1,0,-0.40092725,0.35574964,1.0,0.0,-0.25913346000000004,0.2773655,1
102,Encourage fewer people to go to university,College graduates make more money.,College graduates make less money.,-0.44669908,0.44480565,1,0,1.0956032,-1.1544583000000002,0.0,0.0,-1.60115738,1.54040885,1
103,Encourage fewer people to go to university,College graduates do better financially.,College graduates do worse financially.,-0.57440144,0.61568415,1,0,-0.7312266,0.68798155,1.0,0.0,0.11358011000000001,-0.11554244999999996,0
104,Encourage fewer people to go to university,People who graduate from college have more earning power.,People who graduate from college have less earning power.,-0.22683504,0.24306545,1,0,-0.48812872,0.40971494,1.0,0.0,0.18287990000000004,-0.24506327000000003,0
105,Encourage fewer people to go to university,Gaining a college education is money well spent. ,Gaining a college education is not money well spent. ,-0.12509495,0.17963281,1,0,0.551747,-0.5719976,0.0,0.0,-0.69709255,0.73137981,1
106,Encourage fewer people to go to university,Learning will always pay off. ,Learning will not always pay off. ,-0.2783725,0.30705956,1,0,0.24287286,-0.21790984,0.0,0.0,-0.49628234000000004,0.54993242,1
107,Encourage fewer people to go to university,"The more college graduates in one geographical area, the more higher-paying employers will be found","The less college graduates in one geographical area, the less higher-paying employers will be found",-0.2433571,0.251541,1,0,1.9472221,-1.9472601000000003,0.0,0.0,-2.1906172,2.1987631,1
108,We must enforce term limits on the legislative branch of government,Term limits should be voted on ,Term limits should not be voted on ,-1.5047994,2.0128844,1,0,-2.2666304,1.8684416000000001,1.0,0.0,0.36364220000000014,-0.253746,0
109,We must enforce term limits on the legislative branch of government,The incentive for corruption and self-enrichment in office is increased by term limits:,The incentive for corruption and self-enrichment in office is decreased by term limits:,-0.581994,0.762778,1,0,1.4469317,-1.5383506,0.0,0.0,-2.1203446,2.2097097,1
110,We must enforce term limits on the legislative branch of government,"A strong, consistent executive may be desirable in many cases.","A strong, consistent executive may not be desirable in some cases.",-1.9303162,2.5800872,1,0,0.7542949000000001,-0.74735445,0.0,0.0,-2.67767065,3.3343821,1
111,We must enforce term limits on the legislative branch of government,"There are some circumstances when one would want a strong, consistent executive branch of government in place.","There are no circumstances when one would want a strong, consistent executive branch of government in place.",-1.4875689,1.9598922,1,0,2.0004694,-2.0642912,0.0,0.0,-3.5518601,3.9603616,1
112,We must enforce term limits on the legislative branch of government,It may at some point be desirable to keep around a certain executive longer than terms decide,It may not at some point be desirable to keep around a certain executive longer than terms decide,-1.162633,1.4487884,1,0,1.068332,-1.0965686000000001,0.0,0.0,-2.2592016,2.5171204,1
113,We must enforce term limits on the legislative branch of government,Freeing the executive from re-election concerns can help focus attention on the public interest,Freeing the executive from re-election concerns can not help focus attention on the public interest,-1.6428502,2.2711756,1,0,1.3369559,-1.2547021,0.0,0.0,-2.8975523,3.6081315,1
114,Abolish the security council veto,"The veto power was granted legally to the P5 by the other participating states, and therefore the P5 have a right to those powers.","The veto power was not granted legally to the P5 by the other participating states, and therefore the P5 have no right to those powers.",-1.7769866,2.3290637,1,0,2.6460729,-2.638763,0.0,0.0,-4.4157496,4.9751366,1
115,Abolish the security council veto,It is appropriate for the veto power to remain in place.,It is not appropriate for the veto power to remain in place.,-1.9743204,2.623389200000001,1,0,-3.5791464,3.2898016000000005,1.0,0.0,1.3154812000000005,-0.955757199999999,0
116,We should make new years resolutions,A goal for a whole year is unrealistic.,A goal for a whole year is realistic.,-1.0908158,1.3420761,1,0,1.4759407,-1.7009575000000001,0.0,0.0,-2.7917733,2.8180168,1
117,People should have a right to private education,Private schools encourage elitism,Private schools discourage elitism,-1.7048324,2.2793245,1,0,2.6946554,-2.8468165,0.0,0.0,-4.5516489,4.9739799,1
118,People should have a right to private education,Removing 'choice' will improve the overall standard of our schools.,Removing 'choice' will decrease the overall standard of our schools.,-2.0930133,2.6814456,1,0,-1.863107,1.3437306,1.0,0.0,-0.7492827,0.8183385999999999,1
119,The republican party has lost its way,Having won the economic argument during the Reagan years – both with Russia and the Democratic Party – the Republicans now address social concerns and do so with a consistent message.,Having lost the economic argument during the Reagan years – both with Russia and the Democratic Party – the Republicans now do not address social concerns with a consistent message.,-0.68670505,0.81048906,1,0,-2.5145965,2.1080202999999997,1.0,0.0,1.4213152499999997,-1.70410744,0
120,Handguns must be banned in Washington D.C.,The majority of Americans support allowing the concealed carry of handguns.,The majority of Americans support allowing the concealed carry of handguns.,-0.9442953000000002,1.1219431,1,0,1.186276,-1.2472326,0.0,0.0,-2.1915279,2.3082191,1
121,Handguns must be banned in Washington D.C.,Many of the American adults are in favour of carrying concealed handguns,Many of the American adults are not in favour of carrying concealed handguns,-1.3345388,1.6560127,1,0,1.4122196000000002,-1.4951393999999998,0.0,0.0,-2.8296782,3.0682323,1
122,Handguns must be banned in Washington D.C.,Carrying a concealed handgun could help stop a public shooting spree.,Carrying a concealed handgun could not help stop a public shooting spree.,-0.6155575,0.7079818,1,0,1.278822,-1.3468215000000001,0.0,0.0,-1.962379,1.9868038,1
