,claims,perpectives,opposite_auto,undermine_origin,support_origin,predict_origin,gold_origin,undermine_opposite,support_opposite,predict_opposite,gold_opposite,oppose_sum,support_sum,final_label
19,Raise The School Leaving Age To 18,The economy of the future requires more education,The economy of the future requires less education,-1.9931637,2.6165497,1,1,-0.028600542000000003,-0.17657399,0,1,-2.16973769,2.5879491580000002,1
20,Raise The School Leaving Age To 18,"In the future, the economy will rely on those with more education.","In the future, the economy will rely on those with less education.",-1.6661581,2.2242212,1,1,-2.6605543999999997,2.1798086,1,1,0.5136504999999998,-0.43633319999999953,0
21,Raise The School Leaving Age To 18,Not everyone is good at studying, everyone is good at studying,-2.0078673,2.659577,1,0,-0.8850505,0.27074113,1,0,-1.73712617,1.7745265000000001,1
22,Raise The School Leaving Age To 18,Some people are unable to handle the rigor of university-level coursework.,Some people are not unable to handle the rigor of university-level coursework.,1.5425913,-1.5093939,0,0,1.5460450000000001,-1.5745046999999999,0,0,-0.03191339999999987,0.03665110000000005,1
23,Raise The School Leaving Age To 18,We shouldn't force people to study if they aren't good at it and choose not to.,We should force people to study if they aren't good at it and choose not to.,0.7317246000000001,-0.64508295,0,0,1.6960741999999998,-1.7246753000000001,0,0,-0.9929507000000001,1.0509912499999996,1
24,Raise The School Leaving Age To 18,not everyone is good academically, everyone is good academically,0.93362284,-0.81812423,0,0,-1.1950979,0.5545452,1,0,1.48816804,-2.01322213,0
25,Raise The School Leaving Age To 18,some people are not good at studying,some people are good at studying,1.0730466,-0.9547505,0,0,1.2713223,-1.4627702,0,0,-0.38972359999999995,0.31657180000000007,1
26,Make all museums free of charge,Funding for museums is wasteful,Funding for museums is not wasteful,1.7089951,-1.5969771,0,0,-0.33921236,0.0015218970000000001,1,0,1.710516997,-1.93618946,0
27,Make all museums free of charge,We should not expect the state to fund museums,We should expect the state to fund museums,1.1331396,-1.0252016,0,0,-1.4429965,1.0558693000000001,1,0,2.1890089,-2.4681981,0
28,Make all museums free of charge,Museums are a crucial source of inspiration and education,Museums are not a crucial source of inspiration and education,-2.1128778,2.705835,1,1,1.9791082999999998,-2.0940746999999997,0,1,-4.2069525,4.6849433,1
29,Make all museums free of charge,Museums are a necessary part of a society's understanding of culture and edification.,Museums are not a necessary part of a society's understanding of culture and edification.,-1.9835345,2.5979643,1,1,1.8216317,-1.9490508000000002,0,1,-3.9325853000000004,4.419596,1
30,Make all museums free of charge,Museums are critical to the motivations as well as the education of a society as a whole. ,Museums are not critical to the motivations as well as the education of a society as a whole.,-2.0363355,2.696203,1,1,2.2064939,-2.2331696,0,1,-4.2695051,4.9026969000000005,1
31,Make all museums free of charge,Museum charges can be offset by government funding,Museum charges can't be offset by government funding,-1.8158772,2.4264135,1,1,1.2156243,-1.2436871999999999,0,1,-3.0595644,3.6420377999999998,1
32,Make all museums free of charge,People are more likely to attend museums if they are free. ,People are not more likely to attend museums if they are free.,-1.3174537,1.6672239,1,1,1.432087,-1.4318106000000002,0,1,-2.7492643,3.0993109,1
33,Make all museums free of charge,"If state-funded, there is little incentive to increase numbers of visitors","If state-funded, there is not little incentive to increase numbers of visitors",0.48087582,-0.42738622,0,0,-0.27926209999999996,0.1040376,1,0,0.58491342,-0.70664832,0
34,Chess must be at the Olympics,"Chess is currently not an Olympic sport, but it should be.","Chess is currently an Olympic sport, but it should be.",-0.486138,0.4817694,1,1,-1.1855586,0.7154264,1,1,0.2292884,-0.7037892,0
35,Chess must be at the Olympics,Opening up the Olympics for borderline sports is bad in itself,Opening up the Olympics for borderline sports is not bad in itself,-0.2684828,0.20309463,1,0,0.16047828,-0.36568174,0,0,-0.63416454,0.36357291,1
36,Chess must be at the Olympics,Olympic sports are suppose to be physical,Olympic sports are not suppose to be physical,-1.6009097,2.0797906,1,0,1.8104102999999998,-1.808166,0,0,-3.4090757,3.8902009,1
37,Chess must be at the Olympics,Chess is highly popular and should be represented,Chess is not highly popular and should be represented,-1.988477,2.6301107,1,1,2.2999240000000003,-2.341184,0,1,-4.329661,4.9300347,1
38,Chess must be at the Olympics,Chess is popular worldwide and should be an Olympic sport.,Chess is not popular worldwide and should be an Olympic sport.,-1.0457103,1.3124819,1,1,2.4892392000000005,-2.4646049,0,1,-3.5103152,3.801721100000001,1
39,Chess must be at the Olympics,Chess is one of the popular sport that should be represented at the Olympic.,Chess is not one of the popular sport that should be represented at the Olympic.,-1.6284622,2.1537433,1,1,2.879281,-2.8587290000000003,0,1,-4.4871912,5.0330243,1
40,Chess must be at the Olympics,Chess cannot ensure fair play,Chess can ensure fair play,0.99276614,-0.96850353,0,0,-3.4641528,3.0434832999999997,1,0,4.03624944,-4.43265633,0
41,Chess must be at the Olympics,Mind sports are some of the world's oldest and most contested competitive sports.,Mind sports are not some of the world's oldest and most contested competitive sports.,-1.1299691,1.4052482,1,1,2.4215229,-2.3938231,0,1,-3.5237922,3.8267710999999998,1
42,Chess must be at the Olympics,Mind sports have been around for centuries and are competitive.,Mind sports have been around for centuries and are not competitive.,-1.7476197,2.3283296,1,1,1.0229306,-1.1140816,0,1,-2.8617013,3.3512602,1
43,Chess must be at the Olympics,Mind sports is the oldest and most highly competitive sports.,Mind sports is not the oldest and most highly competitive sports.,-1.4885695,1.9390013,1,1,2.7155054,-2.7861314,0,1,-4.2747009,4.6545067,1
44,Federal States are better than unitary nations,Federal states are better able to protect their citizens.,Federal states are not better able to protect their citizens.,-0.70872295,0.83012193,1,1,1.7524345000000001,-1.8770612000000002,0,1,-2.5857841500000003,2.5825564300000003,1
45,Federal States are better than unitary nations,Citizens are better protected in federal states.,Citizens are not better protected in federal states.,-1.1787828,1.4940662,1,1,2.0529132,-2.1313896,0,1,-3.3101724,3.5469793999999997,1
46,Federal States are better than unitary nations,Federal United States are better off economically.,Federal United States are not better off economically.,-1.5375724,2.0326176,1,1,2.0743861,-2.1648614,0,1,-3.7024337999999997,4.1070037,1
47,Federal States are better than unitary nations,"Federal governments often extend their powers and usurp local authority, especially if one or more federal units are disproportionately powerful.","Federal governments often extend their powers and usurp local authority, especially if one or less federal units are disproportionately powerful.",-0.5191667000000001,0.6052611999999999,1,0,0.46138316,-0.55927324,0,0,-1.07843994,1.06664436,1
48,Federal States are better than unitary nations,Federal states are economically stronger,Federal states are not economically stronger,-2.0208168,2.6550581,1,1,1.570094,-1.6721096999999998,0,1,-3.6929264999999996,4.225152100000001,1
49,The Catholic Church needs reform,It currently promotes loyalty to the institution not the laity,It currently promotes loyalty to the institution the laity,-0.1159854,0.11507062,1,1,-2.6213717,2.164854,1,1,2.0488686,-2.50630108,0
50,The Catholic Church needs reform,"Currently the Catholic Chuch focuses on loyalty to the church itself, not those they serve.","Currently the Catholic Chuch focuses on loyalty to the church itself, those they serve.",0.49795696,-0.45717147,0,1,-1.3544683000000002,1.1608783999999999,1,1,1.6588353599999999,-1.8116397700000002,0
51,The Catholic Church needs reform,"The Catholic Church wants loyalty to institution, not to the common man.","The Catholic Church wants loyalty to institution, to the common man.",0.64645255,-0.56185997,0,1,-1.3532653000000001,1.1641573,1,1,1.81060985,-1.91512527,0
52,The Catholic Church needs reform,"Clerical rape of children is, in part, due to the celibacy of priests and must change","Clerical rape of children is not , in part, due to the celibacy of priests and must change",-1.6863829,2.2763362,1,1,1.9183615,-1.9134388,0,1,-3.5998216999999997,4.1946977,1
53,The Catholic Church needs reform,"If priests were not forced to be celibate, the issue of child rate would not be as widespread.","If priests were forced to be celibate, the issue of child rate would not be as widespread.",0.46182612,-0.39289063,0,1,2.3183968,-2.325764,0,1,-1.86393788,1.9255061699999998,1
54,The Catholic Church needs reform,One of the reasons clerical child rape has happened is due to priests being forced to remain celibate.,One of the reasons clerical child rape has happened is not due to priests being forced to remain celibate.,0.45777085,-0.413397,0,1,1.4439349,-1.4681312,0,1,-1.01036035,1.0305379,1
55,The Catholic Church needs reform,Too much responsibility on the Pope,Too little responsibility on the Pope,-1.225837,1.5478874,1,1,1.9733796000000001,-2.0339167000000002,0,1,-3.2597537,3.521267,1
56,Positive Discrimination Towards Women in Society Is Justified,Positive discrimination towards women should not be allowed,Positive discrimination towards women should be allowed,-0.5901308000000001,0.5703041,1,0,-2.8972877999999995,2.3753338,1,0,1.7852029999999999,-2.3269836999999995,0
57,Positive Discrimination Towards Women in Society Is Justified,"It is Men, Not Women, who are Disadvantaged in our Society","It is Men, Women, who are Disadvantaged in our Society",-0.69402766,0.7750979,1,0,-0.82632226,0.6230753000000001,1,0,-0.07095235999999994,-0.05122435999999997,1
58,Positive Discrimination Towards Women in Society Is Justified,It does not address the underlying issues,It does address the underlying issues,1.6628168,-1.5588493,0,0,1.2310733,-1.4781651000000002,0,0,0.18465169999999986,-0.32777600000000007,0
59,Positive Discrimination Towards Women in Society Is Justified,It is right to treated women differently than men in some cases. ,It is not right to treated women differently than men in some cases.,-1.1330178,1.3472624,1,1,0.9417481,-1.0295198,0,1,-2.1625376000000003,2.2890105,1
60,Positive Discrimination Towards Women in Society Is Justified,Parliament must be representative of our society and that requires a substantial increase in the number of women which only positive discrimination can achieve,Parliament needn't be representative of our society and that requires a substantial increase in the number of women which only positive discrimination can achieve,-2.0531998,2.6703863,1,1,-1.126998,0.7881975999999999,1,1,-1.2650021999999999,1.5433883000000002,1
61,Positive Discrimination Towards Women in Society Is Justified,Female role models are needed urgently to raise aspirations among young women and change parliamentary practices,Female role models are not needed urgently to raise aspirations among young women and change parliamentary practices,-1.8238157,2.4416323,1,1,-0.11738620000000001,-0.0671023,1,1,-1.8909179999999999,2.3242461000000003,1
62,Positive Discrimination Towards Women in Society Is Justified,In order to change parliamentary practices it is urgent to have female role models to raise aspirations among young women.,In order to change parliamentary practices it is not urgent to have female role models to raise aspirations among young women.,-1.9413699,2.5877914,1,1,0.8992573,-1.0197756,0,1,-2.9611454999999998,3.4870487,1
63,Positive Discrimination Towards Women in Society Is Justified,Positive discrimination for women is discrimination,Positive discrimination for women is not discrimination,-0.49575114,0.5246558000000001,1,0,-2.1584096,1.6730634999999998,1,0,1.1773123599999997,-1.6337538,0
64,Positive Discrimination Towards Women in Society Is Justified,Women are vastly underrepresented in democratic legislatures across the world. Until 20 years ago women had never been more than 5% of MPs in UK Parliament. ,Women are not vastly underrepresented in democratic legislatures across the world. Until 20 years ago women had never been more than 5% of MPs in UK Parliament.,-0.048769757,0.083337545,1,1,-0.5696804,0.25753027,1,1,0.208760513,-0.48634285499999996,0
65,Positive Discrimination Towards Women in Society Is Justified,"Until as recently as 20 years ago, no more than 5% of MPs in UK Parliament were female. Positive discrimination would increase that statistic","Until as recently as 20 years ago, no less than 5% of MPs in UK Parliament were female. Positive discrimination would increase that statistic",-0.9808711999999999,1.1350014,1,1,-0.6312691,0.56011784,1,1,-0.42075335999999997,0.5037322999999999,1
66, College education is worth it,College graduates are more productive as members of society.,College graduates are not more productive as members of society.,-2.0716562,2.6759663,1,1,2.0727184,-2.2826722000000004,0,1,-4.3543284,4.7486847,1
67, College education is worth it,An increase of graduates from college is beneficial to those in society who never attend college.,An increase of graduates from college is not beneficial to those in society who never attend college.,-2.1213346,2.7185838,1,1,0.4075712,-0.6025843000000001,0,1,-2.7239189,3.1261550000000002,1
68, College education is worth it,"Some argue that a college education may not be necessary, since there are many people who have succeeded despite not having college degrees. ","Some argue that a college education may be necessary, since there are many people who have succeeded despite not having college degrees.",0.7283745,-0.6492467,0,0,-0.2913804,-0.03424615,1,0,0.6941283500000001,-0.9406270999999999,0
69, College education is worth it,"The question of whether or not a college education is necessary for success is one that is debated, as many successful people are not college educated.","The question of whether or a college education is necessary for success is one that is debated, as many successful people are not college educated.",0.8449395000000001,-0.72853243,0,0,2.467177,-2.5880382,0,0,-1.7430987,1.73864457,1
70, College education is worth it,Many college graduates are employed in jobs that do not require college degrees.,Many college graduates are employed in jobs that do require college degrees.,-1.4495176,1.9510795,1,0,-3.346303,2.971779,1,0,1.5222614,-1.3952234999999997,0
71, College education is worth it,Many people with college degrees find themselves working in positions in which their degrees are not a requirement. ,Many people with college degrees find themselves working in positions in which their degrees are a requirement.,0.10580224,-0.019644104,0,0,-3.5222802000000004,3.1279702,1,0,3.23377244,-3.5419243040000006,0
72, College education is worth it,More and more college educated people are accepting jobs for which they do not need a college education. ,More and more college educated people are accepting jobs for which they do need a college education.,-0.33089957,0.3415411,1,0,-2.827969,2.4863357999999995,1,0,2.1554362299999994,-2.4864279,0
73, College education is worth it,One of the benefits of a college education is the exposure it provides to a multitude of people and ideas.,One of the benefits of a college education is not the exposure it provides to a multitude of people and ideas.,-0.90010524,1.0980148,1,1,1.7183849999999998,-1.8847200000000002,0,1,-2.78482524,2.8163998,1
74, College education is worth it,College graduates are more likely to have health insurance and retirement plans.,College graduates are not more likely to have health insurance and retirement plans.,-1.6453363,2.1798215,1,1,1.3381971000000001,-1.4394805,0,1,-3.0848168,3.5180186000000004,1
75, College education is worth it,Those who graduate from college are more likely to have retirement plans and health insurance.,Those who graduate from college are not more likely to have retirement plans and health insurance.,-1.5502876,2.0627286,1,1,-1.4078076000000002,1.1472793,1,1,-0.4030083000000002,0.6549209999999996,1
76, College education is worth it,There are more students that are having their views and values shifted during college than in the past.,There are not more students that are having their views and values shifted during college than in the past.,0.22895993,-0.16212371,0,0,1.2970097,-1.4435343999999999,0,0,-1.2145744699999999,1.1348859900000001,1
77, College education is worth it,The children of college graduates are healthier and more prepared for school.,The children of college graduates are not healthier and more prepared for school.,-2.0441468,2.6765213,1,1,0.9972393,-1.1705358000000001,0,1,-3.2146826,3.6737606,1
78, College education is worth it,Children are typically healthier and more studious when their parents have graduated  college.,Children are not typically healthier and more studious when their parents have graduated  college.,-1.4215151,1.8376391,1,1,1.4179082,-1.6083133,0,1,-3.0298284,3.2555473,1
79, College education is worth it,More and more jobs require college degrees.,Less and more jobs require college degrees.,-0.8323834999999999,0.9674396000000001,1,1,-2.6250037999999996,2.1872249,1,1,1.3548414,-1.6575641999999995,0
80, College education is worth it,A college degree is required for an increasing number of jobs.,A college degree is not required for an increasing number of jobs.,-1.6772436,2.2096322,1,1,1.9239456999999998,-2.075735,0,1,-3.7529785999999996,4.1335779,1
81, College education is worth it,More jobs only hire those with college degrees.,Less jobs only hire those with college degrees.,-0.26682457,0.26356977,1,1,0.35853392,-0.5088305999999999,0,1,-0.7756551699999998,0.62210369,1
82, College education is worth it,A bachelor's degree is considered standard now.,A bachelor's degree is not considered standard now.,-1.4844607,1.9286511,1,0,1.4736791,-1.6539737,0,0,-3.1384344000000004,3.4023301999999997,1
83, College education is worth it,College graduates have more and better employment opportunities.,College graduates have less and better employment opportunities.,-1.9129065,2.5238416,1,1,1.6863415000000002,-1.8861499,0,1,-3.7990564,4.2101831,1
84, College education is worth it,Earning a college degree is a major life achievement.,Earning a college degree is not a major life achievement.,-2.087852,2.6923876,1,1,2.5414386,-2.694181,0,1,-4.782033,5.2338262,1
85, College education is worth it,A college education is a significant accomplishment.,A college education is not a significant accomplishment.,-2.0620584,2.6800227,1,1,2.2834222,-2.4772632000000003,0,1,-4.539321600000001,4.9634449,1
86, College education is worth it,One of the most important things that one can achieve in their lifetime is a college education. ,One of the most important things that one can achieve in their lifetime is not a college education.,-1.8533869,2.4740129,1,1,1.8303285,-1.9893589,0,1,-3.8427458000000003,4.3043414,1
87, College education is worth it,College graduates make more money.,College graduates make less money.,-1.8706784,2.4806004,1,1,1.5140316,-1.670979,0,1,-3.5416574,3.994632,1
88, College education is worth it,People who graduate from college have more earning power.,People who graduate from college have less earning power.,-2.003533,2.6406708,1,1,-0.39309973,0.17667861,1,1,-1.82685439,2.2475710700000002,1
89, College education is worth it,Gaining a college education is money well spent. ,Gaining a college education is not money well spent.,-1.9361247,2.585875,1,1,2.0527296,-2.1756124,0,1,-4.1117371,4.638604600000001,1
90, College education is worth it,Earning college education is always a worthwhile investment. ,Earning college education is not always a worthwhile investment.,-1.1261617,1.4289052,1,1,1.8799574000000001,-2.0867016,0,1,-3.2128633,3.3088626000000003,1
91, College education is worth it,Learning is always worthwhile.,Learning is not always worthwhile.,-0.7005124,0.8390267,1,1,1.6518683,-1.7938467,0,1,-2.4943591,2.490895,1
92, College education is worth it,Learning and education is always a good investment. ,Learning and education is not always a good investment.,-1.7354405,2.3090482,1,1,1.5815516,-1.8211099999999998,0,1,-3.5565504999999997,3.8905998,1
93, College education is worth it,Many recent college graduates are un- or underemployed.,Many recent college graduates are not un- or underemployed.,-0.3113742,0.29739827,1,0,0.9132161,-1.1146417,0,0,-1.4260159,1.21061437,1
94, College education is worth it,"In recent times, there are significant numbers of unemployed and underemployed college graduates. ","In recent times, there are not significant numbers of unemployed and underemployed college graduates.",-0.748492,0.9217255,1,0,-0.49341455,0.34206653,1,0,-0.40642547000000007,0.42831094999999997,1
95, College education is worth it,"Among those who are unemployed and underemployed, there are many college graduates. ","Among those who are not unemployed and underemployed, there are many college graduates.",-0.9521901,1.1492308,1,0,-1.7395227999999998,1.4269,1,0,0.4747099,-0.5902919999999998,0
96, College education is worth it,Attending college is a great way to network. ,Attending college is not a great way to network.,-2.0703597,2.7064059,1,1,2.1497610000000003,-2.3212189999999997,0,1,-4.3915787,4.8561669,1
97, College education is worth it,A college degree is no guarantee of workplace benefits.,A college degree is not no guarantee of workplace benefits.,0.11567433,-0.11732805,0,0,1.5152178,-1.6872778000000002,0,0,-1.5716034700000001,1.39788975,1
98, College education is worth it,There is no guarantee there will be benefits.,There is not no guarantee there will be benefits.,0.3585946,-0.32867634,0,0,1.6947675,-1.8494357,0,0,-1.4908411,1.3660911599999999,1
99, College education is worth it,Learning a trade profession is a better option than college for many young adults.,Learning a trade profession is not a better option than college for many young adults.,-0.4506177,0.48932767,1,0,1.9382728,-2.1025622000000004,0,0,-2.5531799000000004,2.42760047,1
100, College education is worth it,Trade professions are in need of more individuals and it may be more profitable than going to college.,Trade professions are not in need of more individuals and it may be more profitable than going to college.,0.17167579,-0.09242683,0,0,-1.3991692,0.9878878000000001,1,0,1.15956359,-1.49159603,0
101, College education is worth it,College graduates are healthier and live longer.,College graduates are not healthier and live longer.,-2.0205407,2.6369104,1,1,1.6807158,-1.7781903000000001,0,1,-3.798731,4.3176262,1
102, College education is worth it,Health and longevity are associated with graduating from a college.,Health and longevity are not associated with graduating from a college.,-1.638411,2.189176,1,1,1.4038737,-1.5525539,0,1,-3.1909649,3.5930497,1
103, College education is worth it,College is an investment in health and longevity.,College is not an investment in health and longevity.,-1.6150658,2.1374085,1,1,2.049636,-2.2719487999999997,0,1,-3.8870145999999997,4.1870445,1
104, College education is worth it,Employers are attracted to locales with college graduates. ,Employers are not attracted to locales with college graduates.,-2.007425,2.6579554,1,1,1.5885669,-1.723228,0,1,-3.730653,4.2465223000000005,1
105, College education is worth it,"The more college graduates in one geographical area, the more higher-paying employers will be found","The less college graduates in one geographical area, the more higher-paying employers will be found",-1.2814366,1.6524768,1,1,0.97671455,-1.1002141,0,1,-2.3816507,2.62919135,1
106, College education is worth it,College degrees do not guarantee learning or job preparation.,College degrees do guarantee learning or job preparation.,0.76024246,-0.67198026,0,0,-2.2232363,1.8399078999999998,1,0,2.6001503599999998,-2.8952165599999997,0
107, College education is worth it,Acquiring a degree does not guarantee you a job.,Acquiring a degree does guarantee you a job.,0.22295189,-0.22425723,0,0,-3.4253364,3.112519,1,0,3.33547089,-3.64959363,0
108,Socialism is Dead,Socialism has changed historically to meet the challenges of the moment and is addressing those of the 21st century in new ways,Socialism has changed historically to meet the challenges of the moment and is not addressing those of the 21st century in new ways,-0.4230713,0.4687948,1,0,1.055461,-1.1807206000000001,0,0,-1.6037919,1.5242558,1
109,Socialism is Dead,Socialism can be molded to fit the needs of the moment. ,Socialism can't be molded to fit the needs of the moment.,-1.0586289,1.318568,1,0,2.1975403,-2.264014,0,0,-3.3226429,3.5161083,1
110,Socialism is Dead,Socialism is a an ever changing set of principles that can be applied in new ways to meet the challenges of a changing world.,Socialism is not a an ever changing set of principles that can be applied in new ways to meet the challenges of a changing world.,-0.5084725,0.5602625,1,0,2.2447314,-2.2630967999999996,0,0,-2.7715692999999995,2.8049939,1
111,Socialism is Dead,Socialism is no longer seen as a viable option and even the Left has accepted that Capitalism is a better system.,Socialism is not no longer seen as a viable option and even the Left has accepted that Capitalism is a better system.,-0.0039418414,0.09547477,1,1,0.69783574,-0.7556086999999999,0,1,-0.7595505413999999,0.7933105100000001,1
112,Socialism is Dead,Capitalist principles are now being seen as a better option than Socialism even by the leaders of the Left. ,Capitalist principles are not now being seen as a better option than Socialism even by the leaders of the Left.,-0.9640612,1.1771014,1,1,2.026938,-2.0774841,0,1,-3.0415453,3.2040394,1
113,Socialism is Dead,Even the left fielders are now accepting capitalist principles over socialism in term of real way of life,Even the left fielders are not now accepting capitalist principles over socialism in term of real way of life,-1.2871114,1.6346035,1,1,-0.9320799999999999,0.6548974,1,1,-0.6322139999999999,0.7025235000000002,1
114,Socialism is Dead,Socialism is a more secure system than the free market in Capitalism,Socialism is not a more secure system than the free market in Capitalism,0.8593408000000001,-0.76867276,0,0,2.1378803,-2.213746,0,0,-1.3544052,1.3692075400000001,1
115,Socialism is Dead,Capitalism is less secure than socialist systems. ,Capitalism is not less secure than socialist systems.,0.5403553000000001,-0.46034542,0,0,2.4693818,-2.5120897,0,0,-1.9717344,2.00903638,1
116,Governments Should Pay Compensation For Terrorist Atrocities Carried Out By Their Citizens,Governments in countries where terrorism is prevalent should allocate tax dollars to a pool to compensate nations that have been victims.,Governments in countries where terrorism is not prevalent should allocate tax dollars to a pool to compensate nations that have been victims.,-0.7940706999999999,0.9258673000000001,1,1,-0.12766255,-0.029022787,1,1,-0.823093487,0.79820475,1
117,There is life after death,Life after death is strongly stated in the bible.,Life after death is not strongly stated in the bible.,-1.2753351,1.6101866,1,1,1.7727529999999998,-1.7324612000000001,0,1,-3.0077963,3.3829396,1
118,There is life after death,The bible states that there is life after death.,The bible states that there is not life after death.,-0.89494985,1.0939264,1,1,1.6840066999999999,-1.7020018,0,1,-2.59695165,2.7779331,1
119,There is life after death,There is with certainty a Heaven and Hell.,There is not with certainty a Heaven and Hell.,-1.354918,1.6710489,1,1,2.0102215,-1.9571182,0,1,-3.3120362,3.6812704,1
120,There is life after death,There is a Heaven and there is a Hell.,There is not a Heaven and there is a Hell.,-0.7242138000000001,0.8366019,1,1,1.6792778999999998,-1.6804073,0,1,-2.4046211,2.5158797999999996,1
121,There is life after death,yes there is a heaven and a hell,yes there is not a heaven and a hell,0.4138648,-0.26475108,0,1,-0.22228052,0.07854514,1,1,0.49240994,-0.4870316,0
122,There is life after death,My strong belief is that Heaven and Hell exist.,My strong belief is not that Heaven and Hell exist.,-0.8548244,1.006607,1,1,1.5343695,-1.5898888999999998,0,1,-2.4447133,2.5409765,1
123,College football should replace the bowl championship series (BCS),The proposed playoff system alternatives are actually less fair than the BCS system in place.,The proposed playoff system alternatives are not actually less fair than the BCS system in place.,2.2521386,-2.2653708,0,0,2.329957,-2.3567305,0,0,-0.10459189999999996,0.06458619999999993,1
124,College football should replace the bowl championship series (BCS),The BCS rankings are designed to favor consistency over the course of the entire season.,The BCS rankings are not designed to favor consistency over the course of the entire season.,-1.2682765,1.5970982,1,0,2.8856029999999997,-2.885627,0,0,-4.1539035,4.482701199999999,1
125,College football should replace the bowl championship series (BCS),"A playoff system would not mean the end of the BCS rankings, which could still be used to determine the top 4, 8, 12, or 16 teams, depending on how many playoff games are feasible.","A playoff system would mean the end of the BCS rankings, which could still be used to determine the top 4, 8, 12, or 16 teams, depending on how many playoff games are feasible.",2.3844779,-2.4012666,0,1,2.082553,-2.1334777000000003,0,1,0.25100019999999956,-0.31871360000000015,0
126,All drugs should be decriminalised,"In addition to our first argument: There is no legal bar on the purchase of alcoholic drink and cigarettes, though both are often addictive ","In addition to our first argument: There is not no legal bar on the purchase of alcoholic drink and cigarettes, though both are often addictive",-0.65751165,0.6813060999999999,1,1,0.9622224,-1.0191714,0,1,-1.67668305,1.6435285,1
