undermine_score,support_score,cp_distance,cop_distance,predict_label,distance_label,gold,Label,claim,perspective,opposite_perspective
2.5856388,0.0032938984,0.59319067,1.1707501,0,1,1,1,College football should replace the bowl championship series (BCS),"A playoff system would not mean the end of the BCS rankings, which could still be used to determine the top 4, 8, 12, or 16 teams, depending on how many playoff games are feasible.","A playoff system would mean the end of the BCS rankings, which could still be used to determine the top 4, 8, 12, or 16 teams, depending on how many playoff games are feasible."
-4.915796299999999,4.184451999999999,0.051813543,0.011907756,1,0,1,1,All drugs should be decriminalised, Decriminilisation of drugs will diminish organised crime , Decriminilisation of drugs will not diminish organised crime
1.6175061000000002,0.9194578000000001,0.9487099,1.8444197,0,1,1,1,Pensions should be privatised,Private Enterprise is more suited to long-term planning and sustainability,Private Enterprise is not more suited to long-term planning and sustainability
4.633711,-1.274824,1.6943831000000003,1.7049928,0,1,0,0,You have nothing to worry about surveillance if you have done nothing wrong,Lack of trust, glut of trust
-3.7806091,4.2755165,0.038880587,0.034329295,1,0,1,1,The use of animals as objects of sport and entertainment should be banned.,When animals are treated as property it prevents them from being perceieved as part of the moral community. ,When animals are not treated as property it prevents them from being perceieved as part of the moral community.
3.264475,-3.1446035,0.97437984,1.0522799999999999,0,1,0,0,"In Parliamentary Democracies, A Change Of Prime Minister Should Automatically Trigger A General Election.",It would create instability and logistical problems,It would not create instability and logistical problems
-4.290851,3.264986,0.008956432,0.0038850307,1,0,1,1,We must support the use of truth and reconciliation commissions,reconciliation helps with justice,reconciliation spoil with justice
-3.296128,2.4268856,0.16278595,0.0030496715999999997,1,0,1,1,We must support the use of truth and reconciliation commissions,Truth and reconciliation are more important than retribution following violent and long term conflicts,Truth and reconciliation are not more important than retribution following violent and long term conflicts
-4.549434,3.3134785000000004,0.012587547,0.011852145,1,0,0,0,There is a good case for stating that there is a God,"If there is a god, its the sun.","If there is not a god, its the sun."
4.39497,-1.1740786,1.6006353000000002,1.8137269,0,1,0,0,The law on self defence should cover ‘grossly disproportionate’ actions,There is already enough leeway in the law of self defence.,There is not already enough leeway in the law of self defence.
3.1684308,-1.2677199,1.3334923,1.5147538,0,1,1,1,Animal testing should be banned.,"While both people and animals both suffer, most animals suffer more than people do.","While both people and animals both suffer, most animals suffer less than people do."
-1.4739954,1.8106514,0.15942651,0.04435402,1,0,0,0,Animal testing should be banned.,Animals often make better research subjects than human beings because of their shorter life cycles.,Animals often make worse research subjects than human beings because of their shorter life cycles.
5.221180400000001,-1.5058148999999998,1.7385976000000003,1.8177156000000003,0,1,1,1,Instant Replay Should Be Used in Major League Baseball,Umpires will benfit greatly from instant replay in the MLB physically.,Umpires will not benfit greatly from instant replay in the MLB physically.
4.4300914,-0.4765882000000001,1.6123035,1.8886453999999997,0,1,0,0,Instant Replay Should Be Used in Major League Baseball,Instant replay will take the human element out of baseball,Instant replay will not take the human element out of baseball
-3.9412644,2.78061,0.11564934,0.0028754473,1,0,1,1,Instant Replay Should Be Used in Major League Baseball,"It’s not possible to get every call right, so instant replay is a necessary supplement to umpires’ skill","It’s possible to get every call right, so instant replay is a necessary supplement to umpires’ skill"
-3.6569562000000007,2.9078822,0.15835506,0.034151673,1,0,0,0,Instant Replay Should Be Used in Major League Baseball,Instant replay will make long MLB games even longer.,Instant replay will not make long MLB games even longer.
6.8322066999999995,-2.1433072,1.9225235,1.9491317,0,1,0,0,Instant Replay Should Be Used in Major League Baseball,Instant replay drags ut calls most umpires can make already.,Instant replay drags ut calls most umpires can not make already.
-4.115883,2.9061227,0.0063090324,0.003038168,1,0,1,1,Antarctica Should Be Opened Up For Resource Exploitation,"No possible over abuse on the resources, just a utilitarian, global benefit","No possible over abuse on the resources, just a utilitarian, global harm "
-1.9142758999999998,0.47974062,0.34679633,0.012818158,1,0,0,0,It is fine to kill one to save many,We cannot support a world where killing is acceptable as long as it saves lives.,We can support a world where killing is acceptable as long as it saves lives.
5.943331,-1.9855123,1.8715211999999999,1.9476402,0,1,0,0,It is fine to kill one to save many,"Intuitively, it is possible to understand that participating in a decision to kill is a priori wrong","Intuitively, it is not possible to understand that participating in a decision to kill is a priori wrong"
5.977237000000001,-1.3344203000000001,1.8256974,1.8923671000000002,0,1,0,0,It is fine to kill one to save many,"Intiution explains the reason why the decision to kill is viewed as wrong ,as a general principle.","Intiution explains the reason why the decision not to kill is viewed as wrong ,as a general principle."
-3.8172956,3.1398852,0.11435968,0.103140295,1,0,0,0,It is fine to kill one to save many,The possibility for the universal recogonition that killing is wrong can be deduced by pure intuition.,The possibility for the universal recogonition that killing is not wrong can be deduced by pure intuition.
-2.8115864,2.2616652999999998,0.38258606,0.0050038695,1,0,0,0,Africa is really rising,The Continent is still vulnerable to natural disasters,The Continent is not still vulnerable to natural disasters
-4.311532,3.2138019,0.007681250600000001,0.0021399856,1,0,1,1,Transparency is necessary for security,Transparency would make mistakes easier to prevent or identify.,Transparency would not make mistakes easier to prevent or identify.
6.0221849999999995,-2.3767433,1.8890433,1.962718,0,1,0,0,Student loan debt should be easier to discharge in bankruptcy,Student loan discharge would incite colleges to raise tuition,Student loan discharge would not incite colleges to raise tuition
0.7755059,-0.47333702,1.1539096000000002,1.9776436999999998,0,1,1,1,PHILOSOPHY – Utilitarianism isn’t as fair as it initially seems,INDIVIDUAL HEDONISM NOT ALWAYS POSITIVE FOR SOCIETY/INDIVIDUALS THEMSELVES.,INDIVIDUAL HEDONISM ALWAYS POSITIVE FOR SOCIETY/INDIVIDUALS THEMSELVES.
2.9126797000000004,0.5084558,1.4030011,1.8832967,0,1,0,0,Parents should have the right to do background checks on those looking after their children,Vigilante attacks can possible happen because of that.,Vigilante attacks can not possible happen because of that.
6.0753684,-1.6859378,1.9031028000000003,1.9469256000000001,0,1,0,0,Privacy Online is Important,Internet privacy only helps criminals.,Internet privacy only spoil criminals.
4.331799500000001,-0.61710274,1.60235,1.7307493999999999,0,1,0,0,Privacy Online is Important,Online privacy only benefits those who commit crimes on the internet.,Online privacy only harm those who commit crimes on the internet.
-4.0587955000000004,2.8161964,0.014945567,0.0075650215000000005,1,0,1,1,Privacy Online is Important,People vulnerable to explotation are protected.,People vulnerable not to explotation are protected.
-3.9211416,2.717756,0.056867957000000004,0.02312076,1,0,1,1,Privacy Online is Important,Those who might be exploited are protected. ,Those who might not be exploited are protected.
3.3650122000000002,-0.10448944,1.5140107,1.7649407,0,1,1,1,Privacy Online is Important,Users online would be unprotected from exploitation if it weren't for online privacy.,Users online would be unprotected from exploitation if it were for online privacy.
0.9982291,0.17171028,0.92553496,1.6526146000000002,0,1,0,0,Encourage fewer people to go to university,College graduates are more productive as members of society.,College graduates are not more productive as members of society.
4.5418205,-4.1877627,1.1958369,1.2861861,0,1,1,1,Encourage fewer people to go to university,"Some argue that a college education may not be necessary, since there are many people who have succeeded despite not having college degrees. ","Some argue that a college education may be necessary, since there are many people who have succeeded despite not having college degrees."
4.4621825,-3.7638032,1.3349586000000002,1.8638407,0,1,1,1,Encourage fewer people to go to university,There are more students that are having their views and values shifted during college than in the past.,There are not more students that are having their views and values shifted during college than in the past.
-3.5848758000000003,3.9416050000000005,0.09021592,0.042423964,1,0,0,0,Encourage fewer people to go to university,College graduates make more money.,College graduates make less money.
4.440580000000001,-3.4971193999999994,1.3775438999999998,1.7333971999999997,0,1,0,0,Encourage fewer people to go to university,Learning will always pay off. ,Learning will not always pay off.
-0.032758567,-0.04254168,0.45487040000000006,0.8717568000000001,0,1,1,1,Encourage fewer people to go to university,A college degree is no guarantee of workplace benefits.,A college degree is not no guarantee of workplace benefits.
2.3062146,-2.5610876,0.814561,1.7194922,0,1,1,1,Encourage fewer people to go to university,There is no guarantee there will be benefits.,There is not no guarantee there will be benefits.
6.182746400000001,-5.3283477,1.4994242,1.5835931,0,1,0,0,Encourage fewer people to go to university,Employers are attracted to locales with college graduates. ,Employers are not attracted to locales with college graduates.
-1.2928073,2.0863907,0.28810418,0.26751816,1,0,1,1,Governments should ban the media from reporting hostage-taking,Exaggeration by the media hurts the situation more than helping it along,Exaggeration by the media protect the situation more than helping it along
4.7536830000000005,-0.37554818,1.5965103,1.6660194,0,1,1,1,We must enforce term limits on the legislative branch of government,"the longer someone is  in power, the more likely he will use it for personal advantage","the longer someone is not  in power, the more likely he will use it for personal advantage"
4.8762274,-0.5058946,1.6219128,1.6500959,0,1,1,1,We must enforce term limits on the legislative branch of government,"as times went one, the more someone is in control of his power, the more likely he will succumb to use such power for personal advantage","as times went one, the less someone is in control of his power, the more likely he will succumb to use such power for personal advantage"
-2.6283064,1.5202688,0.10870105,0.008303880999999999,1,0,1,1,We must enforce term limits on the legislative branch of government,Term limits create more competitive elections for public office that empower new leaders and ideas:,Term limits create less competitive elections for public office that empower new leaders and ideas:
2.1624334,1.3775266000000002,1.2305741000000001,1.7496521,0,1,0,0,We must enforce term limits on the legislative branch of government,The incentive for corruption and self-enrichment in office is increased by term limits:,The incentive for corruption and self-enrichment in office is not increased by term limits:
5.6140566,-1.7591017,1.7544137999999998,1.8183314999999998,0,1,0,0,We must enforce term limits on the legislative branch of government,"There are many instances when having a powerful, unlimited executive branch of government is best.","There are not many instances when having a powerful, unlimited executive branch of government is best."
3.5301913999999996,-0.3106634,1.461463,1.6106796,0,1,1,1,We must enforce term limits on the legislative branch of government,there should be a tenancy for the executive branch of government as to keep in check the power of its leaders,there should not be a tenancy for the executive branch of government as to keep in check the power of its leaders
1.0247239,-0.85848016,1.0499613,1.7415929,0,1,1,1,Government must be Big and Beefy,"Government was required to drive through major changes such as drives for equality within society, universal education, and preservation of the environment. Mostly in the teeth of big business ","Government was not required to drive through major changes such as drives for equality within society, universal education, and preservation of the environment. Mostly in the teeth of big business"
4.63737,-0.38347447,1.6106998,1.9191499,0,1,1,1,Terrorism can be justified,Terrorism can bring attention,Terrorism can not bring attention
4.0849150000000005,0.64032835,1.4783746000000002,1.8865005000000001,0,1,1,1,Terrorism can be justified,Terrorism can lead to discussion,Terrorism can not lead to discussion
6.2706876,-1.9418456999999998,1.8665432000000002,1.8689116999999997,0,1,0,0,People should have a right to private education,A lack of diversity is one issue with private schools,A glut of diversity is one issue with private schools
4.8422313,-2.7465854,1.5187819,1.7098153000000003,0,1,1,1,People should have a right to private education,Abolishing a good service on the basis that some cannot afford it is absurd,Abolishing a good service on the basis that some can afford it is absurd
-3.7261963,3.949579,0.048814774000000005,0.01619625,1,0,1,1,Abolish the Superdelegate System for Democratic Party Conventions,"The disproportionate influence of former politicians inevitably benefits old, powerful, white men ","The disproportionate influence of former politicians inevitably harm old, powerful, white men"
-3.2774162000000002,2.1022327,0.19897473,0.16100526,1,0,1,1,permit the use of performance enhancing drugs in professional sports,"There is no distinction between ""natural"" and synthetic methods of performance enhancement","There is not no distinction between ""natural"" and synthetic methods of performance enhancement"
-2.9717984,1.7138324,0.2653178,0.03196764,1,0,1,1,permit the use of performance enhancing drugs in professional sports,Taking more risks in training and competition would allow athletes the freedom to become the best competitors they can be.,Taking less risks in training and competition would allow athletes the freedom to become the best competitors they can be.
5.3108864,-3.81417,1.5180835,1.7220793,0,1,0,0,Handguns must be banned in Washington D.C.,Many of the American adults are in favour of carrying concealed handguns,Many of the American adults are not in favour of carrying concealed handguns
2.5905514,-2.2164254,0.8148517,1.2239037,0,1,1,1,Handguns must be banned in Washington D.C.,The conditions for concealed carry permits and background checks do not inhibit criminals from obtaining weapons,The conditions for concealed carry permits and background checks do inhibit criminals from obtaining weapons
1.0151303,-1.0295099,0.48645538,0.5699139,0,1,1,1,Handguns must be banned in Washington D.C.,"Public safety should be left to professionally qualified police officers, not private citizens with little or no expert training.","Public safety should be left to professionally qualified police officers, private citizens with little or no expert training."
0.52535707,-0.023556259,0.46088892,0.8806485000000001,0,1,1,1,Handguns must be banned in Washington D.C.,"Only police officers, who have received professional qualifications, should protect the safety of the public, not private individuals who have not received such training","Only police officers, who have received professional qualifications, should protect the safety of the public, private individuals who have not received such training"
-1.7907306,2.4541934,0.19304913,0.023697674,1,0,1,1,Handguns must be banned in Washington D.C.,Concealed carrying of weapons results in a greater chance of a conflict becoming more intense to the point of death of one party.,Concealed carrying of weapons results in a greater chance of a conflict becoming less intense to the point of death of one party.
-3.985296,3.8450908999999998,0.050678015,0.047902465,1,0,1,1,Rupert Murdoch is not a fit person to run an international media corporation,News Corp's lack of transparency make it a suspect organization.,News Corp's glut of transparency make it a suspect organization.
-2.7318985000000002,3.0179906,0.1511544,0.10108948,1,0,1,1,Rupert Murdoch is not a fit person to run an international media corporation,The lack of transparency in News Corp creates a overwhelming distrust in the public view.,The glut of transparency in News Corp creates a overwhelming distrust in the public view.
-4.272798000000001,3.8438876000000004,0.017034352,0.012940705,1,0,0,0,Rupert Murdoch is not a fit person to run an international media corporation,"Murdoch is effective at selling news to the masses, sadly because of his lack of morals.","Murdoch is not effective at selling news to the masses, sadly because of his lack of morals."
2.7935455,0.8737638000000001,0.78205734,1.8727033,0,1,1,1,It is worth voting,We vote not just for ourselves.,We vote just for ourselves.
2.1827612000000003,-1.6743022,0.7947544,0.7951885999999999,0,1,0,0,Civil liberties should be sacrificed for the greater good,The loss of individual liberty is the start of a slippery slope.,The loss of individual liberty is not the start of a slippery slope.
0.7299594,-0.5855264,0.72009844,1.3510636999999999,0,1,0,0,Civil liberties should be sacrificed for the greater good,Losing individual liberties leads to dangerous times.,Losing individual liberties leads not to dangerous times.
1.4921784,-0.93381935,0.7889879,1.5659065,0,1,0,0,Civil liberties should be sacrificed for the greater good,The loss of individual freedoms is the beginning of dark times.,The loss of individual freedoms is not the beginning of dark times.
0.22998501,0.11402201,1.0741078000000002,1.8964590000000001,0,1,0,0,Civil liberties should be sacrificed for the greater good,The terrorists would win in that case!,The terrorists would not win in that case!
7.0497975,-2.4948995,1.9408553,1.9731945,0,1,1,1,Fighting should be allowed in hockey.,Fighting is a hockey tradition that exists in the official rules and as an unwritten code among players.,Fighting is not a hockey tradition that exists in the official rules and as an unwritten code among players.
2.2301972,-0.38425934,1.1991233000000001,1.22504,0,1,1,1,Boys should go to boys only schools,some boys and girls should be educated seperately,some boys and girls should not be educated seperately
-4.3110847,3.7264720000000002,0.028646529,0.013729334,1,0,1,1,The Internet must be censored,Even sites that appeared innocent have had a devastating effect on society.,Even sites that appeared innocent don't have had a devastating effect on society.
2.7119687000000003,0.74544704,1.3276838,1.9701810000000002,0,1,0,0,We support the New START Treaty,The New START treaty helps Russia more than the US,The New START treaty spoil Russia more than the US
1.7317042,-1.5663446,0.72199684,1.7070691999999998,0,1,1,1,Christianity is the greatest deception of today,"Christianity may be a deception but it's not the ""greatest"" one","Christianity may be a deception but it's the ""greatest"" one"
-0.21752802,0.10913423400000001,0.22617996,0.0074062943000000004,1,0,0,0,Christianity is the greatest deception of today,"It isn't christianity that's the deception, organised religion is!","It is christianity that's the deception, organised religion is!"
5.861915,-1.9105294999999998,1.7505747,1.8520028999999998,0,1,0,0,Fines should be made relative to income,"Creates the perception that fines are like taxes, rather than a punishment","Creates the perception that fines are not like taxes, rather than a punishment"
-1.1335151,0.8805845999999999,0.3587916,0.042366922,1,0,1,1,The UN should impose sanctions on countries that destroy their rainforests,[Response to rebuttal] Sanctions are the most effective response to an urgent crisis.,[Response not to rebuttal] Sanctions are the most effective response to an urgent crisis.
0.15845159,0.6964738,0.573116,0.42503947,1,0,0,0,The United States is a ‘benign’ hegemon,"The US is not a hegemon at all, but an imperialist power-an empire. ","The US is a hegemon at all, but an imperialist power-an empire."
1.9303811999999998,-1.0771268999999999,0.8659982,0.9548245000000001,0,1,0,0,The United States is a ‘benign’ hegemon,The United States is a de facto empire.,The United States is not a de facto empire.
-0.8820023000000001,1.3120317,0.43181579999999997,0.05015695,1,0,0,0,The United States is a ‘benign’ hegemon,The US is less of a hegemon and more of an imperial empire,The US is not less of a hegemon and more of an imperial empire
0.5282923,-0.15694132,0.5391676999999999,1.6045361999999999,0,1,0,0,The United States is a ‘benign’ hegemon,The US is more like an imperial power and less like a hegemon,The US is not more like an imperial power and less like a hegemon
-0.6356347,0.26931173,0.47375947,0.3110875,1,0,0,0,The full financial history of all candidates for political office must be posted online,"The focus of elections should be on policy, not personal issues like financial records","The focus of elections should be on policy, personal issues like financial records"
5.32979,-1.909202,1.7684336999999999,1.9200108,0,1,0,0,The full financial history of all candidates for political office must be posted online,"Financial records are personal, not political, issues.","Financial records are personal, political, issues."
4.132701399999999,-0.76593524,1.6078117,1.8983862,0,1,1,1,The full financial history of all candidates for political office must be posted online,Financial dealings can indicate candidates’ willingness to circumvent the system/play by the rules,Financial dealings can not indicate candidates’ willingness to circumvent the system/play by the rules
-3.578292,2.9167376,0.007388413000000001,0.0027362108,1,0,1,1,Pre-nuptial agreements should not be recognised in divorce courts,Prenuptial agreements are either too lovely or not as lovely as they appear,Prenuptial agreements are either too lovely or as lovely as they appear
7.7645564,-8.325702,1.7672603999999998,1.8031049,0,1,0,0,Smoking should be banned in public places,"WHAT HAPPEN TO A FREE CANADA.  WE ARE GOING BACK TO THE TIME WERE SLAVES HAD NO RIGHT, NOW IT IS SMOKERS HAVE NO RIGHT","WHAT HAPPEN TO A FREE CANADA.  WE are not GOING BACK TO THE TIME WERE SLAVES HAD NO RIGHT, NOW IT IS SMOKERS HAVE NO RIGHT"
7.697469,-8.501755000000001,1.8045761999999999,1.809282,0,1,0,0,Smoking should be banned in public places,Taking away a smoker's rights to smoke in public is akin to the time of slavery!,Taking away a smoker's rights not to smoke in public is akin to the time of slavery!
2.41277,-0.49833554,1.3292886,1.7173879,0,1,1,1,We should abolish speed cameras,Driving behaviour has not changed since cameras were introduced,Driving behaviour has changed since cameras were introduced
3.051301,-2.031284,1.4892243,1.6074647,0,1,1,1,Scotland should cede from the union.,Independence would give Scotland clout where it matters,Independence would not give Scotland clout where it matters
3.000514,-1.9434034,1.501903,1.6468561000000002,0,1,1,1,Scotland should cede from the union.,An independent Scotland nation-state would give it more influence.,An independent Scotland nation-state would not give it more influence.
1.9194483,-2.6764584,0.7929783,1.4444611,0,1,0,0,Scotland should cede from the union.,Scotland will be unable to survive economically without England,Scotland will not be unable to survive economically without England
2.2552117999999997,-1.1983786,1.4257777,1.492724,0,1,1,1,US must get rid of the double jeopardy rule,Abolishment of double jeopardy would ensure the guilty do not escape punishment,Abolishment of double jeopardy would ensure the guilty do escape punishment
1.2508605,0.69304264,1.1383687,1.4949895,0,1,1,1,We must ban negative advertising in political campaigns,Negative campaigns helps reduce diversity, positive campaigns helps reduce diversity
-2.252242,2.968271,0.13586634,0.109116435,1,0,1,1,We must ban negative advertising in political campaigns,Negative campaigning leads to negative governance., positive campaigning leads to negative governance.
-1.1495428,1.4391648000000001,0.2208113,0.1745835,1,0,1,1,We must ban negative advertising in political campaigns,Negative campaigns can lead to negative governing., positive campaigns can lead to negative governing.
6.625433,-2.1754599999999997,1.8562098000000002,1.9491911,0,1,0,0,Humans should eat meat,We should stop eating so much meat.,We should not stop eating so much meat.
5.5189033,-1.6457447,1.8207453000000002,1.8524777,0,1,0,0,Humans should eat meat,vegetarians visit hospitals 22% less often than meat eaters ,vegetarians visit hospitals 22% more often than meat eaters
5.7130160000000005,-1.7655002,1.8467093,1.8688488,0,1,0,0,Humans should eat meat,Vegetarians visit hospitals 22% less than meat eaters.,Vegetarians visit hospitals 22% more than meat eaters.
5.9655323,-2.3206112,1.8528721000000001,1.8712482,0,1,0,0,Humans should eat meat,Vegetarians go to hospitals 22% less than meat eaters.,Vegetarians go not to hospitals 22% less than meat eaters.
-1.2711207,0.65691495,0.92504275,0.0932278,1,0,1,1,The environment is being sacrificed for the economy,air pollution is going to get worse,air pollution is not going to get worse
-1.6123264,0.9804994,0.8758425999999999,0.07493806,1,0,1,1,The environment is being sacrificed for the economy,the pollution in the air is going to get worse,the pollution in the air is not going to get worse
1.3664673999999999,-0.9639460999999999,0.8811539,1.6922123,0,1,0,0,Gorbachev Was Responsible for The Collapse Of The USSR,It was dead from the time Stalin took control,It was not dead from the time Stalin took control
6.195485,-1.7093314,1.8295115000000002,1.8613776999999998,0,1,1,1,Major league baseball should continue to allow collisions at home plate,Collisions happen in baseball and should be left as is.,Collisions happen in baseball and should not be left as is.
3.9083080000000003,-0.010307307,1.5708385,1.6989118000000003,0,1,1,1,Major league baseball should continue to allow collisions at home plate,The catcher or runner would have a ridiculous advantage if collisions were not allowed.,The catcher or runner would have a ridiculous advantage if collisions were allowed.
-3.4668732,2.145784,0.020943046,0.01739788,1,0,0,0,Individuals have a moral obligation to assist people in need,"Help should only be provided to those that want it, and individuals should be able to choose if they want to help or not.","Help should only be provided to those that want it, and individuals should be able to choose if they want to help or ."
-2.0189426,1.3462157,0.36628973,0.069924295,1,0,1,1,History as a subject in school is needed,history repeats itself if not known,history repeats itself if known
-4.0275574,2.6890563999999997,0.0035681725,0.0024393797,1,0,1,1,History as a subject in school is needed,"Teaching history ensures that events of the past are not forgotten, and lessons are learned","Teaching history ensures that events of the past are forgotten, and lessons are learned"
3.8507202000000005,-0.38918817,1.6894306000000001,1.9391691999999998,0,1,1,1,History as a subject in school is needed,"Without a firm foundation of historical knowledge, children will have a harder time learning necessary skills. "," with a firm foundation of historical knowledge, children will have a harder time learning necessary skills."
1.1231548,-0.9292348,0.81919336,0.958649,0,1,0,0,Jerusalem should be divided,Division would do more harm than good.,Division would not do more harm than good.
5.6992617,-2.1722095,1.6823238999999999,1.8927028000000001,0,1,0,0,Golf is a Sport,"Golf involves many elements of competition, but that does not make it a sport.","Golf involves many elements of competition, but that does make it a sport."
3.2410072999999997,0.041103963,1.502425,1.6120055,0,1,0,0,Golf is a Sport,"If an activity does not make you break a sweat, or if it can be done while drinking and smoking, then it is not a sport. ","If an activity does make you break a sweat, or if it can be done while drinking and smoking, then it is not a sport."
3.7429821000000003,0.17811239,1.5155711,1.9262726000000003,0,1,0,0,Golf is a Sport,Golf better matches the definition of a game than a sport. ,Golf worse matches the definition of a game than a sport.
6.064159,-1.8124665,1.857321,1.9454756000000002,0,1,0,0,Golf is a Sport,Golf is unlike sports in which rigorous physical activities are required. ,Golf is not unlike sports in which rigorous physical activities are required.
3.2835414,-1.7185403000000001,1.5497382,1.7870705000000002,0,1,1,1,Roger Federer Is Not the Greatest Tennis Player of All Time,Lack of serious competition, glut of serious competition
-1.6053447,1.6181958,0.16236764,0.013031065,1,0,0,0,Roger Federer Is Not the Greatest Tennis Player of All Time,Federer has won many games which is very hard for peopple to do.,Federer doesn't have won many games which is very hard for peopple to do.
-3.4934046000000003,2.4255176,0.010167956,0.007973254,1,0,1,1, Aboriginal culture must be protected,"We cannot understand ourselves if we cannot understand others, so protection of indigenous culture is important.","We can understand ourselves if we cannot understand others, so protection of indigenous culture is important."
-4.7218485,5.847882299999999,0.0065745709999999995,0.004529476,1,0,1,1,Music That Glorifies Crime Should Be Banned,Music depicting violence against women discourages respect of women in men and women.,Music depicting violence for women discourages respect of women in men and women.
-4.360180000000001,3.489931,0.021967292000000003,0.005735159,1,0,1,1,Compensation should be paid for those who have had their culture appropriated,cultural appropriation damage can potentialy be reversed through compensation,cultural appropriation protect can potentialy be reversed through compensation
2.7959788,-1.3457572,1.3689358,1.3889949,0,1,1,1,Mixed Martial Arts (UFC) is a form of human cockfighting,"Depending where you are in the world, some of the rules do appear brutal","Depending where you are not in the world, some of the rules do appear brutal"
1.7722833999999998,0.7017379,0.434978,1.3042299,0,1,1,1,Mixed Martial Arts (UFC) is a form of human cockfighting,MMA is Human Cock Fighting,MMA is not Human Cock Fighting
