undermine_score,support_score,cp_distance,cop_distance,predict_label,distance_label,gold,distance_to_logtis,distance_to_distance,snorkel_logits_17,snorkel_logits_37,snorkel_logits_57,snorkel_logits_77,snorkel_logits_97,snorkel_distance_01,snorkel_distance_03,snorkel_distance_05,snorkel_distance_07,snorkel_distance_09,snorkel_label
-3.6344190000000003,4.0670266,0.058493555,0.06798810000000001,1,1,1,0.32784584550948837,0.004782570126268861,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.0539265,-5.180057499999999,1.9181068,0.00083625317,0,0,0,0.43579158473511626,0.9666567501996101,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
4.9766994,-0.7667258000000001,1.3191316000000002,1.7891183000000002,0,1,0,0.24438809438640188,0.236956323017569,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1
4.0021462,-3.9683752,1.2077222,0.05690986,0,0,0,0.3393148072984694,0.5802191608034185,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
4.0988584,-4.2530093,1.1927695,0.016577005,0,0,0,0.3555691346778521,0.5930154826762913,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-4.428475,3.1524956000000004,0.00083625317,0.0010849237,1,1,1,0.32271077512587343,0.0001209285518065536,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-2.9425242000000003,5.861724400000001,0.0023807287,1.9659483,1,1,1,0.37485120781919323,0.9899990673318102,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-4.056947,3.9058707000000004,0.0034040213000000002,0.19201243,1,1,1,0.3389864483716028,0.09508929409226088,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-3.1231362999999996,6.0743003,0.011261761,1.5893002,1,1,1,0.39161027031342666,0.795620629994441,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-3.2666150000000003,6.067351,0.0024098158,1.6272926,1,1,1,0.39742963597794395,0.8192388986418615,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-3.5647017999999995,5.2229934,0.026986062999999998,1.3479869,1,1,1,0.3741456433943072,0.6660258387639143,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.826705,5.776618,0.17652285,1.7342904,1,1,1,0.36628704846770893,0.7854003291218388,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-3.8134370000000004,5.0843053,0.023202121000000003,1.2591308,1,1,1,0.37883623981690706,0.623133637507149,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.9422455000000003,6.2927547,0.00097465515,1.9347912,1,1,1,0.3932113637341526,0.9749990127418142,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
6.785586,-2.299271,1.9573121,1.9129372,0,0,0,0.386811729788345,0.022368760975776045,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
6.6647644,-2.3380047999999998,1.9578102,1.9627199,0,1,0,0.3833128575689127,0.002470954915202153,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
-2.499869,2.0185299999999997,0.45105845,0.013398945,1,0,1,0.19217314722912993,0.2206574000020426,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1
-3.912886,3.5814877,0.21423429,0.18993616,1,0,1,0.3190197091246046,0.012246332208590076,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-3.2879915,5.848234,0.005757928000000001,1.8155601000000003,1,1,1,0.38900123684790694,0.9124726872780388,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.4176247,3.1486628,0.27845508,0.7327918999999999,1,1,1,0.23683785942403068,0.229065870742875,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
-3.0786927000000004,5.5610557,0.0723272,1.6748060000000002,1,1,1,0.3678396277808555,0.8079431207769132,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
5.3132367,-5.769891,1.9644811999999998,0.01455915,0,0,0,0.4719850909837421,0.9831191848930328,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
3.9051123,-4.219962000000001,1.6007465,0.06419629,0,0,0,0.3459023982467309,0.7747028407918354,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
3.4377102999999996,-1.7020648999999997,1.0917683999999999,1.1698959,0,1,0,0.21865839746115467,0.03938635340759267,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
-2.28303,2.3072689,0.42603797,0.20001078,1,0,0,0.19523777513595608,0.11395532424871338,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1
6.4144254,-1.9900081000000003,1.9098941000000003,1.8997113,0,0,0,0.35780967489591414,0.005129578744246857,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
4.9950852,-4.4318624,1.8869786,0.16674703,0,0,0,0.4013928404633652,0.867312432995155,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-3.1719222,6.1245575,0.010149181,1.9300933,1,1,1,0.3958318373564763,0.9680047281783762,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.5985205000000002,5.8236475,0.0036662816999999998,1.9689819,1,1,1,0.35856558197803257,0.9908804083662093,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.9974517999999994,6.056535,0.001845777,1.9304225,1,1,1,0.3854959327370376,0.9723571672940968,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-4.3236237,3.0621376000000002,0.0079885125,0.042782903,1,1,1,0.3143902646877228,0.017538401063942742,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-3.3571614999999997,5.06536,0.023084164,1.6514794999999998,1,1,1,0.35858064939766826,0.8210098785049844,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-4.3281655,3.768183,0.014151216000000001,0.34210956,1,1,1,0.34467800310395724,0.16534759728476778,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1
6.382721,-3.1783476000000004,1.9442686999999998,1.496019,0,0,0,0.40710955160609874,0.22599682932847842,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1
6.0594425,-4.0602517,1.9754208,1.0868611000000001,0,0,0,0.4309201494404139,0.4479950197983429,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1
3.6100056000000005,-2.5614424,1.3951902,0.6665126,0,0,0,0.2626319391989516,0.36738468415181685,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1
-2.3053646,5.3237347999999995,0.10086936,1.9574485000000001,1,1,1,0.3247621947189751,0.9360569852764188,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
0.95395756,2.3188102,0.9345644000000001,1.9081715,1,1,1,0.057757853462019414,0.4908747384151509,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-1.7770988,2.8716965,0.42993826,0.46464694,1,1,1,0.1977310984909101,0.017495187019509775,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.402311,-3.4830809,1.9094491000000002,0.6434671,0,0,1,0.37830982210978276,0.6382861048133878,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
-2.8323107000000003,5.858048999999999,0.032307683999999996,1.944366,1,1,1,0.3699968602996872,0.9640288157612115,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-1.6092399,1.0260099,0.6004571999999999,0.102158844,1,0,1,0.11190667132252581,0.25123066700522606,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1
5.568933,-5.1335025000000005,1.9219396,0.013673425,0,0,0,0.4557586436586272,0.9621168709041641,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
5.8553643,-3.8714876000000005,1.8784621,0.84722805,0,0,0,0.4141758219022427,0.5199294467395074,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-2.6791150000000004,5.8646044999999996,0.014618873999999999,1.9779723000000002,1,1,0,0.36374653659711514,0.9898910982439003,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1
-2.8985738999999997,5.991579,0.010975122,1.9309,1,1,1,0.3785127527600952,0.9679950271332426,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.9579432,5.9492736,0.00543046,1.8641835,1,1,1,0.37924007649961766,0.9371530354825518,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-3.2959516000000004,5.704262,0.0037674308000000003,1.6766720000000002,1,1,1,0.3832039288627715,0.8434508160935045,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.8801362999999998,6.141136599999999,0.0018000007,1.9600781999999999,1,1,1,0.38410155067418184,0.9873322393862217,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.8580197999999997,6.1048903,0.0007260442,1.9737227,1,1,1,0.38161392182350873,0.9947530808604318,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.9841244,6.22526,0.00394696,1.9783490000000001,1,1,1,0.3921195277853449,0.995461656067252,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.8254382999999996,6.242161299999999,0.006511151999999999,1.9736111,1,1,1,0.3860761583947928,0.9917800426343423,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-3.0617123,5.498264,0.013649403999999999,1.8293226999999999,1,1,1,0.36443945888150897,0.9154328265072729,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
1.6770337,1.4355392,1.2011003,1.6276030000000001,0,1,1,0.009876358422328613,0.21503229377818867,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
